reference,reader,object,cycle_number,cycle,event_time,pre_roi_fraction,peak_roi_fraction,peak_full_domain_fraction,peak_outside_roi_fraction,recovery_fraction,peak_time_index,recall,precision,mass_ratio,reference_event_time,timing_absolute,support_window,support_measure,teacher_active_target_mass,predicted_active_target_mass,true_positive_target_mass,reference_event_present,false_positive_event,false_negative_target_mass,false_positive_target_mass,whole_trajectory_strict
old,fine,shorter/43/F,2,2,,0.0,0.0,0.0,0.0,0.0,404,0.0,0.0,0.0,1.2268000000000001,,"[1.01, 1.36]",global trapezoid time times cell volume,0.00091390625,0.0,0.0,True,False,0.00091390625,0.0,False
old,fine,shorter/B_E,1,1,0.2558714285714286,0.0,0.05965909090909091,0.018046875,0.0,1.0,135,0.7929247408742678,0.9879281302638967,0.8026137899954936,0.24059999999999998,0.015271428571428602,"[0.0, 0.35]",global trapezoid time times cell volume,0.0006934374999999997,0.0005565624999999999,0.0005498437499999999,True,False,0.00014359374999999984,6.718749999999997e-06,False
old,fine,shorter/B_E,2,2,,0.0,0.0,0.0,0.0,0.0,404,0.0,0.0,0.0,1.2268000000000001,,"[1.01, 1.36]",global trapezoid time times cell volume,0.00091390625,0.0,0.0,True,False,0.00091390625,0.0,False
refined,coarse,shorter/29/E,1,1,0.23761000000000002,0.0,0.06740702479338843,0.020390625,0.0,1.0,152,0.9247336204942191,0.939753484621587,0.9840172296531404,0.24143333333333333,0.0038233333333333175,"[0.0, 0.35]",global trapezoid time times cell volume,0.0006892187499999996,0.000678203125,0.0006373437499999998,True,False,5.187499999999984e-05,4.0859375000000205e-05,False
refined,coarse,shorter/29/E,2,2,1.2248,0.0,0.09607438016528926,0.0290625,0.0,1.0,629,0.7722602739726029,0.8541666666666667,0.9041095890410961,1.2268000000000001,0.0020000000000000018,"[1.01, 1.36]",global trapezoid time times cell volume,0.0009125000000000001,0.0008250000000000002,0.0007046875000000002,True,False,0.00020781249999999988,0.00012031249999999998,False
refined,coarse,shorter/29/D_E,1,1,0.2356777777777778,0.0,0.06740702479338843,0.020390625,0.0,1.0,151,0.9247336204942195,0.9308534915563674,0.9934255270913626,0.24143333333333333,0.0057555555555555415,"[0.0, 0.35]",global trapezoid time times cell volume,0.0006892187499999996,0.0006846874999999996,0.00063734375,True,False,5.187499999999962e-05,4.734374999999964e-05,False
refined,coarse,shorter/29/D_E,2,2,1.2260166666666668,0.0,0.09581611570247933,0.028984375,0.0,1.0,625,0.7650684931506851,0.8604718343765048,0.8891267123287673,1.2268000000000001,0.0007833333333333581,"[1.01, 1.36]",global trapezoid time times cell volume,0.0009125000000000001,0.0008113281250000002,0.0006981250000000003,True,False,0.00021437499999999983,0.00011320312499999991,False
refined,coarse,shorter/29/F,1,1,0.2384,0.0,0.0699896694214876,0.021171875,0.0,1.0,158,0.8919746089322153,0.9256558051993885,0.963613693040127,0.24143333333333333,0.0030333333333333323,"[0.0, 0.35]",global trapezoid time times cell volume,0.0006892187499999996,0.0006641406249999997,0.0006147656249999999,True,False,7.445312499999976e-05,4.937499999999983e-05,False
refined,coarse,shorter/29/F,2,2,,0.0,0.0,0.0,0.0,0.0,404,0.0,0.0,0.0,1.2268000000000001,,"[1.01, 1.36]",global trapezoid time times cell volume,0.0009125000000000001,0.0,0.0,True,False,0.0009125000000000001,0.0,False
refined,coarse,shorter/43/E,1,1,0.23734444444444447,0.0,0.07076446280991736,0.02140625,0.0,1.0,149,0.9420766266152804,0.9166207124738064,1.0277714803899343,0.24143333333333333,0.004088888888888864,"[0.0, 0.35]",global trapezoid time times cell volume,0.0006892187499999996,0.0007083593749999997,0.0006492968749999999,True,False,3.99218749999997e-05,5.906249999999976e-05,False
