reference,reader,seed,comparison,metric,candidate,control,signed_candidate_minus_control,relative_error_reduction
refined,coarse,29,F_cov_vs_B_E,local_joule_NRMSE,0.12320553377678427,0.11229127154546015,0.01091426223132412,-0.0971959982384345
refined,coarse,29,F_cov_vs_D_E,S,0.0014128125000000002,0.00105375,0.0003590625000000002,-0.3407473309608544
refined,coarse,29,F_cov_vs_D_E,Ephi,0.02352069619702796,0.01856234832609093,0.004958347870937029,-0.26711856624130137
refined,coarse,29,F_cov_vs_D_E,ET,0.011598791680211693,0.010947855893840926,0.0006509357863707672,-0.05945783290196327
refined,coarse,29,F_cov_vs_D_E,EV,0.0033416409447053104,0.00148434103353818,0.0018572999111671304,-1.251262256585294
refined,coarse,29,F_cov_vs_D_E,EI,0.02175055959372394,0.009487114703114433,0.012263444890609508,-1.2926422072860215
refined,coarse,29,F_cov_vs_D_E,bottom_current_NRMSE,0.021750559593723476,0.009487114703114427,0.012263444890609048,-1.2926422072859736
refined,coarse,29,F_cov_vs_D_E,power_trace_NRMSE,0.02183684164405366,0.009548851348813068,0.012287990295240593,-1.2868553343610278
refined,coarse,29,F_cov_vs_D_E,local_joule_NRMSE,0.12320553377678427,0.054010120379563,0.06919541339722127,-1.2811564371814335
refined,coarse,43,E_vs_F_cov,S,0.0010675781250000002,0.0013727343749999998,-0.00030515624999999966,0.222298104831825
refined,coarse,43,E_vs_F_cov,Ephi,0.018581117433486314,0.023664831247446002,-0.005083713813959688,0.2148214690737903
refined,coarse,43,E_vs_F_cov,ET,0.010990276367360127,0.011574894068166409,-0.0005846177008062819,0.05050739102780333
refined,coarse,43,E_vs_F_cov,EV,0.0010965397647056808,0.0032900313755505847,-0.002193491610844904,0.6667084171736278
refined,coarse,43,E_vs_F_cov,EI,0.0069550749659885586,0.021166436291868818,-0.014211361325880259,0.6714102048127779
refined,coarse,43,E_vs_F_cov,bottom_current_NRMSE,0.0069550749659893695,0.021166436291869917,-0.014211361325880547,0.6714102048127567
refined,coarse,43,E_vs_F_cov,power_trace_NRMSE,0.006891598773290862,0.021181854904219814,-0.014290256130928951,0.674646115533634
refined,coarse,43,E_vs_F_cov,local_joule_NRMSE,0.04783553686306185,0.11644453400900691,-0.06860899714594507,0.5891989497818609
refined,coarse,43,F_cov_vs_E,S,0.0013727343749999998,0.0010675781250000002,0.00030515624999999966,-0.2858397365532379
refined,coarse,43,F_cov_vs_E,Ephi,0.023664831247446002,0.018581117433486314,0.005083713813959688,-0.27359569908309056
refined,coarse,43,F_cov_vs_E,ET,0.011574894068166409,0.010990276367360127,0.0005846177008062819,-0.05319408550475857
refined,coarse,43,F_cov_vs_E,EV,0.0032900313755505847,0.0010965397647056808,0.002193491610844904,-2.0003758016323765
refined,coarse,43,F_cov_vs_E,EI,0.021166436291868818,0.0069550749659885586,0.014211361325880259,-2.0433081448260606
refined,coarse,43,F_cov_vs_E,bottom_current_NRMSE,0.021166436291869917,0.0069550749659893695,0.014211361325880547,-2.043308144825864
refined,coarse,43,F_cov_vs_E,power_trace_NRMSE,0.021181854904219814,0.006891598773290862,0.014290256130928951,-2.073576335626558
refined,coarse,43,F_cov_vs_E,local_joule_NRMSE,0.11644453400900691,0.04783553686306185,0.06860899714594507,-1.4342683629192061
refined,coarse,43,F_cov_vs_F,S,0.0013727343749999998,0.0011950781250000004,0.00017765624999999943,-0.14865659933320208
refined,coarse,43,F_cov_vs_F,Ephi,0.023664831247446002,0.02333617624104989,0.0003286550063961134,-0.014083498641820569
refined,coarse,43,F_cov_vs_F,ET,0.011574894068166409,0.011446278806350622,0.0001286152618157864,-0.011236425740776879
refined,coarse,43,F_cov_vs_F,EV,0.0032900313755505847,0.004595274780679757,-0.0013052434051291722,0.28404033870115897
refined,coarse,43,F_cov_vs_F,EI,0.021166436291868818,0.02999654983492931,-0.008830113543060493,0.29437097238357457
