reference,reader,seed,comparison,metric,candidate,control,signed_candidate_minus_control,relative_error_reduction
refined,coarse,43,F_cov_vs_F,bottom_current_NRMSE,0.021166436291869917,0.029996549834930386,-0.008830113543060469,0.29437097238356313
refined,coarse,43,F_cov_vs_F,power_trace_NRMSE,0.021181854904219814,0.03103574748176868,-0.009853892577548866,0.3175013775111212
refined,coarse,43,F_cov_vs_F,local_joule_NRMSE,0.11644453400900691,0.14397305760965676,-0.02752852360064985,0.1912060774265547
refined,coarse,43,F_cov_vs_B_E,S,0.0013727343749999998,0.00157453125,-0.00020179687500000015,0.1281631437927956
refined,coarse,43,F_cov_vs_B_E,Ephi,0.023664831247446002,0.025504228959598335,-0.0018393977121523332,0.07212128290826403
refined,coarse,43,F_cov_vs_B_E,ET,0.011574894068166409,0.01291774799709429,-0.0013428539289278806,0.10395418220187769
refined,coarse,43,F_cov_vs_B_E,EV,0.0032900313755505847,0.0029573788575261973,0.0003326525180243874,-0.11248221281416959
refined,coarse,43,F_cov_vs_B_E,EI,0.021166436291868818,0.019691426256249034,0.0014750100356197837,-0.07490620620493105
refined,coarse,43,F_cov_vs_B_E,bottom_current_NRMSE,0.021166436291869917,0.019691426256249388,0.0014750100356205297,-0.07490620620496768
refined,coarse,43,F_cov_vs_B_E,power_trace_NRMSE,0.021181854904219814,0.020142086809430332,0.0010397680947894818,-0.051621666842517566
refined,coarse,43,F_cov_vs_B_E,local_joule_NRMSE,0.11644453400900691,0.11229127154546015,0.004153262463546761,-0.036986512009220096
refined,coarse,43,F_cov_vs_D_E,S,0.0013727343749999998,0.0010759375,0.00029679687499999975,-0.275849549811211
refined,coarse,43,F_cov_vs_D_E,Ephi,0.023664831247446002,0.01852352016924103,0.005141311078204973,-0.27755583340699497
refined,coarse,43,F_cov_vs_D_E,ET,0.011574894068166409,0.010899241148844796,0.0006756529193216124,-0.06199082212188922
refined,coarse,43,F_cov_vs_D_E,EV,0.0032900313755505847,0.001017826961636769,0.0022722044139138154,-2.2324073733121397
refined,coarse,43,F_cov_vs_D_E,EI,0.021166436291868818,0.006410764956458992,0.014755671335409826,-2.301702126911259
refined,coarse,43,F_cov_vs_D_E,bottom_current_NRMSE,0.021166436291869917,0.006410764956456984,0.014755671335412933,-2.3017021269124647
refined,coarse,43,F_cov_vs_D_E,power_trace_NRMSE,0.021181854904219814,0.006222855090869951,0.014958999813349864,-2.4038804688377544
refined,coarse,43,F_cov_vs_D_E,local_joule_NRMSE,0.11644453400900691,0.04739457316653451,0.06904996084247239,-1.456917031404533
refined,fine,29,E_vs_F_cov,S,0.001082265625,0.0014128125000000002,-0.00033054687500000033,0.23396372483963745
refined,fine,29,E_vs_F_cov,Ephi,0.018985544417578576,0.02352069619702796,-0.004535151779449385,0.19281537168200147
refined,fine,29,E_vs_F_cov,ET,0.011058679432145979,0.011598791680211693,-0.0005401122480657144,0.04656625129212222
refined,fine,29,E_vs_F_cov,EV,0.0016766039644284742,0.00325859045289442,-0.0015819864884659457,0.4854818398736661
refined,fine,29,E_vs_F_cov,EI,0.01062486409330813,0.021171713225977197,-0.010546849132669067,0.49815756618733764
refined,fine,29,E_vs_F_cov,bottom_current_NRMSE,0.0106248640933055,0.021171713225980333,-0.010546849132674833,0.49815756618753615
refined,fine,29,E_vs_F_cov,power_trace_NRMSE,0.01075128438766661,0.021248515748461205,-0.010497231360794595,0.49402186416502025
refined,fine,29,E_vs_F_cov,local_joule_NRMSE,0.07081203162264514,0.12389964516923056,-0.05308761354658542,0.42847268427665586
refined,fine,29,F_cov_vs_E,S,0.0014128125000000002,0.001082265625,0.00033054687500000033,-0.3054212084025125
refined,fine,29,F_cov_vs_E,Ephi,0.02352069619702796,0.018985544417578576,0.004535151779449385,-0.23887393901911613
refined,fine,29,F_cov_vs_E,ET,0.011598791680211693,0.011058679432145979,0.0005401122480657144,-0.0488405737212787
refined,fine,29,F_cov_vs_E,EV,0.00325859045289442,0.0016766039644284742,0.0015819864884659457,-0.9435659953274762
refined,fine,29,F_cov_vs_E,EI,0.021171713225977197,0.01062486409330813,0.010546849132669067,-0.9926573215474634
refined,fine,29,F_cov_vs_E,bottom_current_NRMSE,0.021171713225980333,0.0106248640933055,0.010546849132674833,-0.9926573215482519
refined,fine,29,F_cov_vs_E,power_trace_NRMSE,0.021248515748461205,0.01075128438766661,0.010497231360794595,-0.976369983556248
refined,fine,29,F_cov_vs_E,local_joule_NRMSE,0.12389964516923056,0.07081203162264514,0.05308761354658542,-0.7496976478444719
refined,fine,29,F_cov_vs_F,S,0.0014128125000000002,0.0012585937500000002,0.00015421875000000006,-0.1225325884543762
refined,fine,29,F_cov_vs_F,Ephi,0.02352069619702796,0.023830201907113074,-0.0003095057100851138,0.012987960038757795
refined,fine,29,F_cov_vs_F,ET,0.011598791680211693,0.011745700496220432,-0.00014690881600873916,0.012507454626142778
refined,fine,29,F_cov_vs_F,EV,0.00325859045289442,0.003799421802304657,-0.0005408313494102372,0.1423456982539235
refined,fine,29,F_cov_vs_F,EI,0.021171713225977197,0.02326614683704054,-0.002094433611063342,0.09002064784225161
refined,fine,29,F_cov_vs_F,bottom_current_NRMSE,0.021171713225980333,0.0232661468370422,-0.0020944336110618675,0.09002064784218178
refined,fine,29,F_cov_vs_F,power_trace_NRMSE,0.021248515748461205,0.02396113369097898,-0.002712617942517776,0.11320908173635524
refined,fine,29,F_cov_vs_F,local_joule_NRMSE,0.12389964516923056,0.11906426984882493,0.0048353753204056354,-0.040611472497543266
refined,fine,29,F_cov_vs_B_E,S,0.0014128125000000002,0.00157453125,-0.00016171874999999975,0.10270913962488826
refined,fine,29,F_cov_vs_B_E,Ephi,0.02352069619702796,0.025504228959598335,-0.0019835327625703746,0.07777270058673491
refined,fine,29,F_cov_vs_B_E,ET,0.011598791680211693,0.01291774799709429,-0.0013189563168825962,0.10210419936813142
refined,fine,29,F_cov_vs_B_E,EV,0.00325859045289442,0.002781517003844739,0.00047707344904968085,-0.17151556089365916
refined,fine,29,F_cov_vs_B_E,EI,0.021171713225977197,0.018495641250604506,0.002676071975372691,-0.14468662854742753
refined,fine,29,F_cov_vs_B_E,bottom_current_NRMSE,0.021171713225980333,0.018495641250603746,0.002676071975376587,-0.14468662854764403
refined,fine,29,F_cov_vs_B_E,power_trace_NRMSE,0.021248515748461205,0.018925925881032354,0.002322589867428851,-0.1227200128558339
refined,fine,29,F_cov_vs_B_E,local_joule_NRMSE,0.12389964516923056,0.11106886924052557,0.01283077592870499,-0.11552090172917184
refined,fine,29,F_cov_vs_D_E,S,0.0014128125000000002,0.00105375,0.0003590625000000002,-0.3407473309608544
refined,fine,29,F_cov_vs_D_E,Ephi,0.02352069619702796,0.01856234832609093,0.004958347870937029,-0.26711856624130137
refined,fine,29,F_cov_vs_D_E,ET,0.011598791680211693,0.010947855893840926,0.0006509357863707672,-0.05945783290196327
refined,fine,29,F_cov_vs_D_E,EV,0.00325859045289442,0.0015827705824150754,0.0016758198704793445,-1.0587888662438303
refined,fine,29,F_cov_vs_D_E,EI,0.021171713225977197,0.010074920589432214,0.011096792636544983,-1.1014273053610597
refined,fine,29,F_cov_vs_D_E,bottom_current_NRMSE,0.021171713225980333,0.010074920589433566,0.011096792636546768,-1.101427305361089
refined,fine,29,F_cov_vs_D_E,power_trace_NRMSE,0.021248515748461205,0.010193188011896644,0.011055327736564561,-1.084579988484633
refined,fine,29,F_cov_vs_D_E,local_joule_NRMSE,0.12389964516923056,0.06892490643608463,0.05497473873314593,-0.7976033857097078
refined,fine,43,E_vs_F_cov,S,0.0010675781250000002,0.0013727343749999998,-0.00030515624999999966,0.222298104831825
refined,fine,43,E_vs_F_cov,Ephi,0.018581117433486314,0.023664831247446002,-0.005083713813959688,0.2148214690737903
refined,fine,43,E_vs_F_cov,ET,0.010990276367360127,0.011574894068166409,-0.0005846177008062819,0.05050739102780333
refined,fine,43,E_vs_F_cov,EV,0.0011786904323377728,0.0032059236794293546,-0.002027233247091582,0.6323398339452746
refined,fine,43,E_vs_F_cov,EI,0.007430369163148216,0.020581692366828875,-0.013151323203680659,0.638981623536284
refined,fine,43,E_vs_F_cov,bottom_current_NRMSE,0.007430369163151914,0.020581692366831748,-0.013151323203679833,0.6389816235361547
refined,fine,43,E_vs_F_cov,power_trace_NRMSE,0.007430462496268339,0.02059003546544022,-0.013159572969171883,0.6391233755405543
refined,fine,43,E_vs_F_cov,local_joule_NRMSE,0.06349392344131341,0.11890269484395054,-0.05540877140263713,0.46600097226859605
refined,fine,43,F_cov_vs_E,S,0.0013727343749999998,0.0010675781250000002,0.00030515624999999966,-0.2858397365532379
refined,fine,43,F_cov_vs_E,Ephi,0.023664831247446002,0.018581117433486314,0.005083713813959688,-0.27359569908309056
refined,fine,43,F_cov_vs_E,ET,0.011574894068166409,0.010990276367360127,0.0005846177008062819,-0.05319408550475857
refined,fine,43,F_cov_vs_E,EV,0.0032059236794293546,0.0011786904323377728,0.002027233247091582,-1.7199030309178291
refined,fine,43,F_cov_vs_E,EI,0.020581692366828875,0.007430369163148216,0.013151323203680659,-1.769942100441817
refined,fine,43,F_cov_vs_E,bottom_current_NRMSE,0.020581692366831748,0.007430369163151914,0.013151323203679833,-1.769942100440825
refined,fine,43,F_cov_vs_E,power_trace_NRMSE,0.02059003546544022,0.007430462496268339,0.013159572969171883,-1.7710301311366239
refined,fine,43,F_cov_vs_E,local_joule_NRMSE,0.11890269484395054,0.06349392344131341,0.05540877140263713,-0.8726625856386196
refined,fine,43,F_cov_vs_F,S,0.0013727343749999998,0.0011950781250000004,0.00017765624999999943,-0.14865659933320208
refined,fine,43,F_cov_vs_F,Ephi,0.023664831247446002,0.02333617624104989,0.0003286550063961134,-0.014083498641820569
refined,fine,43,F_cov_vs_F,ET,0.011574894068166409,0.011446278806350622,0.0001286152618157864,-0.011236425740776879
refined,fine,43,F_cov_vs_F,EV,0.0032059236794293546,0.004620058526540493,-0.0014141348471111387,0.3060859162254044
refined,fine,43,F_cov_vs_F,EI,0.020581692366828875,0.030141146397592092,-0.009559454030763217,0.31715628545326
refined,fine,43,F_cov_vs_F,bottom_current_NRMSE,0.020581692366831748,0.03014114639759072,-0.009559454030758974,0.3171562854531337
refined,fine,43,F_cov_vs_F,power_trace_NRMSE,0.02059003546544022,0.03119881750414356,-0.01060878203870334,0.3400379529542865
refined,fine,43,F_cov_vs_F,local_joule_NRMSE,0.11890269484395054,0.15106087899875156,-0.032158184154801026,0.21288227877362476
refined,fine,43,F_cov_vs_B_E,S,0.0013727343749999998,0.00157453125,-0.00020179687500000015,0.1281631437927956
refined,fine,43,F_cov_vs_B_E,Ephi,0.023664831247446002,0.025504228959598335,-0.0018393977121523332,0.07212128290826403
refined,fine,43,F_cov_vs_B_E,ET,0.011574894068166409,0.01291774799709429,-0.0013428539289278806,0.10395418220187769
refined,fine,43,F_cov_vs_B_E,EV,0.0032059236794293546,0.002781517003844739,0.0004244066755846156,-0.15258101064921825
refined,fine,43,F_cov_vs_B_E,EI,0.020581692366828875,0.018495641250604506,0.002086051116224369,-0.11278609311024512
refined,fine,43,F_cov_vs_B_E,bottom_current_NRMSE,0.020581692366831748,0.018495641250603746,0.0020860511162280014,-0.11278609311044607
refined,fine,43,F_cov_vs_B_E,power_trace_NRMSE,0.02059003546544022,0.018925925881032354,0.0016641095844078663,-0.08792751249626551
refined,fine,43,F_cov_vs_B_E,local_joule_NRMSE,0.11890269484395054,0.11106886924052557,0.007833825603424965,-0.07053124477625139
refined,fine,43,F_cov_vs_D_E,S,0.0013727343749999998,0.0010759375,0.00029679687499999975,-0.275849549811211
refined,fine,43,F_cov_vs_D_E,Ephi,0.023664831247446002,0.01852352016924103,0.005141311078204973,-0.27755583340699497
refined,fine,43,F_cov_vs_D_E,ET,0.011574894068166409,0.010899241148844796,0.0006756529193216124,-0.06199082212188922
refined,fine,43,F_cov_vs_D_E,EV,0.0032059236794293546,0.0010836272525398824,0.002122296426889472,-1.9585114917653494
refined,fine,43,F_cov_vs_D_E,EI,0.020581692366828875,0.0067699933372236355,0.013811699029605239,-2.0401348039242526
refined,fine,43,F_cov_vs_D_E,bottom_current_NRMSE,0.020581692366831748,0.006769993337224805,0.013811699029606942,-2.0401348039241523
refined,fine,43,F_cov_vs_D_E,power_trace_NRMSE,0.02059003546544022,0.006649581571776879,0.013940453893663341,-2.0964407674659475
refined,fine,43,F_cov_vs_D_E,local_joule_NRMSE,0.11890269484395054,0.06237407454145363,0.05652862030249691,-0.9062839123156554
spatial,coarse,29,E_vs_F_cov,S,0.0011464843750000002,0.00145984375,-0.00031335937499999984,0.21465268115166425
spatial,coarse,29,E_vs_F_cov,Ephi,0.01993633340127953,0.024154429842371147,-0.004218096441091616,0.1746303460118246
spatial,coarse,29,E_vs_F_cov,ET,0.011343039201857766,0.011869153505457612,-0.000526114303599846,0.044326185802376794
spatial,coarse,29,E_vs_F_cov,EV,0.0015605316421785141,0.0034130774599633695,-0.0018525458177848554,0.5427787208218643
spatial,coarse,29,E_vs_F_cov,EI,0.00975298738683878,0.022099771376605275,-0.012346783989766496,0.5586837881425665
spatial,coarse,29,E_vs_F_cov,bottom_current_NRMSE,0.00975298738684141,0.022099771376604925,-0.012346783989763514,0.5586837881424405
spatial,coarse,29,E_vs_F_cov,power_trace_NRMSE,0.00978039076253178,0.022181173841716636,-0.012400783079184855,0.5590679360648814
spatial,coarse,29,E_vs_F_cov,local_joule_NRMSE,0.06476795516469876,0.13070219851056655,-0.0659342433458678,0.5044616241901805
spatial,coarse,29,F_cov_vs_E,S,0.00145984375,0.0011464843750000002,0.00031335937499999984,-0.2733219761499146
spatial,coarse,29,F_cov_vs_E,Ephi,0.024154429842371147,0.01993633340127953,0.004218096441091616,-0.2115783457363778
spatial,coarse,29,F_cov_vs_E,ET,0.011869153505457612,0.011343039201857766,0.000526114303599846,-0.046382128655050314
spatial,coarse,29,F_cov_vs_E,EV,0.0034130774599633695,0.0015605316421785141,0.0018525458177848554,-1.1871248026721761
spatial,coarse,29,F_cov_vs_E,EI,0.022099771376605275,0.00975298738683878,0.012346783989766496,-1.2659489344185895
spatial,coarse,29,F_cov_vs_E,bottom_current_NRMSE,0.022099771376604925,0.00975298738684141,0.012346783989763514,-1.265948934417942
spatial,coarse,29,F_cov_vs_E,power_trace_NRMSE,0.022181173841716636,0.00978039076253178,0.012400783079184855,-1.267923069770553
spatial,coarse,29,F_cov_vs_E,local_joule_NRMSE,0.13070219851056655,0.06476795516469876,0.0659342433458678,-1.018007179294194
spatial,coarse,29,F_cov_vs_F,S,0.00145984375,0.0013104687500000004,0.00014937499999999955,-0.11398593060689133
spatial,coarse,29,F_cov_vs_F,Ephi,0.024154429842371147,0.024449647007894794,-0.00029521716552364727,0.012074496021489467
spatial,coarse,29,F_cov_vs_F,ET,0.011869153505457612,0.012000917463713005,-0.00013176395825539346,0.010979490414279258
spatial,coarse,29,F_cov_vs_F,EV,0.0034130774599633695,0.003691950463208173,-0.0002788730032448035,0.07553541306252332
spatial,coarse,29,F_cov_vs_F,EI,0.022099771376605275,0.02240498706115694,-0.0003052156845516629,0.013622667298068158
spatial,coarse,29,F_cov_vs_F,bottom_current_NRMSE,0.022099771376604925,0.022404987061158316,-0.0003052156845533907,0.01362266729814443
spatial,coarse,29,F_cov_vs_F,power_trace_NRMSE,0.022181173841716636,0.02303996812831894,-0.0008587942866023039,0.03727410914022666
spatial,coarse,29,F_cov_vs_F,local_joule_NRMSE,0.13070219851056655,0.11771442321870611,0.012987775291860446,-0.1103329136458493
spatial,coarse,29,F_cov_vs_B_E,S,0.00145984375,0.0015368750000000003,-7.703125000000028e-05,0.05012200081333895
spatial,coarse,29,F_cov_vs_B_E,Ephi,0.024154429842371147,0.025216843763017884,-0.0010624139206467376,0.042131121984617104
spatial,coarse,29,F_cov_vs_B_E,ET,0.011869153505457612,0.013065281860570451,-0.0011961283551128396,0.0915501378292205
spatial,coarse,29,F_cov_vs_B_E,EV,0.0034130774599633695,0.0030660242077629758,0.00034705325220039376,-0.11319325246085055
spatial,coarse,29,F_cov_vs_B_E,EI,0.022099771376605275,0.020285904848959126,0.0018138665276461498,-0.08941511562592286
spatial,coarse,29,F_cov_vs_B_E,bottom_current_NRMSE,0.022099771376604925,0.020285904848959445,0.0018138665276454802,-0.08941511562588844
spatial,coarse,29,F_cov_vs_B_E,power_trace_NRMSE,0.022181173841716636,0.020738172495798728,0.0014430013459179082,-0.06958189523258329
spatial,coarse,29,F_cov_vs_B_E,local_joule_NRMSE,0.13070219851056655,0.12165501816270842,0.009047180347858133,-0.07436750644973733
spatial,coarse,29,F_cov_vs_D_E,S,0.00145984375,0.00111796875,0.00034187499999999995,-0.30580013976240394
spatial,coarse,29,F_cov_vs_D_E,Ephi,0.024154429842371147,0.01946825523555875,0.004686174606812397,-0.24070850469707739
spatial,coarse,29,F_cov_vs_D_E,ET,0.011869153505457612,0.011236606277455402,0.0006325472280022098,-0.05629344059792518
spatial,coarse,29,F_cov_vs_D_E,EV,0.0034130774599633695,0.0014540006629015047,0.001959076797061865,-1.3473699476535757
spatial,coarse,29,F_cov_vs_D_E,EI,0.022099771376605275,0.009125847587117182,0.012973923789488093,-1.4216678139357906
spatial,coarse,29,F_cov_vs_D_E,bottom_current_NRMSE,0.022099771376604925,0.009125847587117005,0.01297392378948792,-1.421667813935799
spatial,coarse,29,F_cov_vs_D_E,power_trace_NRMSE,0.022181173841716636,0.009137111634992113,0.013044062206724523,-1.4275914236146665
spatial,coarse,29,F_cov_vs_D_E,local_joule_NRMSE,0.13070219851056655,0.06260526652200725,0.0680969319885593,-1.0877189056390582
spatial,coarse,43,E_vs_F_cov,S,0.001155078125,0.001427578125,-0.00027249999999999996,0.19088272314343568
spatial,coarse,43,E_vs_F_cov,Ephi,0.01976311723656693,0.02443368588145337,-0.004670568644886439,0.1911528480617687
spatial,coarse,43,E_vs_F_cov,ET,0.011319799708226538,0.01187904729149679,-0.0005592475832702521,0.047078487823730586
spatial,coarse,43,E_vs_F_cov,EV,0.0010972291996580975,0.0033739119073794037,-0.0022766827077213064,0.6747902050263248
spatial,coarse,43,E_vs_F_cov,EI,0.0067156259861846,0.021582543662144054,-0.014866917675959454,0.6888399212200432
spatial,coarse,43,E_vs_F_cov,bottom_current_NRMSE,0.0067156259861850835,0.02158254366214507,-0.014866917675959986,0.6888399212200356
spatial,coarse,43,E_vs_F_cov,power_trace_NRMSE,0.006593615019317134,0.02159221784961773,-0.014998602830300595,0.694630025260056
spatial,coarse,43,E_vs_F_cov,local_joule_NRMSE,0.058265980966956836,0.1239823342069296,-0.06571635323997277,0.5300461042319992
spatial,coarse,43,F_cov_vs_E,S,0.001427578125,0.001155078125,0.00027249999999999996,-0.2359147784917146
spatial,coarse,43,F_cov_vs_E,Ephi,0.02443368588145337,0.01976311723656693,0.004670568644886439,-0.2363275281413939
spatial,coarse,43,F_cov_vs_E,ET,0.01187904729149679,0.011319799708226538,0.0005592475832702521,-0.04940437089746608
spatial,coarse,43,F_cov_vs_E,EV,0.0033739119073794037,0.0010972291996580975,0.0022766827077213064,-2.0749381336467647
spatial,coarse,43,F_cov_vs_E,EI,0.021582543662144054,0.0067156259861846,0.014866917675959454,-2.213779877935982
spatial,coarse,43,F_cov_vs_E,bottom_current_NRMSE,0.02158254366214507,0.0067156259861850835,0.014866917675959986,-2.2137798779359024
spatial,coarse,43,F_cov_vs_E,power_trace_NRMSE,0.02159221784961773,0.006593615019317134,0.014998602830300595,-2.27471618927699
spatial,coarse,43,F_cov_vs_E,local_joule_NRMSE,0.1239823342069296,0.058265980966956836,0.06571635323997277,-1.127868305817096
spatial,coarse,43,F_cov_vs_F,S,0.001427578125,0.0012627343750000002,0.00016484374999999984,-0.1305450720782031
spatial,coarse,43,F_cov_vs_F,Ephi,0.02443368588145337,0.024099285343406142,0.0003344005380472269,-0.01387595247253759
spatial,coarse,43,F_cov_vs_F,ET,0.01187904729149679,0.01174756335359894,0.0001314839378978496,-0.011192443397853191
spatial,coarse,43,F_cov_vs_F,EV,0.0033739119073794037,0.004571108087948211,-0.0011971961805688075,0.26190502555063866
spatial,coarse,43,F_cov_vs_F,EI,0.021582543662144054,0.029740114569838987,-0.008157570907694933,0.27429520785935213
spatial,coarse,43,F_cov_vs_F,bottom_current_NRMSE,0.02158254366214507,0.02974011456984011,-0.00815757090769504,0.27429520785934536
spatial,coarse,43,F_cov_vs_F,power_trace_NRMSE,0.02159221784961773,0.030754111731377244,-0.009161893881759513,0.29790793380034397
spatial,coarse,43,F_cov_vs_F,local_joule_NRMSE,0.1239823342069296,0.14600348348271483,-0.022021149275785232,0.15082619092709726
spatial,coarse,43,F_cov_vs_B_E,S,0.001427578125,0.0015368750000000003,-0.00010929687500000024,0.07111630744204978
spatial,coarse,43,F_cov_vs_B_E,Ephi,0.02443368588145337,0.025216843763017884,-0.0007831578815645154,0.031056935155107213
spatial,coarse,43,F_cov_vs_B_E,ET,0.01187904729149679,0.013065281860570451,-0.001186234569073661,0.09079288007200081
spatial,coarse,43,F_cov_vs_B_E,EV,0.0033739119073794037,0.0030660242077629758,0.0003078876996164279,-0.10041920048670061
spatial,coarse,43,F_cov_vs_B_E,EI,0.021582543662144054,0.020285904848959126,0.0012966388131849284,-0.0639182142891428
spatial,coarse,43,F_cov_vs_B_E,bottom_current_NRMSE,0.02158254366214507,0.020285904848959445,0.0012966388131856257,-0.0639182142891761
spatial,coarse,43,F_cov_vs_B_E,power_trace_NRMSE,0.02159221784961773,0.020738172495798728,0.0008540453538190031,-0.041182286143681246
spatial,coarse,43,F_cov_vs_B_E,local_joule_NRMSE,0.1239823342069296,0.12165501816270842,0.002327316044221178,-0.019130456592497458
spatial,coarse,43,F_cov_vs_D_E,S,0.001427578125,0.0011639062500000002,0.0002636718749999998,-0.2265404752315745
spatial,coarse,43,F_cov_vs_D_E,Ephi,0.02443368588145337,0.01970853086562979,0.00472515501582358,-0.2397517627284893
spatial,coarse,43,F_cov_vs_D_E,ET,0.01187904729149679,0.011226646694204848,0.0006524005972919425,-0.058111795539865785
spatial,coarse,43,F_cov_vs_D_E,EV,0.0033739119073794037,0.0010375966026955129,0.002336315304683891,-2.2516605187550836
spatial,coarse,43,F_cov_vs_D_E,EI,0.021582543662144054,0.006282642903252106,0.015299900758891948,-2.435265061933125
spatial,coarse,43,F_cov_vs_D_E,bottom_current_NRMSE,0.02158254366214507,0.006282642903250118,0.015299900758894952,-2.435265061934374
spatial,coarse,43,F_cov_vs_D_E,power_trace_NRMSE,0.02159221784961773,0.006036280322833355,0.015555937526784375,-2.5770734119058623
spatial,coarse,43,F_cov_vs_D_E,local_joule_NRMSE,0.1239823342069296,0.05852818483425787,0.06545414937267173,-1.118335543089659
spatial,fine,29,E_vs_F_cov,S,0.0011464843750000002,0.00145984375,-0.00031335937499999984,0.21465268115166425
spatial,fine,29,E_vs_F_cov,Ephi,0.01993633340127953,0.024154429842371147,-0.004218096441091616,0.1746303460118246
spatial,fine,29,E_vs_F_cov,ET,0.011343039201857766,0.011869153505457612,-0.000526114303599846,0.044326185802376794
spatial,fine,29,E_vs_F_cov,EV,0.0016035756891280488,0.0033089634461256775,-0.0017053877569976287,0.5153842841613719
spatial,fine,29,E_vs_F_cov,EI,0.010155780433280285,0.021463049087218446,-0.011307268653938161,0.5268248983631968
spatial,fine,29,E_vs_F_cov,bottom_current_NRMSE,0.010155780433277767,0.021463049087222068,-0.0113072686539443,0.5268248983633939
spatial,fine,29,E_vs_F_cov,power_trace_NRMSE,0.010236978192969806,0.02153375864327583,-0.011296780450306023,0.5246079255111172
spatial,fine,29,E_vs_F_cov,local_joule_NRMSE,0.055495696303370354,0.11947343657736198,-0.06397774027399163,0.5354976144221353
spatial,fine,29,F_cov_vs_E,S,0.00145984375,0.0011464843750000002,0.00031335937499999984,-0.2733219761499146
spatial,fine,29,F_cov_vs_E,Ephi,0.024154429842371147,0.01993633340127953,0.004218096441091616,-0.2115783457363778
spatial,fine,29,F_cov_vs_E,ET,0.011869153505457612,0.011343039201857766,0.000526114303599846,-0.046382128655050314
spatial,fine,29,F_cov_vs_E,EV,0.0033089634461256775,0.0016035756891280488,0.0017053877569976287,-1.0634906531446235
spatial,fine,29,F_cov_vs_E,EI,0.021463049087218446,0.010155780433280285,0.011307268653938161,-1.1133825438845126
spatial,fine,29,F_cov_vs_E,bottom_current_NRMSE,0.021463049087222068,0.010155780433277767,0.0113072686539443,-1.1133825438853933
spatial,fine,29,F_cov_vs_E,power_trace_NRMSE,0.02153375864327583,0.010236978192969806,0.011296780450306023,-1.1035268647992265
spatial,fine,29,F_cov_vs_E,local_joule_NRMSE,0.11947343657736198,0.055495696303370354,0.06397774027399163,-1.1528414730442105
spatial,fine,29,F_cov_vs_F,S,0.00145984375,0.0013104687500000004,0.00014937499999999955,-0.11398593060689133
spatial,fine,29,F_cov_vs_F,Ephi,0.024154429842371147,0.024449647007894794,-0.00029521716552364727,0.012074496021489467
spatial,fine,29,F_cov_vs_F,ET,0.011869153505457612,0.012000917463713005,-0.00013176395825539346,0.010979490414279258
spatial,fine,29,F_cov_vs_F,EV,0.0033089634461256775,0.003730716237014975,-0.0004217527908892977,0.113048745628199
spatial,fine,29,F_cov_vs_F,EI,0.021463049087218446,0.02276811779210797,-0.0013050687048895247,0.05732000847878149
spatial,fine,29,F_cov_vs_F,bottom_current_NRMSE,0.021463049087222068,0.022768117792109625,-0.0013050687048875576,0.0573200084786909
spatial,fine,29,F_cov_vs_F,power_trace_NRMSE,0.02153375864327583,0.023432310014602054,-0.001898551371326225,0.08102280014830487
spatial,fine,29,F_cov_vs_F,local_joule_NRMSE,0.11947343657736198,0.11108544232848135,0.008387994248880634,-0.07550939234753384
spatial,fine,29,F_cov_vs_B_E,S,0.00145984375,0.0015368750000000003,-7.703125000000028e-05,0.05012200081333895
spatial,fine,29,F_cov_vs_B_E,Ephi,0.024154429842371147,0.025216843763017884,-0.0010624139206467376,0.042131121984617104
spatial,fine,29,F_cov_vs_B_E,ET,0.011869153505457612,0.013065281860570451,-0.0011961283551128396,0.0915501378292205
spatial,fine,29,F_cov_vs_B_E,EV,0.0033089634461256775,0.0028689057277241133,0.00044005771840156414,-0.1533886994434841
spatial,fine,29,F_cov_vs_B_E,EI,0.021463049087218446,0.019042945759834062,0.0024201033273843833,-0.12708660508233627
spatial,fine,29,F_cov_vs_B_E,bottom_current_NRMSE,0.021463049087222068,0.0190429457598333,0.0024201033273887687,-0.12708660508257186
spatial,fine,29,F_cov_vs_B_E,power_trace_NRMSE,0.02153375864327583,0.019474969848636798,0.0020587887946390306,-0.10571460755217243
spatial,fine,29,F_cov_vs_B_E,local_joule_NRMSE,0.11947343657736198,0.10741173993663813,0.012061696640723846,-0.1122940252884741
spatial,fine,29,F_cov_vs_D_E,S,0.00145984375,0.00111796875,0.00034187499999999995,-0.30580013976240394
spatial,fine,29,F_cov_vs_D_E,Ephi,0.024154429842371147,0.01946825523555875,0.004686174606812397,-0.24070850469707739
spatial,fine,29,F_cov_vs_D_E,ET,0.011869153505457612,0.011236606277455402,0.0006325472280022098,-0.05629344059792518
spatial,fine,29,F_cov_vs_D_E,EV,0.0033089634461256775,0.0015045094758018391,0.0018044539703238383,-1.1993636459897612
spatial,fine,29,F_cov_vs_D_E,EI,0.021463049087218446,0.00958121770678859,0.011881831380429855,-1.2401170439965274
spatial,fine,29,F_cov_vs_D_E,bottom_current_NRMSE,0.021463049087222068,0.009581217706789888,0.01188183138043218,-1.240117043996602
spatial,fine,29,F_cov_vs_D_E,power_trace_NRMSE,0.02153375864327583,0.009651936883594657,0.011881821759681171,-1.2310297822063712
spatial,fine,29,F_cov_vs_D_E,local_joule_NRMSE,0.11947343657736198,0.053019097789808456,0.06645433878755352,-1.253403802739315
