step,time,residual_inf,residual_rate_inf,iterations,linear_solves,residual_evaluations,jacobian_evaluations,decrease_rejections,phase_min,phase_max
51,1.3918750000000002,1.249515444725572e-11,1.9992247115609152e-08,2,2,5,3,0,7.070250614161723e-08,0.9675271810715056
52,1.3925,1.1617538853668508e-11,1.8588062165869612e-08,2,2,5,3,0,7.036152152642632e-08,0.9673977881384824
53,1.3931250000000002,1.1565554070003259e-11,1.8504886512005214e-08,2,2,5,3,0,7.002210601093169e-08,0.9672664531779904
54,1.39375,1.150928202568735e-11,1.841485124109976e-08,2,2,5,3,0,6.968425291045397e-08,0.9671332099520565
55,1.3943750000000001,1.144921700849122e-11,1.831874721358595e-08,2,2,5,3,0,6.93479555626428e-08,0.9669980912785706
56,1.395,1.138525005609653e-11,1.8216400089754448e-08,2,2,5,3,0,6.90132073270959e-08,0.9668611290556095
57,1.3956250000000001,1.1317870902624594e-11,1.810859344419935e-08,2,2,5,3,0,6.868000158500515e-08,0.9667223542853655
58,1.39625,1.1247219301735445e-11,1.7995550882776712e-08,2,2,5,3,0,6.834833173882607e-08,0.9665817970976699
59,1.396875,1.1173195506829214e-11,1.7877112810926743e-08,2,2,5,3,0,6.801819121197246e-08,0.9664394867730981
60,1.3975000000000002,1.1096612452694832e-11,1.775457992431173e-08,2,2,5,3,0,6.768957344853429e-08,0.9662954517656528
61,1.398125,1.1017271296653863e-11,1.762763407464618e-08,2,2,5,3,0,6.736247191301899e-08,0.9661497197250128
62,1.3987500000000002,1.0935278073678778e-11,1.7496444917886045e-08,2,2,5,3,0,6.703688009011643e-08,0.9660023175183436
63,1.399375,1.0851069500404653e-11,1.7361711200647445e-08,2,2,5,3,0,6.671279148448553e-08,0.965853271251662
64,1.4000000000000001,1.0764785981012825e-11,1.722365756962052e-08,2,2,5,3,0,6.639019962056235e-08,0.9657026062907523
65,1.400625,1.0676360620229253e-11,1.7082176992366804e-08,2,2,5,3,0,6.606909804239054e-08,0.9655503472816287
66,1.40125,1.0586295728920447e-11,1.6938073166272716e-08,2,2,5,3,0,6.574948031347094e-08,0.9653965181705408
67,1.4018750000000002,1.0494477682698733e-11,1.6791164292317973e-08,2,2,5,3,0,6.543134001663225e-08,0.9652411422235213
68,1.4025,1.0400955812762958e-11,1.6641529300420732e-08,2,2,5,3,0,6.51146707539198e-08,0.9650842420454716
69,1.4031250000000002,1.0306408504412445e-11,1.6490253607059913e-08,2,2,5,3,0,6.479946614650414e-08,0.9649258395987909
70,1.40375,1.0210371719117373e-11,1.6336594750587796e-08,2,2,5,3,0,6.448571983460627e-08,0.9647659562215409
71,1.4043750000000002,1.0113416506161987e-11,1.618146640985918e-08,2,2,5,3,0,6.417342547744117e-08,0.9646046126451533
72,1.405,1.0015511965784374e-11,1.6024819145254998e-08,2,2,5,3,0,6.38625767531764e-08,0.9644418290116784
73,1.4056250000000001,9.916586757481582e-12,1.5866538811970532e-08,2,2,5,3,0,6.355316735890743e-08,0.9642776248905778
74,1.40625,9.816951830436682e-12,1.570712292869869e-08,2,2,5,3,0,6.324519101064714e-08,0.9641120192950634
75,1.406875,9.716886149868653e-12,1.5547017839789845e-08,2,2,5,3,0,6.293864144332995e-08,0.9639450306979864
76,1.4075000000000002,9.615947903392208e-12,1.5385516645427533e-08,2,2,5,3,0,6.263351241082831e-08,0.9637766770472797
77,1.408125,9.545864424441441e-12,1.5273383079106306e-08,2,2,5,3,0,6.23297976859833e-08,0.9636069757809573
78,1.4087500000000002,9.498899279994366e-12,1.5198238847990986e-08,2,2,5,3,0,6.202749106064499e-08,0.9634359438416767
79,1.409375,9.449961646534888e-12,1.511993863445582e-08,2,2,5,3,0,6.172658634572533e-08,0.9632635976908671
80,1.4100000000000001,9.398996880273514e-12,1.5038395008437622e-08,2,2,5,3,0,6.142707737126034e-08,0.9630899533224309
81,1.410625,9.346779318401832e-12,1.495484690944293e-08,2,2,5,3,0,6.112895798648217e-08,0.9629150262760223
82,1.4112500000000001,9.29255923511757e-12,1.4868094776188112e-08,2,2,5,3,0,6.083222205989878e-08,0.9627388316499115
83,1.4118750000000002,9.237115846522093e-12,1.4779385354435348e-08,2,2,5,3,0,6.053686347938277e-08,0.9625613841134362
84,1.4125,9.179983596202534e-12,1.4687973753924055e-08,2,2,5,3,0,6.02428761522658e-08,0.962382697919053
85,1.4131250000000002,9.121786767769813e-12,1.45948588284317e-08,2,2,5,3,0,5.99502540054399e-08,0.9622027869139901
86,1.41375,9.062428867230576e-12,1.4499886187568922e-08,2,2,5,3,0,5.965899098546499e-08,0.9620216645515117
87,1.4143750000000002,9.001975380396043e-12,1.440316060863367e-08,2,2,5,3,0,5.936908105867956e-08,0.961839343901799
88,1.415,8.94033545112416e-12,1.4304536721798655e-08,2,2,5,3,0,5.908051821131629e-08,0.9616558376624569
89,1.4156250000000001,8.877980056838652e-12,1.4204768090941844e-08,2,2,5,3,0,5.8793296449621484e-08,0.9614711581686521
90,1.41625,8.814838399137659e-12,1.4103741438620254e-08,2,2,5,3,0,5.850740979997606e-08,0.9612853174028929
91,1.416875,8.750594866768768e-12,1.400095178683003e-08,2,2,5,3,0,5.822285230901893e-08,0.9610983270044547
92,1.4175000000000002,8.685978802533412e-12,1.3897566084053459e-08,2,2,5,3,0,5.7939618043771776e-08,0.9609101982784624
93,1.418125,8.620617999825775e-12,1.379298879972124e-08,2,2,5,3,0,5.765770109176473e-08,0.9607209422046352
94,1.4187500000000002,8.554588461218149e-12,1.3687341537949038e-08,2,2,5,3,0,5.737709556116175e-08,0.9605305694457037
95,1.419375,8.48823713140573e-12,1.3581179410249167e-08,2,2,5,3,0,5.709779558088576e-08,0.9603390903555057
96,1.4200000000000002,8.421338930017508e-12,1.3474142288028013e-08,2,2,5,3,0,5.681979530074236e-08,0.9601465149867684
97,1.420625,8.35411666059993e-12,1.3366586656959889e-08,2,2,5,3,0,5.6543088891542855e-08,0.9599528530985882
98,1.4212500000000001,8.28666519084309e-12,1.3258664305348944e-08,2,2,5,3,0,5.6267670545224274e-08,0.9597581141636117
99,1.421875,8.218763994025102e-12,1.3150022390440164e-08,2,2,5,3,0,5.599353447496729e-08,0.95956230737493
100,1.4225,8.15073648765402e-12,1.3041178380246432e-08,2,2,5,3,0,5.572067491531197e-08,0.9593654416526904
101,1.4231250000000002,8.082422643489184e-12,1.2931876229582695e-08,2,2,5,3,0,5.544908612226877e-08,0.9591675256504383
102,1.42375,8.014317833503204e-12,1.2822908533605126e-08,2,2,5,3,0,5.517876237342699e-08,0.9589685677611919
103,1.4243750000000002,7.945813711857097e-12,1.2713301938971355e-08,2,2,5,3,0,5.4909697968058576e-08,0.9587685761232635
104,1.425,7.87745660802558e-12,1.2603930572840927e-08,2,2,5,3,0,5.464188722721791e-08,0.9585675586258292
105,1.4256250000000001,7.809024911084594e-12,1.2494439857735351e-08,2,2,5,3,0,5.437532449383701e-08,0.9583655229142601
106,1.42625,7.740606007729245e-12,1.2384969612366792e-08,2,2,5,3,0,5.4110004132815396e-08,0.95816247639522
107,1.4268750000000001,7.67227796051595e-12,1.227564473682552e-08,2,2,5,3,0,5.3845920531105585e-08,0.9579584262415375
108,1.4275000000000002,7.603946443855703e-12,1.2166314310169124e-08,2,2,5,3,0,5.358306809779251e-08,0.9577533793968617
109,1.428125,7.535822877172138e-12,1.2057316603475421e-08,2,2,5,3,0,5.332144126416827e-08,0.9575473425801079
110,1.4287500000000002,7.468155217502104e-12,1.1949048348003366e-08,2,2,5,3,0,5.306103448380065e-08,0.9573403222897006
111,1.429375,7.400458175953195e-12,1.1840733081525112e-08,2,2,5,3,0,5.280184223259635e-08,0.957132324807622
112,1.4300000000000002,7.332953038188816e-12,1.1732724861102106e-08,2,2,5,3,0,5.254385900885855e-08,0.9569233562032737
113,1.430625,7.265935140880753e-12,1.1625496225409204e-08,2,2,5,3,0,5.228707933333804e-08,0.9567134223371572
114,1.4312500000000001,7.19901493018843e-12,1.1518423888301488e-08,2,2,5,3,0,5.2031497749279556e-08,0.9565025288643819
115,1.431875,7.13246540821888e-12,1.1411944653150208e-08,2,2,5,3,0,5.177710882246092e-08,0.9562906812380084
116,1.4325,7.073310470326333e-12,1.1317296752522132e-08,2,2,5,3,0,5.1523907141227675e-08,0.9560778847122309
117,1.433125,7.020544302155374e-12,1.1232870883448598e-08,2,2,5,3,0,5.1271887316521526e-08,0.9558641443454091
118,1.43375,6.967784747617667e-12,1.1148455596188267e-08,2,2,5,3,0,5.1021043981902325e-08,0.9556494650029547
119,1.4343750000000002,6.9148433181655256e-12,1.1063749309064841e-08,2,2,5,3,0,5.0771371793565376e-08,0.9554338513600774
120,1.435,6.862115584961581e-12,1.097938493593853e-08,2,2,5,3,0,5.0522865430353083e-08,0.9552173079044023
121,1.4356250000000002,6.8092969956155824e-12,1.0894875192984932e-08,2,2,5,3,0,5.0275519593760595e-08,0.9549998389384584
122,1.43625,6.756649601792619e-12,1.081063936286819e-08,2,2,5,3,0,5.002932900793719e-08,0.9547814485820488
123,1.4368750000000001,6.7041280838418815e-12,1.072660493414701e-08,2,2,5,3,0,4.9784288419681006e-08,0.9545621407745086
124,1.4375,6.651458518084491e-12,1.0642333628935186e-08,2,2,5,3,0,4.954039259843079e-08,0.9543419192768537
125,1.438125,6.599451454064598e-12,1.0559122326503356e-08,2,2,5,3,0,4.929763633625131e-08,0.9541207876738301
126,1.4387500000000002,6.547280567096442e-12,1.0475648907354307e-08,2,2,5,3,0,4.9056014447814776e-08,0.9538987493758656
127,1.439375,6.495254095857661e-12,1.0392406553372258e-08,2,2,5,3,0,4.881552177037769e-08,0.9536758076209338
128,1.4400000000000002,6.443682176379695e-12,1.0309891482207512e-08,2,2,5,3,0,4.8576153163754005e-08,0.9534519654763322
129,1.440625,6.391987416795586e-12,1.0227179866872937e-08,2,2,5,3,0,4.8337903510283886e-08,0.9532272258403806
130,1.4412500000000001,6.3406974440925745e-12,1.014511591054812e-08,2,2,5,3,0,4.8100767714798554e-08,0.9530015914440481
131,1.441875,6.289780165886355e-12,1.0063648265418168e-08,2,2,5,3,0,4.786474070458239e-08,0.9527750648525077
132,1.4425000000000001,6.239257428850703e-12,9.982811886161125e-09,2,2,5,3,0,4.7629817429330675e-08,0.9525476484666314
133,1.4431250000000002,6.18869295003141e-12,9.901908720050256e-09,2,2,5,3,0,4.73959928611052e-08,0.9523193445244212
134,1.44375,6.138603134923232e-12,9.82176501587717e-09,2,2,5,3,0,4.7163261994286684e-08,0.9520901551023901
135,1.4443750000000002,6.08890276523541e-12,9.742244424376656e-09,2,2,5,3,0,4.69316198455247e-08,0.9518600821168908
136,1.445,6.03954988234387e-12,9.663279811750192e-09,2,2,5,3,0,4.670106145368521e-08,0.9516291273253987
137,1.4456250000000002,5.990416821442801e-12,9.584666914308482e-09,2,2,5,3,0,4.6471581879795754e-08,0.9513972923277552
138,1.44625,5.941726928179736e-12,9.506763085087577e-09,2,2,5,3,0,4.624317620698941e-08,0.9511645785673718
139,1.4468750000000001,5.893341370466487e-12,9.42934619274638e-09,2,2,5,3,0,4.601583954044651e-08,0.9509309873324026
140,1.4475,5.845440667964774e-12,9.352705068743639e-09,2,2,5,3,0,4.578956700733496e-08,0.9506965197568858
141,1.448125,5.7979793926035694e-12,9.276767028165711e-09,2,2,5,3,0,4.5564353756750194e-08,0.9504611768218602
142,1.44875,5.750717718862319e-12,9.201148350179711e-09,2,2,5,3,0,4.534019495965296e-08,0.9502249593564591
143,1.449375,5.704079027689379e-12,9.126526444303007e-09,2,2,5,3,0,4.511708580880709e-08,0.949987868038985
144,1.4500000000000002,5.657842033421345e-12,9.052547253474152e-09,2,2,5,3,0,4.489502151871655e-08,0.9497499033979692
145,1.450625,5.61162834950002e-12,8.978605359200031e-09,2,2,5,3,0,4.467399732556239e-08,0.949511065813217
146,1.4512500000000002,5.5661686197694404e-12,8.905869791631105e-09,2,2,5,3,0,4.445400848713901e-08,0.9492713555168462
147,1.451875,5.52142533083444e-12,8.834280529335103e-09,2,2,5,3,0,4.4235050282790726e-08,0.9490307725943157
148,1.4525000000000001,5.476560936516772e-12,8.762497498426836e-09,2,2,5,3,0,4.4017118013348645e-08,0.948789316985452
149,1.453125,5.4324078872444725e-12,8.691852619591156e-09,2,2,5,3,0,4.380020700106771e-08,0.9485469884854727
150,1.45375,5.388751402567171e-12,8.622002244107474e-09,2,2,5,3,0,4.3584312589564566e-08,0.9483037867460125
151,1.4543750000000002,5.345512877827363e-12,8.552820604523781e-09,2,2,5,3,0,4.3369430143755653e-08,0.9480597112761506
152,1.455,5.302762244065173e-12,8.484419590504277e-09,2,2,5,3,0,4.315555504979613e-08,0.9478147614434458
153,1.4556250000000002,5.260592742667436e-12,8.416948388267897e-09,2,2,5,3,0,4.2942682715020335e-08,0.9475689364749765
154,1.45625,5.218613627171187e-12,8.349781803473899e-09,2,2,5,3,0,4.273080856788244e-08,0.9473222354583923
155,1.4568750000000001,5.1771961284002854e-12,8.283513805440457e-09,2,2,5,3,0,4.2519928057899026e-08,0.9470746573429767
156,1.4575,5.1363289706521376e-12,8.21812635304342e-09,2,2,5,3,0,4.2310036655592236e-08,0.946826200940721
157,1.4581250000000001,5.09604814943887e-12,8.153677039102192e-09,2,2,5,3,0,4.21011298524345e-08,0.9465768649274164
158,1.4587500000000002,5.055931368014299e-12,8.089490188822879e-09,2,2,5,3,0,4.189320316079498e-08,0.9463266478437597
159,1.459375,5.0165247390127066e-12,8.02643958242033e-09,2,2,5,3,0,4.1686252113886466e-08,0.9460755480964779
160,1.4600000000000002,4.977448357992853e-12,7.963917372788565e-09,2,2,5,3,0,4.1480272265714956e-08,0.9458235639594712
161,1.460625,4.939012306776069e-12,7.902419690841711e-09,2,2,5,3,0,4.127525919102982e-08,0.9455706935749781
162,1.4612500000000002,4.901131475491816e-12,7.841810360786905e-09,2,2,5,3,0,4.107120848527611e-08,0.9453169349547601
163,1.461875,4.863592384732329e-12,7.781747815571727e-09,2,2,5,3,0,4.0868115764547733e-08,0.9450622859813097
164,1.4625000000000001,4.826344402256155e-12,7.722151043609848e-09,2,2,5,3,0,4.0665976665542547e-08,0.9448067444090821
165,1.463125,4.789553627836118e-12,7.66328580453779e-09,2,2,5,3,0,4.0464786845519296e-08,0.9445503078657511
166,1.46375,4.753431480895853e-12,7.605490369433365e-09,2,2,5,3,0,4.0264541982255e-08,0.9442929738534906
167,1.464375,4.717801778582331e-12,7.54848284573173e-09,2,2,5,3,0,4.0065237774004726e-08,0.944034739750281
168,1.465,4.68241949120457e-12,7.491871185927312e-09,2,2,5,3,0,3.9866869939462404e-08,0.943775602811243
169,1.4656250000000002,4.647703337641584e-12,7.436325340226535e-09,2,2,5,3,0,3.966943421772239e-08,0.9435155601699976
170,1.46625,4.6135477166017735e-12,7.381676346562838e-09,2,2,5,3,0,3.947292636824316e-08,0.9432546088400545
171,1.4668750000000002,4.579549304876973e-12,7.327278887803157e-09,2,2,5,3,0,3.927734217081163e-08,0.9429927457162265
172,1.4675,4.546226242685414e-12,7.273961988296662e-09,2,2,5,3,0,3.908267742550812e-08,0.9427299675760737
173,1.4681250000000001,4.513354750698695e-12,7.221367601117912e-09,2,2,5,3,0,3.888892795267316e-08,0.9424662710813746
174,1.46875,4.480756477659442e-12,7.1692103642551075e-09,2,2,5,3,0,3.869608959287392e-08,0.9422016527796258
175,1.469375,4.448816749019757e-12,7.1181067984316115e-09,2,2,5,3,0,3.850415820687212e-08,0.9419361091055705
176,1.4700000000000002,4.4174128330937146e-12,7.067860532949943e-09,2,2,5,3,0,3.831312967559221e-08,0.9416696363827536
177,1.470625,4.386058682047389e-12,7.0176938912758224e-09,2,2,5,3,0,3.8122999900089615e-08,0.9414022308251067
178,1.4712500000000002,4.355442981100743e-12,6.968708769761189e-09,2,2,5,3,0,3.793376480151939e-08,0.9411338885385588
179,1.471875,4.325281994545238e-12,6.920451191272381e-09,2,2,5,3,0,3.774542032110475e-08,0.940864605522677
180,1.4725000000000001,4.295325271679029e-12,6.8725204346864466e-09,2,2,5,3,0,3.755796242010545e-08,0.9405943776723314
181,1.473125,4.266133995546595e-12,6.825814392874552e-09,2,2,5,3,0,3.737138707978574e-08,0.9403232007793889
182,1.4737500000000001,4.237037045003167e-12,6.779259272005067e-09,2,2,5,3,0,3.718569030138179e-08,0.9400510705344319
183,1.4743750000000002,4.208573593789122e-12,6.7337177500625955e-09,2,2,5,3,0,3.7000868106068377e-08,0.9397779825285021
184,1.475,4.180380434176678e-12,6.688608694682685e-09,2,2,5,3,0,3.681691653492409e-08,0.9395039322548697
185,1.4756250000000002,4.152650120471668e-12,6.644240192754669e-09,2,2,5,3,0,3.663383164889627e-08,0.939228915110827
186,1.47625,4.125459847868773e-12,6.600735756590037e-09,2,2,5,3,0,3.645160952876357e-08,0.9389529263995037
187,1.4768750000000002,4.09844131289e-12,6.557506100624e-09,2,2,5,3,0,3.627024627509778e-08,0.938675961331705
188,1.4775,4.071915114117752e-12,6.515064182588404e-09,2,2,5,3,0,3.608973800822266e-08,0.938398015027772
189,1.4781250000000001,4.045846123401642e-12,6.473353797442627e-09,2,2,5,3,0,3.59100808681721e-08,0.9381190825194606
190,1.47875,4.020098598629673e-12,6.432157757807477e-09,2,2,5,3,0,3.5731271014644784e-08,0.9378391587518409
191,1.479375,3.994724147825257e-12,6.391558636520411e-09,2,2,5,3,0,3.55533046269571e-08,0.9375582385852126
192,1.48,3.9695492986407954e-12,6.351278877825273e-09,2,2,5,3,0,3.5376177903992934e-08,0.9372763167970392
193,1.480625,3.945140871972064e-12,6.312225395155302e-09,2,2,5,3,0,3.5199887064150614e-08,0.936993388083897
194,1.4812500000000002,3.921017698894913e-12,6.273628318231861e-09,2,2,5,3,0,3.5024428345287205e-08,0.9367094470634371
195,1.481875,3.896973455735919e-12,6.235157529177471e-09,2,2,5,3,0,3.484979800465853e-08,0.9364244882763613
196,1.4825000000000002,3.873528667958093e-12,6.197645868732948e-09,2,2,5,3,0,3.467599231885645e-08,0.9361385061884084
197,1.483125,3.8503907093950795e-12,6.160625135032127e-09,2,2,5,3,0,3.4503007583742126e-08,0.935851495192351
198,1.4837500000000001,3.8276248490176634e-12,6.1241997584282615e-09,2,2,5,3,0,3.4330840114375574e-08,0.9355634496099993
199,1.484375,3.804906368275185e-12,6.087850189240296e-09,2,2,5,3,0,3.415948624494072e-08,0.9352743636942135
200,1.485,3.788662038175378e-12,6.061859261080604e-09,2,2,5,3,0,3.398894232866703e-08,0.9349842316309194
201,1.4856250000000002,3.779515654438181e-12,6.04722504710109e-09,2,2,5,3,0,3.3819204737745784e-08,0.9346930475411284
202,1.48625,3.7704785582799716e-12,6.0327656932479545e-09,2,2,5,3,0,3.365026986324265e-08,0.9344008054829589
203,1.4868750000000002,3.761771113792306e-12,6.01883378206769e-09,2,2,5,3,0,3.348213411500561e-08,0.9341074994536583
204,1.4875,3.753074782376908e-12,6.0049196518030534e-09,2,2,5,3,0,3.3314793921567546e-08,0.9338131233916235
205,1.4881250000000001,3.744544659154553e-12,5.9912714546472845e-09,2,2,5,3,0,3.314824573004485e-08,0.9335176711784168
206,1.48875,3.736584175753621e-12,5.978534681205794e-09,2,2,5,3,0,3.298248600603057e-08,0.9332211366407788
207,1.4893750000000001,3.72839590147625e-12,5.965433442362e-09,2,2,5,3,0,3.281751123348303e-08,0.932923513552633
208,1.4900000000000002,3.720428424971306e-12,5.95268547995409e-09,2,2,5,3,0,3.2653317914609454e-08,0.9326247956370832
209,1.490625,3.712752815691195e-12,5.940404505105912e-09,2,2,5,3,0,3.2489902569744414e-08,0.9323249765683996
210,1.4912500000000002,3.705047119800797e-12,5.928075391681276e-09,2,2,5,3,0,3.232726173722353e-08,0.9320240499739945
211,1.491875,3.697785187859598e-12,5.916456300575357e-09,2,2,5,3,0,3.216539197325217e-08,0.9317220094363828
212,1.4925000000000002,3.690440097611769e-12,5.9047041561788305e-09,2,2,5,3,0,3.200428985176966e-08,0.931418848495129
213,1.493125,3.683736638209617e-12,5.893978621135387e-09,2,2,5,3,0,3.1843951964307846e-08,0.9311145606487761
214,1.4937500000000001,3.676674307888372e-12,5.882678892621396e-09,2,2,5,3,0,3.168437491984592e-08,0.930809139356757
215,1.494375,3.669905687935654e-12,5.871849100697046e-09,2,2,5,3,0,3.152555534466001e-08,0.930502578041285
216,1.495,3.663434247798414e-12,5.861494796477462e-09,2,2,5,3,0,3.1367489882168456e-08,0.9301948700892232
217,1.495625,3.657111560199239e-12,5.851378496318782e-09,2,2,5,3,0,3.121017519277292e-08,0.9298860088539306
218,1.49625,3.650782042126377e-12,5.841251267402203e-09,2,2,5,3,0,3.105360795369498e-08,0.9295759876570836
219,1.4968750000000002,3.644692674834721e-12,5.831508279735553e-09,2,2,5,3,0,3.0897784858809425e-08,0.9292647997904714
220,1.4975,3.638897993693546e-12,5.822236789909674e-09,2,2,5,3,0,3.074270261847283e-08,0.9289524385177639
221,1.4981250000000002,3.633064118643836e-12,5.812902589830138e-09,2,2,5,3,0,3.058835795934961e-08,0.9286388970762508
222,1.49875,3.627526176577106e-12,5.80404188252337e-09,2,2,5,3,0,3.043474762423418e-08,0.9283241686785509
223,1.4993750000000001,3.621893583660718e-12,5.795029733857149e-09,2,2,5,3,0,3.028186837187014e-08,0.9280082465142894
224,1.5,3.6166082064900684e-12,5.7865731303841095e-09,2,2,5,3,0,3.0129716976767215e-08,0.9276911237517427
