arm,seconds_per_update,wall_seconds,peak_gpu_memory_gb,final_total_loss,minimum_total_loss,final_pde_loss,first_pde_loss
STRONG_RAW,0.4866270330278203,486.6270330278203,0.30237696,0.009918367982246951,0.009847532637698667,0.00513730588545847,0.11763333393137929
MF_ONLY,0.5381518801739439,538.1518801739439,0.316936704,0.06617674725434033,0.06617674725434033,0.0014521681967309575,0.7303129548993197
SAMPLER_ONLY,0.4875865605901927,487.5865605901927,1.103145984,0.02667818979895604,0.011473216580884585,0.004884633614882728,0.2210256298934593
MF_PLUS_SAMPLER,0.5377020482840017,537.7020482840016,1.158073856,0.07585343991961394,0.06844120131948583,0.0067001043598324435,1.0331856360075207
