reference,reader,protocol,seed,comparison,metric,candidate_error,control_error,signed_candidate_minus_control,difference_percentage_points,relative_error_reduction
old,fine,shorter,29,E_vs_D_E,S,0.0010861718750000001,0.0010574999999999998,2.867187500000027e-05,,-0.02711288416075676
old,fine,shorter,29,E_vs_D_E,Ephi,0.01900241378176963,0.018570546502962307,0.0004318672788073234,,-0.023255496478708018
old,fine,shorter,29,E_vs_D_E,ET,0.011021722601211524,0.010904924970924842,0.0001167976302866823,0.01167976302866823,-0.010710539558785863
old,fine,shorter,29,E_vs_D_E,EV,0.0016533823136455007,0.001556720435325388,9.666187832011266e-05,,-0.06209328028761198
old,fine,shorter,29,E_vs_D_E,EI,0.010448642699665498,0.009878379299122032,0.0005702634005434661,0.05702634005434661,-0.05772843735552347
old,fine,shorter,29,E_vs_D_E,bottom_current_NRMSE,0.010448642699662858,0.00987837929912347,0.0005702634005393878,0.05702634005393878,-0.05772843735510221
old,fine,shorter,29,E_vs_D_E,power_trace_NRMSE,0.010551637555618387,0.009971691831054548,0.0005799457245638396,0.05799457245638396,-0.05815921053213173
old,fine,shorter,29,E_vs_D_E,energy_error,0.004189372580586636,0.004361532031933101,-0.0001721594513464644,-0.01721594513464644,0.039472242800463984
old,fine,shorter,29,E_vs_D_E,local_joule_NRMSE,0.07057617668703768,0.06865083146055373,0.0019253452264839516,,-0.028045475714161466
old,fine,shorter,29,D_E_vs_E,S,0.0010574999999999998,0.0010861718750000001,-2.867187500000027e-05,,0.026397180464648163
old,fine,shorter,29,D_E_vs_E,Ephi,0.018570546502962307,0.01900241378176963,-0.0004318672788073234,,0.022726969519085226
old,fine,shorter,29,D_E_vs_E,ET,0.010904924970924842,0.011021722601211524,-0.0001167976302866823,-0.01167976302866823,0.010597039547506279
old,fine,shorter,29,D_E_vs_E,EV,0.001556720435325388,0.0016533823136455007,-9.666187832011266e-05,,0.05846311377734853
old,fine,shorter,29,D_E_vs_E,EI,0.009878379299122032,0.010448642699665498,-0.0005702634005434661,-0.05702634005434661,0.054577749180926866
old,fine,shorter,29,D_E_vs_E,bottom_current_NRMSE,0.00987837929912347,0.010448642699662858,-0.0005702634005393878,-0.05702634005393878,0.05457774918055033
old,fine,shorter,29,D_E_vs_E,power_trace_NRMSE,0.009971691831054548,0.010551637555618387,-0.0005799457245638396,-0.05799457245638396,0.05496262750752259
old,fine,shorter,29,D_E_vs_E,energy_error,0.004361532031933101,0.004189372580586636,0.0001721594513464644,0.01721594513464644,-0.04109432809682374
old,fine,shorter,29,D_E_vs_E,local_joule_NRMSE,0.06865083146055373,0.07057617668703768,-0.0019253452264839516,,0.02728038435719866
old,fine,shorter,29,D_E_vs_F,S,0.0010574999999999998,0.0012612500000000002,-0.00020375000000000037,,0.16154608523290412
old,fine,shorter,29,D_E_vs_F,Ephi,0.018570546502962307,0.023818465166233878,-0.00524791866327157,,0.22032984185359075
old,fine,shorter,29,D_E_vs_F,ET,0.010904924970924842,0.011691428007149965,-0.0007865030362251228,-0.07865030362251227,0.06727176831984356
old,fine,shorter,29,D_E_vs_F,EV,0.001556720435325388,0.003780216766383053,-0.002223496331057665,,0.5881928123357665
old,fine,shorter,29,D_E_vs_F,EI,0.009878379299122032,0.023106924135775406,-0.013228544836653373,-1.3228544836653373,0.5724926761745938
old,fine,shorter,29,D_E_vs_F,bottom_current_NRMSE,0.00987837929912347,0.023106924135777012,-0.013228544836653542,-1.3228544836653542,0.5724926761745612
old,fine,shorter,29,D_E_vs_F,power_trace_NRMSE,0.009971691831054548,0.023788971381223406,-0.013817279550168858,-1.381727955016886,0.5808271122254076
old,fine,shorter,29,D_E_vs_F,energy_error,0.004361532031933101,0.008368691143883939,-0.004007159111950838,-0.4007159111950838,0.47882745856613146
old,fine,shorter,29,D_E_vs_F,local_joule_NRMSE,0.06865083146055373,0.11869391286830613,-0.050043081407752404,,0.4216145562854302
old,fine,shorter,29,D_E_vs_B_E,S,0.0010574999999999998,0.0015754687500000003,-0.0005179687500000004,,0.32877119904790264
old,fine,shorter,29,D_E_vs_B_E,Ephi,0.018570546502962307,0.02552352964250399,-0.006952983139541683,,0.2724146400176163
old,fine,shorter,29,D_E_vs_B_E,ET,0.010904924970924842,0.012800189053165364,-0.0018952640822405224,-0.18952640822405223,0.14806531953306123
old,fine,shorter,29,D_E_vs_B_E,EV,0.001556720435325388,0.002829521752748709,-0.001272801317423321,,0.44982913320488577
old,fine,shorter,29,D_E_vs_B_E,EI,0.009878379299122032,0.018834335606125907,-0.008955956307003875,-0.8955956307003875,0.47551219720704835
old,fine,shorter,29,D_E_vs_B_E,bottom_current_NRMSE,0.00987837929912347,0.018834335606125185,-0.008955956307001715,-0.8955956307001715,0.47551219720695187
old,fine,shorter,29,D_E_vs_B_E,power_trace_NRMSE,0.009971691831054548,0.019271423256033596,-0.009299731424979049,-0.9299731424979049,0.4825658853228415
old,fine,shorter,29,D_E_vs_B_E,energy_error,0.004361532031933101,0.01349806333613533,-0.00913653130420223,-0.9136531304202229,0.6768771990973733
old,fine,shorter,29,D_E_vs_B_E,local_joule_NRMSE,0.06865083146055373,0.11209514399081504,-0.043444312530261306,,0.3875664099581431
old,fine,shorter,43,E_vs_F,S,0.0010735156249999998,0.001197734375,-0.0001242187500000002,,0.1037114343487054
old,fine,shorter,43,E_vs_F,Ephi,0.018619221717954475,0.0233632244353989,-0.004744002717444424,,0.20305428005290768
old,fine,shorter,43,E_vs_F,ET,0.010960980041449084,0.0114088216040331,-0.00044784156258401674,-0.044784156258401674,0.03925397189361796
old,fine,shorter,43,E_vs_F,EV,0.0011580398553303196,0.004608750413529318,-0.003450710558198999,,0.7487301868352839
old,fine,shorter,43,E_vs_F,EI,0.007261687336759391,0.03005196815083642,-0.02279028081407703,-2.279028081407703,0.7583623375243967
old,fine,shorter,43,E_vs_F,bottom_current_NRMSE,0.007261687336763054,0.030051968150835065,-0.02279028081407201,-2.2790280814072013,0.758362337524264
old,fine,shorter,43,E_vs_F,power_trace_NRMSE,0.007233155372117967,0.031099994333820886,-0.02386683896170292,-2.386683896170292,0.7674226144712832
old,fine,shorter,43,E_vs_F,energy_error,0.002893814756030272,0.003848431958668747,-0.0009546172026384751,-0.0954617202638475,0.24805354827390455
old,fine,shorter,43,E_vs_F,local_joule_NRMSE,0.06328570035750694,0.1507221633029725,-0.08743646294546556,,0.5801168257498144
old,fine,shorter,43,E_vs_B_E,S,0.0010735156249999998,0.0015754687500000003,-0.0005019531250000004,,0.31860557373797505
old,fine,shorter,43,E_vs_B_E,Ephi,0.018619221717954475,0.02552352964250399,-0.006904307924549515,,0.27050756777196927
old,fine,shorter,43,E_vs_B_E,ET,0.010960980041449084,0.012800189053165364,-0.0018392090117162804,-0.18392090117162804,0.14368608182872591
old,fine,shorter,43,E_vs_B_E,EV,0.0011580398553303196,0.002829521752748709,-0.0016714818974183894,,0.5907294742635026
old,fine,shorter,43,E_vs_B_E,EI,0.007261687336759391,0.018834335606125907,-0.011572648269366517,-1.1572648269366517,0.6144441997519938
old,fine,shorter,43,E_vs_B_E,bottom_current_NRMSE,0.007261687336763054,0.018834335606125185,-0.011572648269362131,-1.1572648269362131,0.6144441997517845
old,fine,shorter,43,E_vs_B_E,power_trace_NRMSE,0.007233155372117967,0.019271423256033596,-0.01203826788391563,-1.203826788391563,0.6246693730908861
old,fine,shorter,43,E_vs_B_E,energy_error,0.002893814756030272,0.01349806333613533,-0.010604248580105058,-1.0604248580105058,0.7856125961208589
old,fine,shorter,43,E_vs_B_E,local_joule_NRMSE,0.06328570035750694,0.11209514399081504,-0.048809443633308094,,0.4354287072177497
old,fine,shorter,43,E_vs_D_E,S,0.0010735156249999998,0.0010828125,-9.29687500000019e-06,,0.00858585858585876
old,fine,shorter,43,E_vs_D_E,Ephi,0.018619221717954475,0.0185697479002711,4.9473817683377136e-05,,-0.0026642159036878938
old,fine,shorter,43,E_vs_D_E,ET,0.010960980041449084,0.010868800491784725,9.217954966435869e-05,0.00921795496643587,-0.008481115255913786
old,fine,shorter,43,E_vs_D_E,EV,0.0011580398553303196,0.001070946524642066,8.709333068825358e-05,,-0.08132369701406156
old,fine,shorter,43,E_vs_D_E,EI,0.007261687336759391,0.006659981180908426,0.0006017061558509654,0.06017061558509654,-0.09034652493851225
old,fine,shorter,43,E_vs_D_E,bottom_current_NRMSE,0.007261687336763054,0.006659981180909493,0.0006017061558535614,0.06017061558535614,-0.09034652493888758
old,fine,shorter,43,E_vs_D_E,power_trace_NRMSE,0.007233155372117967,0.006509792322315597,0.00072336304980237,0.07233630498023699,-0.1111192207042732
old,fine,shorter,43,E_vs_D_E,energy_error,0.002893814756030272,0.001975066600994578,0.000918748155035694,0.0918748155035694,-0.465173252675653
old,fine,shorter,43,E_vs_D_E,local_joule_NRMSE,0.06328570035750694,0.06229747382641537,0.0009882265310915683,,-0.01586302734915297
old,fine,shorter,43,D_E_vs_E,S,0.0010828125,0.0010735156249999998,9.29687500000019e-06,,-0.008660213958227383
old,fine,shorter,43,D_E_vs_E,Ephi,0.0185697479002711,0.018619221717954475,-4.9473817683377136e-05,,0.0026571367177860954
old,fine,shorter,43,D_E_vs_E,ET,0.010868800491784725,0.010960980041449084,-9.217954966435869e-05,-0.00921795496643587,0.008409790850433134
old,fine,shorter,43,D_E_vs_E,EV,0.001070946524642066,0.0011580398553303196,-8.709333068825358e-05,,0.07520754168120669
old,fine,shorter,43,D_E_vs_E,EI,0.006659981180908426,0.007261687336759391,-0.0006017061558509654,-0.06017061558509654,0.08286037775340015
old,fine,shorter,43,D_E_vs_E,bottom_current_NRMSE,0.006659981180909493,0.007261687336763054,-0.0006017061558535614,-0.06017061558535614,0.08286037775371584
old,fine,shorter,43,D_E_vs_E,power_trace_NRMSE,0.006509792322315597,0.007233155372117967,-0.00072336304980237,-0.07233630498023699,0.10000656872251859
old,fine,shorter,43,D_E_vs_E,energy_error,0.001975066600994578,0.002893814756030272,-0.000918748155035694,-0.0918748155035694,0.31748685817610195
old,fine,shorter,43,D_E_vs_E,local_joule_NRMSE,0.06229747382641537,0.06328570035750694,-0.0009882265310915683,,0.015615321083735862
old,fine,shorter,43,D_E_vs_F,S,0.0010828125,0.001197734375,-0.000114921875,,0.09594938360185246
old,fine,shorter,43,D_E_vs_F,Ephi,0.0185697479002711,0.0233632244353989,-0.004793476535127801,,0.20517187378746157
old,fine,shorter,43,D_E_vs_F,ET,0.010868800491784725,0.0114088216040331,-0.0005400211122483754,-0.05400211122483754,0.04733364505037699
old,fine,shorter,43,D_E_vs_F,EV,0.001070946524642066,0.004608750413529318,-0.0035378038888872524,,0.7676275717820984
old,fine,shorter,43,D_E_vs_F,EI,0.006659981180908426,0.03005196815083642,-0.023391986969927996,-2.3391986969927996,0.7783845255165738
old,fine,shorter,43,D_E_vs_F,bottom_current_NRMSE,0.006659981180909493,0.030051968150835065,-0.023391986969925574,-2.3391986969925576,0.7783845255165284
old,fine,shorter,43,D_E_vs_F,power_trace_NRMSE,0.006509792322315597,0.031099994333820886,-0.02459020201150529,-2.459020201150529,0.7906818807604645
old,fine,shorter,43,D_E_vs_F,energy_error,0.001975066600994578,0.003848431958668747,-0.001873365357674169,-0.1873365357674169,0.4867866647490905
old,fine,shorter,43,D_E_vs_F,local_joule_NRMSE,0.06229747382641537,0.1507221633029725,-0.08842468947655713,,0.5866734363333892
old,fine,shorter,43,D_E_vs_B_E,S,0.0010828125,0.0015754687500000003,-0.0004926562500000003,,0.3127045522166023
old,fine,shorter,43,D_E_vs_B_E,Ephi,0.0185697479002711,0.02552352964250399,-0.006953781742232892,,0.27244592889898944
old,fine,shorter,43,D_E_vs_B_E,ET,0.010868800491784725,0.012800189053165364,-0.001931388561380639,-0.19313885613806392,0.15088750278286125
old,fine,shorter,43,D_E_vs_B_E,EV,0.001070946524642066,0.002829521752748709,-0.001758575228106643,,0.6215097043867196
old,fine,shorter,43,D_E_vs_B_E,EI,0.006659981180908426,0.018834335606125907,-0.012174354425217481,-1.2174354425217482,0.646391499005558
old,fine,shorter,43,D_E_vs_B_E,bottom_current_NRMSE,0.006659981180909493,0.018834335606125185,-0.012174354425215693,-1.2174354425215692,0.6463914990054879
old,fine,shorter,43,D_E_vs_B_E,power_trace_NRMSE,0.006509792322315597,0.019271423256033596,-0.012761630933717998,-1.2761630933717998,0.6622049012245383
old,fine,shorter,43,D_E_vs_B_E,energy_error,0.001975066600994578,0.01349806333613533,-0.011522996735140753,-1.1522996735140754,0.8536777794109784
old,fine,shorter,43,D_E_vs_B_E,local_joule_NRMSE,0.06229747382641537,0.11209514399081504,-0.04979767016439966,,0.44424466922920436
refined,coarse,original,29,E_vs_F,S,0.001026328125,0.001220625,-0.00019429687500000003,,0.1591781874039939
refined,coarse,original,29,E_vs_F,Ephi,0.020042740206674476,0.023948308537485443,-0.003905568330810967,,0.16308326430226663
refined,coarse,original,29,E_vs_F,ET,0.010657336493552662,0.010986504586469876,-0.00032916809291721333,-0.03291680929172133,0.02996113006884748
refined,coarse,original,29,E_vs_F,EV,0.0013198739890158714,0.0025971506208735166,-0.0012772766318576451,,0.49179921318080905
refined,coarse,original,29,E_vs_F,EI,0.008779977108918058,0.016845376811265418,-0.00806539970234736,-0.806539970234736,0.478790103226043
refined,coarse,original,29,E_vs_F,bottom_current_NRMSE,0.008779977108921682,0.01684537681126619,-0.008065399702344506,-0.8065399702344507,0.4787901032258517
refined,coarse,original,29,E_vs_F,power_trace_NRMSE,0.008845132418566175,0.01725040462306236,-0.008405272204496184,-0.8405272204496184,0.48725072762983385
refined,coarse,original,29,E_vs_F,energy_error,0.0031181809841656855,0.001975330419135011,0.0011428505650306745,0.11428505650306746,-0.5785617200848474
refined,coarse,original,29,E_vs_F,local_joule_NRMSE,0.047710979452963986,0.09218301284505061,-0.04447203339208662,,0.4824319798143196
refined,coarse,original,29,E_vs_B_E,S,0.001026328125,0.0014003125,-0.0003739843750000002,,0.2670720821245259
refined,coarse,original,29,E_vs_B_E,Ephi,0.020042740206674476,0.023631555075184097,-0.003588814868509621,,0.15186537056455915
refined,coarse,original,29,E_vs_B_E,ET,0.010657336493552662,0.01342231856258858,-0.0027649820690359185,-0.27649820690359184,0.2059988411199409
refined,coarse,original,29,E_vs_B_E,EV,0.0013198739890158714,0.0024878868372018702,-0.0011680128481859988,,0.4694798938281552
refined,coarse,original,29,E_vs_B_E,EI,0.008779977108918058,0.016784115904325957,-0.008004138795407898,-0.8004138795407898,0.4768877217622707
refined,coarse,original,29,E_vs_B_E,bottom_current_NRMSE,0.008779977108921682,0.016784115904323122,-0.00800413879540144,-0.800413879540144,0.4768877217619664
refined,coarse,original,29,E_vs_B_E,power_trace_NRMSE,0.008845132418566175,0.017056146529135074,-0.008211014110568899,-0.8211014110568898,0.4814108565814065
refined,coarse,original,29,E_vs_B_E,energy_error,0.0031181809841656855,0.011488281044020427,-0.008370100059854741,-0.8370100059854741,0.7285772369062403
refined,coarse,original,29,E_vs_B_E,local_joule_NRMSE,0.047710979452963986,0.09640622759371782,-0.048695248140753836,,0.5051047982705942
refined,coarse,original,43,E_vs_F,S,0.001128359375,0.0012490625000000002,-0.00012070312500000015,,0.09663497623217424
refined,coarse,original,43,E_vs_F,Ephi,0.021642673019008584,0.024490240646485043,-0.0028475676274764584,,0.11627356662520812
refined,coarse,original,43,E_vs_F,ET,0.010380526649104068,0.010511225718101758,-0.00013069906899768925,-0.013069906899768925,0.012434236739166177
refined,coarse,original,43,E_vs_F,EV,0.002383562069163395,0.004664011170049807,-0.0022804491008864116,,0.4889458917959793
refined,coarse,original,43,E_vs_F,EI,0.01592263658522475,0.03083367519089245,-0.014911038605667698,-1.4911038605667697,0.4835958903164444
refined,coarse,original,43,E_vs_F,bottom_current_NRMSE,0.015922636585227124,0.030833675190894857,-0.014911038605667733,-1.4911038605667732,0.48359589031640776
refined,coarse,original,43,E_vs_F,power_trace_NRMSE,0.016155682579659596,0.03190837367974663,-0.015752691100087035,-1.5752691100087035,0.4936851767561511
refined,coarse,original,43,E_vs_F,energy_error,0.006936765789933076,0.012561070730575535,-0.005624304940642459,-0.562430494064246,0.44775680841857335
refined,coarse,original,43,E_vs_F,local_joule_NRMSE,0.07909094342969357,0.1280579437250869,-0.04896700029539332,,0.38238159126242904
refined,coarse,original,43,E_vs_B_E,S,0.001128359375,0.0014003125,-0.00027195312500000006,,0.19420888194599423
refined,coarse,original,43,E_vs_B_E,Ephi,0.021642673019008584,0.023631555075184097,-0.001988882056175513,,0.08416213193959768
refined,coarse,original,43,E_vs_B_E,ET,0.010380526649104068,0.01342231856258858,-0.0030417919134845123,-0.3041791913484512,0.22662194309429973
refined,coarse,original,43,E_vs_B_E,EV,0.002383562069163395,0.0024878868372018702,-0.00010432476803847509,,0.04193308412524474
refined,coarse,original,43,E_vs_B_E,EI,0.01592263658522475,0.016784115904325957,-0.0008614793191012056,-0.08614793191012056,0.05132705970406025
refined,coarse,original,43,E_vs_B_E,bottom_current_NRMSE,0.015922636585227124,0.016784115904323122,-0.000861479319095998,-0.0861479319095998,0.05132705970375865
refined,coarse,original,43,E_vs_B_E,power_trace_NRMSE,0.016155682579659596,0.017056146529135074,-0.0009004639494754781,-0.0900463949475478,0.05279410257981297
refined,coarse,original,43,E_vs_B_E,energy_error,0.006936765789933076,0.011488281044020427,-0.004551515254087352,-0.45515152540873516,0.3961876660787633
refined,coarse,original,43,E_vs_B_E,local_joule_NRMSE,0.07909094342969357,0.09640622759371782,-0.017315284164024253,,0.17960752739953265
refined,coarse,shorter,29,E_vs_F,S,0.001082265625,0.0012585937500000002,-0.00017632812500000027,,0.14009931719428945
refined,coarse,shorter,29,E_vs_F,Ephi,0.018985544417578576,0.023830201907113074,-0.0048446574895344985,,0.2032990533784952
refined,coarse,shorter,29,E_vs_F,ET,0.011058679432145979,0.011745700496220432,-0.0006870210640744535,-0.06870210640744535,0.05849128064311918
refined,coarse,shorter,29,E_vs_F,EV,0.001588242723186819,0.003741229158240637,-0.0021529864350538185,,0.5754756910069334
refined,coarse,shorter,29,E_vs_F,EI,0.010094377330916192,0.02284658276942876,-0.012752205438512569,-1.275220543851257,0.5581668631676691
refined,coarse,shorter,29,E_vs_F,bottom_current_NRMSE,0.010094377330918839,0.022846582769430086,-0.012752205438511247,-1.2752205438511248,0.5581668631675788
refined,coarse,shorter,29,E_vs_F,power_trace_NRMSE,0.010169127395583616,0.023513727210381478,-0.013344599814797862,-1.3344599814797862,0.5675237998383398
refined,coarse,shorter,29,E_vs_F,energy_error,0.0031642290476377893,0.007355638760865776,-0.004191409713227987,-0.4191409713227987,0.5698226693142621
refined,coarse,shorter,29,E_vs_F,local_joule_NRMSE,0.05650492306594186,0.11304663409087722,-0.056541711024935354,,0.5001627114300631
refined,coarse,shorter,29,E_vs_B_E,S,0.001082265625,0.00157453125,-0.0004922656250000001,,0.3126426515828124
refined,coarse,shorter,29,E_vs_B_E,Ephi,0.018985544417578576,0.025504228959598335,-0.006518684542019759,,0.25559230009839207
refined,coarse,shorter,29,E_vs_B_E,ET,0.011058679432145979,0.01291774799709429,-0.0018590685649483105,-0.18590685649483105,0.14391584085449632
refined,coarse,shorter,29,E_vs_B_E,EV,0.001588242723186819,0.0029573788575261973,-0.0013691361343393783,,0.46295594859450645
refined,coarse,shorter,29,E_vs_B_E,EI,0.010094377330916192,0.019691426256249034,-0.009597048925332842,-0.9597048925332842,0.487371955715358
refined,coarse,shorter,29,E_vs_B_E,bottom_current_NRMSE,0.010094377330918839,0.019691426256249388,-0.009597048925330549,-0.9597048925330549,0.4873719557152328
refined,coarse,shorter,29,E_vs_B_E,power_trace_NRMSE,0.010169127395583616,0.020142086809430332,-0.009972959413846716,-0.9972959413846716,0.4951303957828973
refined,coarse,shorter,29,E_vs_B_E,energy_error,0.0031642290476377893,0.01477629511692948,-0.011612066069291691,-1.161206606929169,0.7858577523933945
refined,coarse,shorter,29,E_vs_B_E,local_joule_NRMSE,0.05650492306594186,0.11229127154546015,-0.055786348479518286,,0.49680039874634124
refined,coarse,shorter,29,E_vs_D_E,S,0.001082265625,0.00105375,2.8515624999999895e-05,,-0.02706109134045067
refined,coarse,shorter,29,E_vs_D_E,Ephi,0.018985544417578576,0.01856234832609093,0.00042319609148764453,,-0.02279862892632001
refined,coarse,shorter,29,E_vs_D_E,ET,0.011058679432145979,0.010947855893840926,0.00011082353830505279,0.011082353830505279,-0.01012285322164317
refined,coarse,shorter,29,E_vs_D_E,EV,0.001588242723186819,0.00148434103353818,0.00010390168964863897,,-0.06999852951647613
refined,coarse,shorter,29,E_vs_D_E,EI,0.010094377330916192,0.009487114703114433,0.0006072626278017593,0.06072626278017593,-0.06400920056362415
refined,coarse,shorter,29,E_vs_D_E,bottom_current_NRMSE,0.010094377330918839,0.009487114703114427,0.0006072626278044117,0.060726262780441166,-0.06400920056390376
refined,coarse,shorter,29,E_vs_D_E,power_trace_NRMSE,0.010169127395583616,0.009548851348813068,0.0006202760467705487,0.06202760467705487,-0.06495818440483417
refined,coarse,shorter,29,E_vs_D_E,energy_error,0.0031642290476377893,0.0033339751388707243,-0.00016974609123293497,-0.016974609123293495,0.05091402429906269
refined,coarse,shorter,29,E_vs_D_E,local_joule_NRMSE,0.05650492306594186,0.054010120379563,0.002494802686378861,,-0.046191392813908154
refined,coarse,shorter,29,D_E_vs_E,S,0.00105375,0.001082265625,-2.8515624999999895e-05,,0.026348083447628578
refined,coarse,shorter,29,D_E_vs_E,Ephi,0.01856234832609093,0.018985544417578576,-0.00042319609148764453,,0.022290437512859015
refined,coarse,shorter,29,D_E_vs_E,ET,0.010947855893840926,0.011058679432145979,-0.00011082353830505279,-0.011082353830505279,0.010021407979591562
refined,coarse,shorter,29,D_E_vs_E,EV,0.00148434103353818,0.001588242723186819,-0.00010390168964863897,,0.06541927636863941
refined,coarse,shorter,29,D_E_vs_E,EI,0.009487114703114433,0.010094377330916192,-0.0006072626278017593,-0.06072626278017593,0.060158502886739476
refined,coarse,shorter,29,D_E_vs_E,bottom_current_NRMSE,0.009487114703114427,0.010094377330918839,-0.0006072626278044117,-0.060726262780441166,0.06015850288698646
refined,coarse,shorter,29,D_E_vs_E,power_trace_NRMSE,0.009548851348813068,0.010169127395583616,-0.0006202760467705487,-0.06202760467705487,0.060995995294535345
refined,coarse,shorter,29,D_E_vs_E,energy_error,0.0033339751388707243,0.0031642290476377893,0.00016974609123293497,0.016974609123293495,-0.05364532360881287
refined,coarse,shorter,29,D_E_vs_E,local_joule_NRMSE,0.054010120379563,0.05650492306594186,-0.002494802686378861,,0.04415195262663041
refined,coarse,shorter,29,D_E_vs_F,S,0.00105375,0.0012585937500000002,-0.00020484375000000016,,0.1627560521415271
refined,coarse,shorter,29,D_E_vs_F,Ephi,0.01856234832609093,0.023830201907113074,-0.005267853581022143,,0.22105786604559746
refined,coarse,shorter,29,D_E_vs_F,ET,0.010947855893840926,0.011745700496220432,-0.0007978446023795063,-0.07978446023795063,0.06792652363613726
refined,coarse,shorter,29,D_E_vs_F,EV,0.00148434103353818,0.003741229158240637,-0.002256888124702457,,0.6032477641021564
refined,coarse,shorter,29,D_E_vs_F,EI,0.009487114703114433,0.02284658276942876,-0.013359468066314328,-1.3359468066314328,0.584746883205254
refined,coarse,shorter,29,D_E_vs_F,bottom_current_NRMSE,0.009487114703114427,0.022846582769430086,-0.013359468066315659,-1.3359468066315658,0.5847468832052783
refined,coarse,shorter,29,D_E_vs_F,power_trace_NRMSE,0.009548851348813068,0.023513727210381478,-0.01396487586156841,-1.396487586156841,0.593903116108399
refined,coarse,shorter,29,D_E_vs_F,energy_error,0.0033339751388707243,0.007355638760865776,-0.004021663621995052,-0.4021663621995052,0.5467456672004503
refined,coarse,shorter,29,D_E_vs_F,local_joule_NRMSE,0.054010120379563,0.11304663409087722,-0.059036513711314215,,0.5222315037160263
refined,coarse,shorter,29,D_E_vs_B_E,S,0.00105375,0.00157453125,-0.00052078125,,0.33075320035724914
refined,coarse,shorter,29,D_E_vs_B_E,Ephi,0.01856234832609093,0.025504228959598335,-0.006941880633507404,,0.27218547341713994
refined,coarse,shorter,29,D_E_vs_B_E,ET,0.010947855893840926,0.01291774799709429,-0.0019698921032533633,-0.19698921032533634,0.15249500947815903
refined,coarse,shorter,29,D_E_vs_B_E,EV,0.00148434103353818,0.0029573788575261973,-0.0014730378239880173,,0.4980889818155362
refined,coarse,shorter,29,D_E_vs_B_E,EI,0.009487114703114433,0.019691426256249034,-0.010204311553134601,-1.0204311553134602,0.5182108913972793
refined,coarse,shorter,29,D_E_vs_B_E,bottom_current_NRMSE,0.009487114703114427,0.019691426256249388,-0.01020431155313496,-1.020431155313496,0.5182108913972882
refined,coarse,shorter,29,D_E_vs_B_E,power_trace_NRMSE,0.009548851348813068,0.020142086809430332,-0.010593235460617264,-1.0593235460617265,0.5259254197860777
refined,coarse,shorter,29,D_E_vs_B_E,energy_error,0.0033339751388707243,0.01477629511692948,-0.011442319978058755,-1.1442319978058755,0.7743700222222195
refined,coarse,shorter,29,D_E_vs_B_E,local_joule_NRMSE,0.054010120379563,0.11229127154546015,-0.058281151165897147,,0.5190176437026321
refined,coarse,shorter,43,E_vs_F,S,0.0010675781250000002,0.0011950781250000004,-0.00012750000000000023,,0.10668758580113763
refined,coarse,shorter,43,E_vs_F,Ephi,0.018581117433486314,0.02333617624104989,-0.0047550588075635745,,0.2037634082999043
refined,coarse,shorter,43,E_vs_F,ET,0.010990276367360127,0.011446278806350622,-0.0004560024389904955,-0.04560024389904955,0.039838487835670774
refined,coarse,shorter,43,E_vs_F,EV,0.0010965397647056808,0.004595274780679757,-0.003498735015974076,,0.7613766712458759
refined,coarse,shorter,43,E_vs_F,EI,0.0069550749659885586,0.02999654983492931,-0.023041474868940752,-2.3041474868940752,0.7681375023373601
refined,coarse,shorter,43,E_vs_F,bottom_current_NRMSE,0.0069550749659893695,0.029996549834930386,-0.023041474868941016,-2.3041474868941014,0.7681375023373413
refined,coarse,shorter,43,E_vs_F,power_trace_NRMSE,0.006891598773290862,0.03103574748176868,-0.024144148708477815,-2.4144148708477817,0.7779464220302993
refined,coarse,shorter,43,E_vs_F,energy_error,0.0019149882802299975,0.002861685461407761,-0.0009466971811777636,-0.09466971811777636,0.3308180420052352
refined,coarse,shorter,43,E_vs_F,local_joule_NRMSE,0.04783553686306185,0.14397305760965676,-0.0961375207465949,,0.6677466071967804
refined,coarse,shorter,43,E_vs_B_E,S,0.0010675781250000002,0.00157453125,-0.0005069531249999998,,0.3219708246501934
refined,coarse,shorter,43,E_vs_B_E,Ephi,0.018581117433486314,0.025504228959598335,-0.006923111526112021,,0.2714495520362147
refined,coarse,shorter,43,E_vs_B_E,ET,0.010990276367360127,0.01291774799709429,-0.0019274716297341624,-0.19274716297341624,0.14921111870023526
refined,coarse,shorter,43,E_vs_B_E,EV,0.0010965397647056808,0.0029573788575261973,-0.0018608390928205164,,0.6292190424249804
refined,coarse,shorter,43,E_vs_B_E,EI,0.0069550749659885586,0.019691426256249034,-0.012736351290260475,-1.2736351290260475,0.6467967898576479
refined,coarse,shorter,43,E_vs_B_E,bottom_current_NRMSE,0.0069550749659893695,0.019691426256249388,-0.012736351290260017,-1.2736351290260017,0.6467967898576129
refined,coarse,shorter,43,E_vs_B_E,power_trace_NRMSE,0.006891598773290862,0.020142086809430332,-0.01325048803613947,-1.325048803613947,0.6578508057037922
refined,coarse,shorter,43,E_vs_B_E,energy_error,0.0019149882802299975,0.01477629511692948,-0.012861306836699483,-1.2861306836699484,0.8704013242104268
refined,coarse,shorter,43,E_vs_B_E,local_joule_NRMSE,0.04783553686306185,0.11229127154546015,-0.06445573468239829,,0.5740048518045674
refined,coarse,shorter,43,E_vs_D_E,S,0.0010675781250000002,0.0010759375,-8.359374999999903e-06,,0.007769387162358318
