reference,reader,protocol,seed,comparison,metric,candidate_error,control_error,signed_candidate_minus_control,difference_percentage_points,relative_error_reduction
old,coarse,shorter,29,E_vs_F,S,0.0010861718750000001,0.0012612500000000002,-0.0001750781250000001,,0.13881318136769083
old,coarse,shorter,29,E_vs_F,Ephi,0.01900241378176963,0.023818465166233878,-0.004816051384464247,,0.2021982252362632
old,coarse,shorter,29,E_vs_F,ET,0.011021722601211524,0.011691428007149965,-0.0006697054059384405,-0.06697054059384405,0.05728174569683686
old,coarse,shorter,29,E_vs_F,EV,0.001568101323932456,0.0037235134756986397,-0.0021554121517661836,,0.5788651406348853
old,coarse,shorter,29,E_vs_F,EI,0.009942974635239722,0.022699139664465462,-0.01275616502922574,-1.275616502922574,0.5619668946834568
old,coarse,shorter,29,E_vs_F,bottom_current_NRMSE,0.009942974635242439,0.02269913966446679,-0.012756165029224352,-1.2756165029224351,0.5619668946833628
old,coarse,shorter,29,E_vs_F,power_trace_NRMSE,0.00999332058970384,0.023353161120948644,-0.013359840531244805,-1.3359840531244804,0.5720784634702211
old,coarse,shorter,29,E_vs_F,energy_error,0.00287606086266471,0.007066266554761794,-0.0041902056920970834,-0.4190205692097083,0.592987210378216
old,coarse,shorter,29,E_vs_F,local_joule_NRMSE,0.056357927738193946,0.11271435174216146,-0.056356424003967516,,0.49999332944650265
old,coarse,shorter,29,E_vs_B_E,S,0.0010861718750000001,0.0015754687500000003,-0.0004892968750000001,,0.31057225032232477
old,coarse,shorter,29,E_vs_B_E,Ephi,0.01900241378176963,0.02552352964250399,-0.00652111586073436,,0.2554942812405865
old,coarse,shorter,29,E_vs_B_E,ET,0.011021722601211524,0.012800189053165364,-0.00177846645195384,-0.177846645195384,0.1389406394364185
old,coarse,shorter,29,E_vs_B_E,EV,0.001568101323932456,0.003005663306483679,-0.001437561982551223,,0.47828443706591495
old,coarse,shorter,29,E_vs_B_E,EI,0.009942974635239722,0.020031855675185353,-0.010088881039945631,-1.0088881039945632,0.503641859423105
