time_s,voltage,current_top,current_bottom,active_mass_hat,joule_power,heat_sink_power,temperature_min,temperature_max,roi_depletion,annulus_depletion,relative_mass_drift,temperature_min_offset_k,temperature_max_offset_k
0.06,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.065,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.07,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.075,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.08,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.085,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.09000000000000001,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.095,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.1,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.10500000000000001,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.11,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.115,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.12000000000000001,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.125,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.13,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.135,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.13999999999999999,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.145,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.15,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.155,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.16,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.16499999999999998,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.16999999999999998,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.175,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.18,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.185,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.19,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.195,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.19999999999999998,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.205,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.21,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.215,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.22,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.225,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.22999999999999998,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.235,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.24,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.245,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.25,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.255,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.26,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.265,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.27,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.275,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.28,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.28500000000000003,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.29000000000000004,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.29500000000000004,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.30000000000000004,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.30500000000000005,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.31,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.315,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.32,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.325,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.33,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.335,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.33999999999999997,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.345,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.35,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.355,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.36,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.365,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.37,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.375,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.38,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.385,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.39,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.395,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.4,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.405,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.41000000000000003,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.41500000000000004,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.42000000000000004,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.42500000000000004,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.43,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.435,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.44,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.445,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.45,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.455,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.46,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.465,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.47,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.475,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.48,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.485,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.49,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.495,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.5,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.505,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.51,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.515,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.52,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.525,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.53,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.535,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.54,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.545,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.55,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.5549999999999999,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.56,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.565,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.5700000000000001,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.575,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.58,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.585,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.59,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.595,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.6,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.605,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.61,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.615,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.62,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.625,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.63,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.635,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.64,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.645,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.65,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.655,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.66,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.665,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.67,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.675,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.68,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.685,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.6900000000000001,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.6950000000000001,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.7,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.7050000000000001,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.71,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.7150000000000001,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.72,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.7250000000000001,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
0.73,0.0,0.0,0.0,1.7777777777777786,0.0,6.0263962650710956e-18,299.9999999999985,300.00000000000034,0.0,0.0,0.0,-1.4779288903810084e-12,3.410605131648481e-13
