seed,comparator,A,B,S_relative_percent,Ephi_relative_percent,ET_relative_percent,EV_relative_percent,EI_relative_percent,bottom_current_NRMSE_relative_percent,power_trace_NRMSE_relative_percent,energy_error_relative_percent,local_joule_NRMSE_relative_percent,current_percentage_point_change,power_percentage_point_change
29,F_raw,True,True,-15.91198979591837,-16.445148797132582,-3.0194662774845615,-50.233536325994976,-49.149785717820926,-49.149785717801585,-50.071080416072824,70.99019398882601,-48.866661612939275,-0.82957196728631,-0.8649448085219703
43,F_raw,False,True,-9.649451097804418,-11.693955770553522,-1.1089168111737546,-49.27854878028363,-48.796114407122715,-48.79611440711885,-49.846512792036904,-46.117449831472655,-38.61859630757737,-1.4978739570548607,-1.5830017553549507
