state,time,weight,phase_common_MS,thermal_conditional_semidiscrete_MS,thermal_common_fd_MS
B0,1.3862500000000002,0.0009469696969696769,0.3321001737257374,0.04189425426298979,0.041894259459350505
B0,1.386875,0.0009469696969696769,0.332251101571923,0.041814146787681035,0.041814151986161195
B0,1.3875000000000002,0.0009469696969696769,0.3323408681317852,0.0417337356151435,0.0417337408149797
B0,1.388125,0.0009469696969696769,0.3323713085145927,0.0416527188626836,0.04165272406312903
B0,1.3887500000000002,0.0009469696969696769,0.33234423007647673,0.041570788590817365,0.041570793791140245
B0,1.389375,0.0009469696969696769,0.3322614106545536,0.0414876325982807,0.04148763779776952
B0,1.3900000000000001,0.0009469696969696769,0.33212459702198627,0.041402936219832626,0.041402941417793854
B0,1.390625,0.0009469696969696769,0.3319355035544207,0.04131638411495095,0.04131638931070686
B0,1.39125,0.0009469696969698451,0.3316958110950947,0.04122766203629454,0.04122766722918991
B0,1.3918750000000002,0.0009469696969696769,0.3314071660022787,0.04113645856757914,0.04113646375697704
B0,1.3925,0.0009469696969696769,0.33107117937246966,0.04104246682127997,0.041042472006563115
B0,1.3931250000000002,0.0009469696969696769,0.3306894264236484,0.040945386087332364,0.04094539126790529
B0,1.39375,0.0009469696969696769,0.33026344602823376,0.040844923424751246,0.040844928600040076
B0,1.3943750000000001,0.0009469696969696769,0.3297947403850321,0.040740795188826166,0.040740800358277006
B0,1.395,0.0009469696969696769,0.3292847748197663,0.04063272848727284,0.040632733650352734
B0,1.3956250000000001,0.0009469696969696769,0.3287349777037283,0.04052046255942866,0.04052046771562835
B0,1.39625,0.0009469696969696769,0.32814674047994324,0.04040375007327197,0.04040375522210428
B0,1.396875,0.0009469696969698451,0.32752141778846144,0.040282358335715876,0.04028236347671349
B0,1.3975000000000002,0.0009469696969696769,0.3268603276828436,0.040156070412281586,0.04015607554500017
B0,1.398125,0.0009469696969696769,0.32616475192740585,0.040024686152885645,0.04002469127690463
B0,1.3987500000000002,0.0009469696969696769,0.3254359363671682,0.03988802312108753,0.03988802823600417
B0,1.399375,0.0009469696969696769,0.32467509136698963,0.03974591742472853,0.03974592253016425
B0,1.4000000000000001,0.0009469696969696769,0.3238833923066145,0.039598224446453986,0.03959822954205181
B0,1.400625,0.0009469696969696769,0.323061980128896,0.03944481947315256,0.03944482455857293
B0,1.40125,0.0009469696969698451,0.3222119619361853,0.039285598223850915,0.03928560329877796
B0,1.4018750000000002,0.0009469696969696769,0.321334411623312,0.039120477276095314,0.039120482340230536
B0,1.4025,0.0009469696969696769,0.3204303705480639,0.038949394391305105,0.03894939944436812
B0,1.4031250000000002,0.0009469696969696769,0.3195008482305926,0.0387723087400178,0.03877231378174886
B0,1.40375,0.0009469696969696769,0.31854682307596005,0.03858920102835198,0.03858920605850767
B0,1.4043750000000002,0.0009469696969696769,0.3175692431186929,0.0384000735273904,0.03840007854574268
B0,1.405,0.0009469696969696769,0.31656902678343696,0.03820495000754111,0.0382049550138783
B0,1.4056250000000001,0.0009469696969696769,0.31554706365696134,0.03800387558025624,0.03800388057438115
B0,1.40625,0.0009469696969696769,0.3145042152697,0.03779691644979204,0.03779692143152101
B0,1.406875,0.0009469696969698451,0.31344131588295443,0.037584159577965,0.0375841645471271
B0,1.4075000000000002,0.0009469696969696769,0.3123591732782889,0.03736571226511079,0.03736571722154464
B0,1.408125,0.0009469696969696769,0.3112585695480991,0.03714170165067582,0.037141706594232285
B0,1.4087500000000002,0.0009469696969696769,0.31014026188174476,0.03691227413707795,0.03691227906761484
B0,1.409375,0.0009469696969696769,0.309004983349344,0.03667759474065012,0.03667759965803391
B0,1.4100000000000001,0.0009469696969696769,0.30785344367693734,0.03643784637363979,0.03643785127774396
B0,1.410625,0.0009469696969696769,0.3066863300134902,0.03619322906138281,0.03619323395208381
B0,1.4112500000000001,0.0009469696969698451,0.3055043076891464,0.035943959098881165,0.03594396397606124
B0,1.4118750000000002,0.0009469696969696769,0.3043080209594622,0.03569026815112768,0.03569027301466998
B0,1.4125,0.0009469696969696769,0.30309809373875674,0.03543240230160083,0.03543240715138962
B0,1.4131250000000002,0.0009469696969696769,0.30187513031849544,0.03517062105342615,0.03517062588934645
B0,1.41375,0.0009469696969696769,0.30063971607036355,0.03490519628776032,0.03490520110969595
B0,1.4143750000000002,0.0009469696969696769,0.29939241813353473,0.03463641118399567,0.03463641599182601
B0,1.415,0.0009469696969696769,0.29813378608601504,0.03436455910641743,0.03436456390001873
B0,1.4156250000000001,0.0009469696969696769,0.29686435259770017,0.034089942461965526,0.03408994724120992
B0,1.41625,0.0009469696969696769,0.2955846340654979,0.033812871533767476,0.033812876298519506
B0,1.416875,0.0009469696969698451,0.29429513123093964,0.0335336632951069,0.03353366804522284
B0,1.4175000000000002,0.0009469696969696769,0.29299632977897316,0.033252640208489274,0.0332526449438174
B0,1.418125,0.0009469696969696769,0.2916887009175736,0.032970129014446896,0.03297013373482674
B0,1.4187500000000002,0.0009469696969696769,0.29037270193768927,0.032686459514708284,0.03268646421996673
B0,1.419375,0.0009469696969696769,0.2890487767559898,0.03240196335432128,0.032401968044274615
B0,1.4200000000000002,0.0009469696969696769,0.28771735643645735,0.03211697280728175,0.032116977481733845
B0,1.420625,0.0009469696969696769,0.28637885969322907,0.03183181957018015,0.03183182422892011
B0,1.4212500000000001,0.0009469696969696769,0.2850336933755085,0.031546833568314,0.03154683821111735
B0,1.421875,0.0009469696969696769,0.2836822529321075,0.03126234177866389,0.03126234640529181
B0,1.4225,0.0009469696969698451,0.28232492285742455,0.030978667074053223,0.03097867168425023
B0,1.4231250000000002,0.0009469696969696769,0.28096207711959537,0.03069612709273703,0.0306961316862313
B0,1.42375,0.0009469696969696769,0.2795940795698471,0.030415033137573433,0.03041503771407786
B0,1.4243750000000002,0.0009469696969696769,0.27822128433287174,0.030135689108836752,0.03013569366804536
B0,1.425,0.0009469696969696769,0.27684403618124576,0.02985839047461859,0.02985839501620858
B0,1.4256250000000001,0.0009469696969696769,0.2754626708911927,0.029583423282641106,0.029583427806272836
B0,1.42625,0.0009469696969696769,0.2740775155810678,0.029311063217177007,0.029311067722492184
B0,1.4268750000000001,0.0009469696969698451,0.27268888903401256,0.029041574704619086,0.029041579191241184
B0,1.4275000000000002,0.0009469696969696769,0.2712971020041174,0.02877521007108426,0.028775214538618497
B0,1.428125,0.0009469696969696769,0.269902457506626,0.02851220875525918,0.02851221320329401
B0,1.4287500000000002,0.0009469696969696769,0.2685052510921567,0.028252796579506363,0.028252801007611465
B0,1.429375,0.0009469696969696769,0.26710577110714606,0.027997185082042193,0.027997189489770025
B0,1.4300000000000002,0.0009469696969696769,0.2657042989388215,0.027745570912773805,0.027745575299659677
B0,1.430625,0.0009469696969696769,0.2643011092463682,0.02749813529515106,0.027498139660712254
B0,1.4312500000000001,0.0009469696969696769,0.26289647017933715,0.027255043556125395,0.027255047899864323
B0,1.431875,0.0009469696969696769,0.2614906435814394,0.02701644472604783,0.027016449047450444
B0,1.4325,0.0009469696969696769,0.26008388518305814,0.02678247121004662,0.026782475508583113
B0,1.433125,0.0009469696969696769,0.2586764447812969,0.026553238532128806,0.02655324280725458
B0,1.43375,0.0009469696969698451,0.25726856640840684,0.026328845152934287,0.026328849404091477
B0,1.4343750000000002,0.0009469696969696769,0.2558604884888459,0.026109372361748033,0.026109376588365266
B0,1.435,0.0009469696969696769,0.25445244398611827,0.02589488424303598,0.025894888444529245
B0,1.4356250000000002,0.0009469696969696769,0.25304466053967245,0.025685427717423392,0.025685431893198073
B0,1.43625,0.0009469696969696769,0.25163736059143105,0.025481032656681914,0.025481036806132482
B0,1.4368750000000001,0.0009469696969696769,0.2502307615036028,0.025281712071927157,0.02528171619443812
B0,1.4375,0.0009469696969696769,0.24882507566867945,0.02508746237386707,0.025087466468815465
B0,1.438125,0.0009469696969698451,0.24742051060981263,0.024898263703571066,0.02489826777032718
B0,1.4387500000000002,0.0009469696969696769,0.24601726907359178,0.02471408033187185,0.024714084369798155
B0,1.439375,0.0009469696969696769,0.24461554911779593,0.0245348611251417,0.02453486513359694
B0,1.4400000000000002,0.0009469696969696769,0.24321554418933614,0.02436054007483736,0.024360544053176253
B0,1.440625,0.0009469696969696769,0.24181744319772555,0.024191036887861152,0.02419104083543574
B0,1.4412500000000001,0.0009469696969696769,0.24042143058248613,0.024026257634448378,0.02402626155060998
B0,1.441875,0.0009469696969696769,0.2390276863745086,0.02386609544997992,0.023866099334079502
B0,1.4425000000000001,0.0009469696969698451,0.23763638625280525,0.02371043128681366,0.02371043513820361
B0,1.4431250000000002,0.0009469696969696769,0.23624770159665837,0.023559134711952215,0.023559138529987082
B0,1.44375,0.0009469696969696769,0.23486179953378739,0.023412064746106246,0.023412068530145283
B0,1.4443750000000002,0.0009469696969696769,0.2334788429835992,0.023269070739485406,0.02326907448889276
B0,1.445,0.0009469696969696769,0.2320989906984945,0.023129993279444833,0.023129996993590893
B0,1.4456250000000002,0.0009469696969696769,0.2307223973012103,0.02299466512494412,0.022994668803207486
B0,1.44625,0.0009469696969696769,0.22934921331934732,0.022862912162638138,0.02286291580440628
B0,1.4468750000000001,0.0009469696969696769,0.22797958521799844,0.02273455437931137,0.022734557983981815
B0,1.4475,0.0009469696969696769,0.2266136554302312,0.022609406845299163,0.022609410412281906
B0,1.448125,0.0009469696969696769,0.2252515623851523,0.022487280703502893,0.022487284232220323
B0,1.44875,0.0009469696969696769,0.2238934405352953,0.022367984158612624,0.022367987648500728
B0,1.449375,0.0009469696969698451,0.22253942038286442,0.022251323461184976,0.022251326911695485
B0,1.4500000000000002,0.0009469696969696769,0.22118962850408544,0.02213710388130638,0.02213710729190701
B0,1.450625,0.0009469696969696769,0.21984418757406968,0.022025130666681644,0.022025134036857838
B0,1.4512500000000002,0.0009469696969696769,0.21850321639064318,0.021915209980137774,0.02191521330939347
B0,1.451875,0.0009469696969696769,0.21716682989804273,0.02180714981171837,0.021807153099576832
B0,1.4525000000000001,0.0009469696969696769,0.2158351392105698,0.02170076086075924,0.02170076410676442
B0,1.453125,0.0009469696969696769,0.21450825163671672,0.021595857383586162,0.021595860587303173
B0,1.45375,0.0009469696969698451,0.21318627070378754,0.021492258002752104,0.02149226116376876
B0,1.4543750000000002,0.0009469696969696769,0.21186929618220085,0.0213897864740381,0.021389789591965507
B0,1.455,0.0009469696969696769,0.2105574241114413,0.02128827240776987,0.02128827548224229
B0,1.4556250000000002,0.0009469696969696769,0.20925074682688496,0.021187551941352724,0.021187554972029475
B0,1.45625,0.0009469696969696769,0.20794935298693268,0.021087468360297613,0.021087471346863822
B0,1.4568750000000001,0.0009469696969696769,0.20665332760127558,0.020987872665393696,0.02098787560755975
B0,1.4575,0.0009469696969696769,0.205362752061293,0.02088862408407941,0.020888626981582444
B0,1.4581250000000001,0.0009469696969698451,0.2040777041707148,0.020789590524466633,0.02078959337707107
B0,1.4587500000000002,0.0009469696969696769,0.2027982581775979,0.020690648970883525,0.020690651778380607
B0,1.459375,0.0009469696969696769,0.20152448480902654,0.020591685820207865,0.02059168858241704
B0,1.4600000000000002,0.0009469696969696769,0.20025645130559627,0.02049259715867271,0.02049259987544169
B0,1.460625,0.0009469696969696769,0.1989942214582136,0.02039328897922757,0.020393291650431876
B0,1.4612500000000002,0.0009469696969696769,0.19773785564669238,0.020293677339928373,0.020293679965472707
B0,1.461875,0.0009469696969696769,0.19648741087920887,0.020193688464212656,0.020193691044030123
B0,1.4625000000000001,0.0009469696969696769,0.19524294083374394,0.020093258784278936,0.02009326131833112
B0,1.463125,0.0009469696969696769,0.19400449590119628,0.019992334929136827,0.019992337417414664
B0,1.46375,0.0009469696969696769,0.1927721232295465,0.019890873659218912,0.01989087610174186
B0,1.464375,0.0009469696969696769,0.19154586676994273,0.01978884174974941,0.019788844146565492
B0,1.465,0.0009469696969698451,0.19032576732417655,0.01968621582533978,0.01968621817652558
B0,1.4656250000000002,0.0009469696969696769,0.18911186259354124,0.019582982148532817,0.01958298445419316
B0,1.46625,0.0009469696969696769,0.18790418722954996,0.019479136365235974,0.0194791386255037
B0,1.4668750000000002,0.0009469696969696769,0.1867027728851536,0.019374683210177587,0.019374685425213176
B0,1.4675,0.0009469696969696769,0.1855076482683621,0.019269636175678367,0.01926963834566975
B0,1.4681250000000001,0.0009469696969696769,0.18431883919620634,0.019164017147158256,0.019164019272320254
B0,1.46875,0.0009469696969696769,0.18313636865052274,0.01905785600889837,0.019057858089472045
B0,1.469375,0.0009469696969698451,0.18196025683492498,0.018951190223637768,0.01895119225989019
B0,1.4700000000000002,0.0009469696969696769,0.1807905212322153,0.01884406438962244,0.018844066381846138
B0,1.470625,0.0009469696969696769,0.17962717666357098,0.018736529778722658,0.018736531727234808
B0,1.4712500000000002,0.0009469696969696769,0.178470235348203,0.018628643859208427,0.018628645764350228
B0,1.471875,0.0009469696969696769,0.17731970696399935,0.01852046980671552,0.0185204716688519
B0,1.4725000000000001,0.0009469696969696769,0.17617559870903868,0.018412076006849826,0.018412077826368486
B0,1.473125,0.0009469696969696769,0.1750379153638234,0.01830353555276763,0.01830353733007786
B0,1.4737500000000001,0.0009469696969698451,0.17390665935384347,0.018194925740934127,0.01819492747646665
B0,1.4743750000000002,0.0009469696969696769,0.1727818308129932,0.018086327568107484,0.01808632926231373
B0,1.475,0.0009469696969696769,0.1716634276475045,0.017977825232418112,0.017977826885768697
B0,1.4756250000000002,0.0009469696969696769,0.1705514455998437,0.017869505641218846,0.017869507254203276
B0,1.47625,0.0009469696969696769,0.16944587831332328,0.01776145792817458,0.017761459501300376
B0,1.4768750000000002,0.0009469696969696769,0.1683467173966413,0.01765377298183659,0.017653774515628
B0,1.4775,0.0009469696969696769,0.16725395248884528,0.017546542987717514,0.017546544482715115
B0,1.4781250000000001,0.0009469696969696769,0.16616757132391907,0.017439860985642562,0.017439862442402122
B0,1.47875,0.0009469696969696769,0.16508755979568412,0.017333820443913257,0.017333821863004577
B0,1.479375,0.0009469696969696769,0.16401390202266997,0.017228514851570873,0.017228516233577112
B0,1.48,0.0009469696969696769,0.16294658041230992,0.0171240373298074,0.017124038675324187
B0,1.480625,0.0009469696969698451,0.16188557572520168,0.017020480263328308,0.01702048157296266
B0,1.4812500000000002,0.0009469696969696769,0.16083086713919365,0.016917934952238572,0.016917936226607616
B0,1.481875,0.0009469696969696769,0.15978243231299674,0.016816491284795298,0.016816492524526105
B0,1.4825000000000002,0.0009469696969696769,0.15874024744863055,0.016716237431155807,0.016716238636883818
B0,1.483125,0.0009469696969696769,0.157704287354481,0.016617259558044897,0.01661726073041296
B0,1.4837500000000001,0.0009469696969696769,0.15667452550693534,0.016519641564075177,0.016519642703733083
B0,1.484375,0.0009469696969696769,0.1556509341115231,0.016423464835281995,0.016423465942885136
B0,1.485,0.0009469696969698451,0.1546334841636125,0.01632880802027619,0.01632880909648477
B0,1.4856250000000002,0.0009469696969696769,0.15362214550789716,0.016235746824281392,0.016235747869759305
B0,1.48625,0.0009469696969696769,0.15261688689754233,0.016144353821202852,0.016144354836617084
B0,1.4868750000000002,0.0009469696969696769,0.15161767605185889,0.016054698282778022,0.016054699268797656
B0,1.4875,0.0009469696969696769,0.15062447971382442,0.01596684602378067,0.015966846981076133
B0,1.4881250000000001,0.0009469696969696769,0.14963726370569727,0.015880859262193382,0.015880860191435257
B0,1.48875,0.0009469696969696769,0.14865599298445697,0.01579679649323025,0.015796797395088623
B0,1.4893750000000001,0.0009469696969698451,0.14768063169604267,0.01571471237607292,0.01571471325121682
B0,1.4900000000000002,0.0009469696969696769,0.14671114322766599,0.015634657632192343,0.01563465848128827
B0,1.490625,0.0009469696969696769,0.1457474902604693,0.015556678954150699,0.015556679777862594
B0,1.4912500000000002,0.0009469696969696769,0.14478963481983018,0.015480818923822127,0.015480819722810376
B0,1.491875,0.0009469696969696769,0.14383753832495497,0.015407115939031353,0.0154071167139518
B0,1.4925000000000002,0.0009469696969696769,0.14289116163750637,0.015335604147685046,0.015335604899188723
B0,1.493125,0.0009469696969696769,0.14195046510847897,0.015266313388561367,0.01526631411729331
B0,1.4937500000000001,0.0009469696969696769,0.14101540862438744,0.015199269138025585,0.015199269844624452
B0,1.494375,0.0009469696969696769,0.14008595165217408,0.01513449246205377,0.015134493147151588
B0,1.495,0.0009469696969696769,0.13916205328211026,0.015071999973067643,0.015072000637288401
B0,1.495625,0.0009469696969696769,0.13824367227063883,0.015011803791212926,0.015011804435172756
B0,1.49625,0.0009469696969698451,0.13733076708116382,0.014953911509845038,0.014953912134151428
B0,1.4968750000000002,0.0009469696969696769,0.13642329592333194,0.014898326165122905,0.014898326770373654
B0,1.4975,0.0009469696969696769,0.13552121679230006,0.014845046209744046,0.014845046796527771
B0,1.4981250000000002,0.0009469696969696769,0.13462448750528752,0.014794065490988294,0.014794066059883204
B0,1.49875,0.0009469696969696769,0.13373306573754656,0.014745373233365666,0.014745373784939396
B0,1.4993750000000001,0.0009469696969696769,0.1328469090572661,0.01469895402628427,0.014698954561093682
B0,1.5,0.0009469696969696769,0.1319659749588541,0.014654787817269204,0.014654788335859554
B0,1.500625,0.0009469696969698451,0.1310902208950746,0.0146128499113654,0.014612850414270448
B0,1.5012500000000002,0.0009469696969696769,0.1302196043078908,0.01457311097744898,0.014573111465190382
B0,1.501875,0.0009469696969696769,0.12935408265847126,0.014535537062249273,0.014535537535336448
B0,1.5025000000000002,0.0009469696969696769,0.12849361345542762,0.014500089612947051,0.014500090071876848
B0,1.503125,0.0009469696969696769,0.12763815428218955,0.01446672550926125,0.01446672595451762
B0,1.5037500000000001,0.0009469696969696769,0.126787662823315,0.014435397105966882,0.014435397538021047
B0,1.504375,0.0009469696969696769,0.12594209688928448,0.014406052286799975,0.014406052706109914
B0,1.5050000000000001,0.0009469696969698451,0.12510141444033704,0.014378634530699881,0.014378634937710105
B0,1.5056250000000002,0.0009469696969696769,0.12426557360937432,0.01435308299131661,0.014353083386458236
B0,1.50625,0.0009469696969696769,0.12343453272361286,0.014329332590669017,0.014329332974359753
B0,1.5068750000000002,0.0009469696969696769,0.12260825032489245,0.01430731412778112,0.014307314500425005
B0,1.5075,0.0009469696969696769,0.1217866851894523,0.01428695440304733,0.014286954765034643
B0,1.5081250000000002,0.0009469696969696769,0.12096979634626495,0.014268176358984124,0.014268176710691383
B0,1.50875,0.0009469696969696769,0.12015754309468896,0.014250899237918075,0.014250899579708187
B0,1.5093750000000001,0.0009469696969696769,0.1193498850208046,0.014235038757036422,0.01423503908925846
B0,1.51,0.0009469696969696769,0.11854678201296508,0.014220507301091255,0.014220507624080607
B0,1.510625,0.0009469696969696769,0.1177481942765789,0.014207214132900796,0.014207214446979328
B0,1.51125,0.0009469696969696769,0.11695408234760749,0.014195065621634195,0.014195065927109871
B0,1.511875,0.0009469696969698451,0.11616440710565305,0.014183965488701347,0.014183965785868967
B0,1.5125000000000002,0.0009469696969696769,0.1153791297856505,0.01417381507089823,0.014173815360038932
B0,1.513125,0.0009469696969696769,0.11459821198921888,0.01416451360028334,0.014164513881664884
B0,1.5137500000000002,0.0009469696969696769,0.11382161569503366,0.014155958500083624,0.014155958773960949
B0,1.514375,0.0009469696969696769,0.11304930326821783,0.014148045695752152,0.014148045962366981
B0,1.5150000000000001,0.0009469696969696769,0.11228123746922566,0.014140669940125057,0.01414067019970611
B0,1.515625,0.0009469696969696769,0.11151738146211419,0.01413372515145549,0.014133725404218946
B0,1.51625,0.0009469696969698451,0.11075769882174846,0.014127104762939071,0.01412710500908871
B0,1.5168750000000002,0.0009469696969696769,0.11000215354036981,0.014120702082190358,0.014120702321917252
B0,1.5175,0.0009469696969696769,0.10925071003412362,0.014114410658985367,0.01411441089246884
B0,1.5181250000000002,0.0009469696969696769,0.10850333314814385,0.014108124659452883,0.014108124886860439
B0,1.51875,0.0009469696969696769,0.10775998816123056,0.014101739244778859,0.014101739466265853
B0,1.5193750000000001,0.0009469696969696769,0.1070206407905538,0.014095150952384956,0.014095151168095569
B0,1.52,0.0009469696969696769,0.10628525719511536,0.014088258077455871,0.014088258287523348
B0,1.5206250000000001,0.0009469696969698451,0.10555380397866769,0.014080961052621112,0.014080961257167443
B0,1.5212500000000002,0.0009469696969696769,0.10482624819265299,0.014073162823547258,0.014073163022683615
B0,1.521875,0.0009469696969696769,0.10410255733842856,0.01406476921816561,0.014064769411993222
B0,1.5225000000000002,0.0009469696969696769,0.10338269936850039,0.014055689307250027,0.014055689495859629
B0,1.523125,0.0009469696969696769,0.10266664268805278,0.014045835754069116,0.014045835937541426
B0,1.5237500000000002,0.0009469696969696769,0.10195435615583395,0.014035125150866697,0.0140351253292731
B0,1.524375,0.0009469696969696769,0.10124580908420672,0.014023478339975318,0.014023478513377746
B0,1.5250000000000001,0.0009469696969696769,0.10054097123929989,0.014010820717436822,0.014010820885888248
B0,1.525625,0.0009469696969696769,0.09983981284067775,0.013997082517093765,0.013997082680638486
B0,1.52625,0.0009469696969696769,0.09914230456038532,0.013982199073222984,0.013982199231896556
B0,1.526875,0.0009469696969696769,0.09844841752194333,0.013966111059908276,0.013966111213738107
B0,1.5275,0.0009469696969698451,0.09775812329909025,0.01394876470549041,0.013948764854496315
B0,1.5281250000000002,0.0009469696969696769,0.09707139391372026,0.013930111980590035,0.01393011212478395
B0,1.52875,0.0009469696969696769,0.09638820183407978,0.0139101107583692,0.013910110897755788
B0,1.5293750000000002,0.0009469696969696769,0.095708519972509,0.013888724945879971,0.013888725080457066
B0,1.53,0.0009469696969696769,0.09503232168269887,0.013865924585541547,0.01386592471530022
B0,1.5306250000000001,0.0009469696969696769,0.09435958075698846,0.013841685925988993,0.013841686050913968
B0,1.53125,0.0009469696969696769,0.09369027142321765,0.013815991461744984,0.013815991581814721
B0,1.531875,0.0009469696969698451,0.09302436834160484,0.013788829941379274,0.013788830056566365
B0,1.5325000000000002,0.0009469696969696769,0.09236184660128766,0.013760196344036914,0.013760196454308558
B0,1.533125,0.0009469696969696769,0.09170268171645879,0.013730091824433478,0.013730091929751637
B0,1.5337500000000002,0.0009469696969696769,0.09104684962259094,0.013698523626631721,0.01369852372695322
B0,1.534375,0.0009469696969696769,0.09039432667262526,0.01366550496712821,0.013665505062405419
B0,1.5350000000000001,0.0009469696969696769,0.08974508963248953,0.013631054887986958,0.013631054978167662
B0,1.535625,0.0009469696969696769,0.08909911567689881,0.01359519808096009,0.013595198165987988
B0,1.5362500000000001,0.0009469696969698451,0.08845638238504092,0.01355796468372979,0.013557964763545123
B0,1.5368750000000002,0.0009469696969696769,0.0878168677355963,0.013519390049591715,0.013519390124130597
B0,1.5375,0.0009469696969696769,0.08718055010247205,0.01347951449207265,0.013479514561268044
B0,1.5381250000000002,0.0009469696969696769,0.08654740824977232,0.013438383006137755,0.01343838306991978
B0,1.53875,0.0009469696969696769,0.08591742132685273,0.013396044967790925,0.013396045026086822
B0,1.5393750000000002,0.0009469696969696769,0.08529056886347856,0.013352553814003921,0.013352553866738363
B0,1.54,0.0009469696969696769,0.08466683076460892,0.013307966705029189,0.013307966752124738
B0,1.5406250000000001,0.0009469696969696769,0.08404618730529925,0.013262344171252128,0.013262344212629312
B0,1.54125,0.0009469696969696769,0.08342861912556232,0.013215749746823657,0.013215749782400862
B0,1.541875,0.0009469696969696769,0.08281410722516233,0.013168249592381252,0.013168249622075641
B0,1.5425,0.0009469696969696769,0.08220263295814118,0.013119912109217289,0.013119912132944889
B0,1.543125,0.0009469696969698451,0.08159417802763431,0.013070807547285547,0.013070807564961016
B0,1.5437500000000002,0.0009469696969696769,0.08098872448047537,0.013021007609452191,0.0130210076209893
B0,1.544375,0.0009469696969696769,0.0803862547019125,0.012970585054394931,0.012970585059706993
B0,1.5450000000000002,0.0009469696969696769,0.07978675141006783,0.012919613300535374,0.012919613299535147
B0,1.545625,0.0009469696969696769,0.07919019765070823,0.012868166033353855,0.012868166025953937
