scope,state,time,weight,phase_MSE,predicted_active_fraction,reference_restricted_native_indicator_fraction,reference_threshold_after_restriction_fraction
full,B0,1.4225,0.0037878787878787078,0.0015802180418810828,0.025312499999999995,0.02015624999999999,0.019999999999999997
full,B0,1.425,0.003787878787878876,0.0016302825013487436,0.025312499999999995,0.02015624999999999,0.019999999999999997
full,B0,1.4275000000000002,0.003787878787878876,0.0016826160001344374,0.02562499999999999,0.02015624999999999,0.019999999999999997
full,B0,1.4300000000000002,0.0037878787878787078,0.0017371308211215919,0.02624999999999999,0.019687499999999993,0.019999999999999997
full,B0,1.4325,0.0037878787878787078,0.0017937384906630916,0.02656249999999999,0.019218749999999993,0.019999999999999997
full,B0,1.435,0.0037878787878787078,0.0018523502091396123,0.02656249999999999,0.019062499999999996,0.019999999999999997
full,B0,1.4375,0.003787878787878876,0.001912877227004037,0.02687499999999999,0.018906249999999993,0.019374999999999996
full,B0,1.4400000000000002,0.003787878787878876,0.001975231171735524,0.02687499999999999,0.018749999999999996,0.019374999999999996
full,B0,1.4425000000000001,0.0037878787878787078,0.002039324330431273,0.02687499999999999,0.018749999999999996,0.019374999999999996
full,B0,1.445,0.0037878787878787078,0.0021050698925548644,0.02718749999999999,0.018749999999999996,0.019374999999999996
full,B0,1.4475,0.003787878787878876,0.0021723821568804917,0.02718749999999999,0.018437499999999996,0.019374999999999996
full,B0,1.4500000000000002,0.003787878787878876,0.002241176706275357,0.02718749999999999,0.018124999999999995,0.018749999999999996
full,B0,1.4525000000000001,0.0037878787878787078,0.002311370553595163,0.02718749999999999,0.018124999999999995,0.018749999999999996
full,B0,1.455,0.0037878787878787078,0.0023828822616343867,0.02718749999999999,0.018124999999999995,0.018749999999999996
full,B0,1.4575,0.003787878787878876,0.0024556320397746884,0.02718749999999999,0.018124999999999995,0.018749999999999996
full,B0,1.4600000000000002,0.003787878787878876,0.002529541819711651,0.02718749999999999,0.01796874999999999,0.018749999999999996
full,B0,1.4625000000000001,0.0037878787878787078,0.002604535312409548,0.02718749999999999,0.01796874999999999,0.018124999999999995
full,B0,1.465,0.0037878787878787078,0.0026805380482341707,0.02718749999999999,0.017812499999999995,0.017499999999999995
full,B0,1.4675,0.003787878787878876,0.0027574774020408394,0.02718749999999999,0.01765624999999999,0.017499999999999995
full,B0,1.4700000000000002,0.003787878787878876,0.0028352826048460024,0.02718749999999999,0.01765624999999999,0.017499999999999995
full,B0,1.4725000000000001,0.0037878787878787078,0.0029138847435818756,0.02749999999999999,0.01734374999999999,0.016874999999999994
full,B0,1.475,0.0037878787878787078,0.002993216750321998,0.02749999999999999,0.01734374999999999,0.016874999999999994
full,B0,1.4775,0.0037878787878787078,0.003073213382266846,0.02749999999999999,0.01734374999999999,0.016249999999999994
full,B0,1.48,0.003787878787878876,0.003153811193691446,0.02749999999999999,0.01703124999999999,0.016249999999999994
full,B0,1.4825000000000002,0.003787878787878876,0.003234948500977373,0.02781249999999999,0.01703124999999999,0.016249999999999994
full,B0,1.485,0.0037878787878787078,0.0033165653417784446,0.02781249999999999,0.01703124999999999,0.016249999999999994
full,B0,1.4875,0.003787878787878876,0.0033986034293006185,0.02812499999999999,0.016874999999999994,0.016249999999999994
full,B0,1.4900000000000002,0.003787878787878876,0.00348100610261075,0.02812499999999999,0.01671874999999999,0.016249999999999994
full,B0,1.4925000000000002,0.0037878787878787078,0.00356371827382514,0.02812499999999999,0.01671874999999999,0.015624999999999995
full,B0,1.495,0.0037878787878787078,0.0036466863729664543,0.02812499999999999,0.01640624999999999,0.015624999999999995
full,B0,1.4975,0.0037878787878787078,0.0037298582912155707,0.02812499999999999,0.01640624999999999,0.015624999999999995
full,B0,1.5,0.003787878787878876,0.003813183323224268,0.02812499999999999,0.016249999999999994,0.015624999999999995
full,B0,1.5025000000000002,0.003787878787878876,0.003896612109093725,0.02812499999999999,0.015937499999999993,0.015624999999999995
full,B0,1.5050000000000001,0.0037878787878787078,0.00398009657656407,0.02812499999999999,0.015937499999999993,0.015624999999999995
full,B0,1.5075,0.0037878787878787078,0.004063589883901113,0.02812499999999999,0.015624999999999993,0.015624999999999995
full,B0,1.51,0.003787878787878876,0.004147046363908176,0.02812499999999999,0.015468749999999993,0.015624999999999995
full,B0,1.5125000000000002,0.003787878787878876,0.00423042146943451,0.02812499999999999,0.015312499999999993,0.014999999999999996
full,B0,1.5150000000000001,0.0037878787878787078,0.004313671720696769,0.02812499999999999,0.015156249999999993,0.014999999999999996
full,B0,1.5175,0.0037878787878787078,0.004396754654677384,0.02812499999999999,0.014999999999999993,0.014999999999999996
full,B0,1.52,0.003787878787878876,0.004479628776813129,0.02812499999999999,0.014999999999999993,0.014999999999999996
full,B0,1.5225000000000002,0.003787878787878876,0.004562253515139712,0.02812499999999999,0.014843749999999992,0.014999999999999996
full,B0,1.5250000000000001,0.0037878787878787078,0.004644589177013512,0.02812499999999999,0.014843749999999992,0.014999999999999996
full,B0,1.5275,0.0037878787878787078,0.0047265969084903225,0.02812499999999999,0.014687499999999992,0.014999999999999996
full,B0,1.53,0.003787878787878876,0.004808238656402646,0.02812499999999999,0.014531249999999992,0.014374999999999995
full,B0,1.5325000000000002,0.003787878787878876,0.0048894771331430675,0.02812499999999999,0.014374999999999992,0.014374999999999995
full,B0,1.5350000000000001,0.0037878787878787078,0.00497027578412994,0.02812499999999999,0.014374999999999992,0.014374999999999995
full,B0,1.5375,0.0037878787878787078,0.005050598757904617,0.02812499999999999,0.014374999999999992,0.014374999999999995
full,B0,1.54,0.0037878787878787078,0.005130410878785798,0.02812499999999999,0.014218749999999992,0.014374999999999995
full,B0,1.5425,0.003787878787878876,0.005209677621986351,0.02812499999999999,0.014218749999999992,0.014374999999999995
full,B0,1.5450000000000002,0.003787878787878876,0.005288365091081413,0.02812499999999999,0.014062499999999992,0.014374999999999995
full,B0,1.5475,0.0037878787878787078,0.005366439997703198,0.02812499999999999,0.013749999999999991,0.014374999999999995
full,B0,1.55,0.003787878787878876,0.005443869643327623,0.02812499999999999,0.013593749999999993,0.014374999999999995
full,B0,1.5525000000000002,0.003787878787878876,0.005520621903010546,0.02812499999999999,0.013593749999999993,0.013749999999999995
full,B0,1.5550000000000002,0.0037878787878787078,0.005596665210926826,0.02812499999999999,0.013437499999999995,0.013749999999999995
full,B0,1.5575,0.0037878787878787078,0.005671968547563239,0.02812499999999999,0.013281249999999994,0.013124999999999996
full,B0,1.56,0.0037878787878787078,0.00574650142841623,0.02812499999999999,0.013281249999999994,0.013124999999999996
full,B0,1.5625,0.003787878787878876,0.005820233894047745,0.02812499999999999,0.012968749999999994,0.012499999999999997
full,B0,1.5650000000000002,0.003787878787878876,0.005893136501355801,0.02812499999999999,0.012812499999999994,0.012499999999999997
full,B0,1.5675000000000001,0.0037878787878787078,0.005965180315922035,0.02812499999999999,0.012656249999999994,0.012499999999999997
full,B0,1.57,0.0037878787878787078,0.006036336905304692,0.02812499999999999,0.012656249999999994,0.012499999999999997
full,B0,1.5725,0.003787878787878876,0.006106578333152951,0.02812499999999999,0.012656249999999994,0.012499999999999997
full,B0,1.5750000000000002,0.003787878787878876,0.006175877154026859,0.02812499999999999,0.012656249999999994,0.012499999999999997
full,B0,1.5775000000000001,0.0037878787878787078,0.006244206408815897,0.02812499999999999,0.012656249999999994,0.011874999999999997
full,B0,1.58,0.0037878787878787078,0.006311539620658277,0.02812499999999999,0.012499999999999994,0.011874999999999997
full,B0,1.5825,0.003787878787878876,0.006377850791272554,0.02812499999999999,0.012187499999999995,0.011874999999999997
full,B0,1.5850000000000002,0.003787878787878876,0.006443114397622636,0.02812499999999999,0.012031249999999997,0.011874999999999997
full,B0,1.5875000000000001,0.0037878787878787078,0.00650730538884647,0.02812499999999999,0.012031249999999997,0.011874999999999997
full,B0,1.59,0.0037878787878787078,0.006570399183388071,0.02812499999999999,0.011718749999999997,0.011874999999999997
full,B0,1.5925,0.003787878787878876,0.006632371666281193,0.02781249999999999,0.011562499999999996,0.011874999999999997
full,B0,1.5950000000000002,0.003787878787878876,0.006693199186541637,0.02781249999999999,0.011562499999999996,0.011874999999999997
full,B0,1.5975000000000001,0.0037878787878787078,0.006752858554633156,0.02781249999999999,0.011406249999999996,0.011249999999999996
full,B0,1.6,0.0037878787878787078,0.006811327039979363,0.02781249999999999,0.011406249999999996,0.011249999999999996
full,B0,1.6025,0.0037878787878787078,0.006868582368501195,0.02781249999999999,0.011249999999999998,0.011249999999999996
full,B0,1.605,0.003787878787878876,0.006924602720165976,0.02781249999999999,0.010937499999999996,0.011249999999999996
full,B0,1.6075000000000002,0.003787878787878876,0.006979366726539718,0.02749999999999999,0.010937499999999996,0.011249999999999996
full,B0,1.61,0.0037878787878787078,0.00703285346833996,0.02749999999999999,0.010781249999999997,0.010624999999999996
full,B0,1.6125,0.003787878787878876,0.00708504247299095,0.02749999999999999,0.010624999999999997,0.010624999999999996
full,B0,1.6150000000000002,0.003787878787878876,0.007135913712187206,0.02749999999999999,0.010624999999999997,0.010624999999999996
full,B0,1.6175000000000002,0.0037878787878787078,0.007185447599475208,0.02749999999999999,0.010624999999999997,0.010624999999999996
full,B0,1.62,0.0037878787878787078,0.007233624987866002,0.02749999999999999,0.010468749999999999,0.009999999999999998
full,B0,1.6225,0.0037878787878787078,0.007280427167494205,0.02718749999999999,0.010468749999999999,0.009999999999999998
full,B0,1.625,0.003787878787878876,0.007325835863341138,0.02718749999999999,0.010312499999999999,0.009999999999999998
full,B0,1.6275000000000002,0.003787878787878876,0.007369833233041478,0.02718749999999999,0.009999999999999998,0.009999999999999998
full,B0,1.6300000000000001,0.0037878787878787078,0.0074124018647943055,0.02718749999999999,0.009999999999999998,0.009374999999999998
full,B0,1.6325,0.003787878787878876,0.0074535247754003945,0.02718749999999999,0.009999999999999998,0.009374999999999998
full,B0,1.6350000000000002,0.003787878787878876,0.007493185408448341,0.02718749999999999,0.009843749999999997,0.009374999999999998
full,B0,1.6375000000000002,0.0037878787878787078,0.007531367632672429,0.02718749999999999,0.009687499999999996,0.009374999999999998
full,B0,1.6400000000000001,0.0037878787878787078,0.007568055740505441,0.02718749999999999,0.009687499999999996,0.009374999999999998
full,B0,1.6425,0.0037878787878787078,0.007603234446849353,0.02718749999999999,0.009687499999999996,0.009374999999999998
full,B0,1.645,0.003787878787878876,0.007636888888086686,0.02718749999999999,0.009687499999999996,0.009374999999999998
full,B0,1.6475000000000002,0.003787878787878876,0.007669004621354647,0.02718749999999999,0.009374999999999998,0.009374999999999998
full,B0,1.6500000000000001,0.0037878787878787078,0.00769956762410366,0.02718749999999999,0.009062499999999998,0.009374999999999998
full,B0,1.6525,0.0037878787878787078,0.007728564293961035,0.02718749999999999,0.008749999999999997,0.009374999999999998
full,B0,1.655,0.003787878787878876,0.007755981448919485,0.02718749999999999,0.008749999999999997,0.009374999999999998
full,B0,1.6575000000000002,0.003787878787878876,0.007781806327869359,0.02687499999999999,0.008593749999999999,0.009374999999999998
full,B0,1.6600000000000001,0.0037878787878787078,0.007806026591492062,0.02687499999999999,0.008593749999999999,0.009374999999999998
full,B0,1.6625,0.0037878787878787078,0.007828630323531136,0.02687499999999999,0.008437499999999997,0.009374999999999998
full,B0,1.665,0.0037878787878787078,0.00784960603245595,0.02687499999999999,0.008437499999999997,0.009374999999999998
full,B0,1.6675,0.003787878787878876,0.007868942653531729,0.02687499999999999,0.008281249999999999,0.008124999999999997
full,B0,1.6700000000000002,0.003787878787878876,0.00788662955130822,0.02687499999999999,0.008124999999999999,0.007499999999999998
full,B0,1.6725,0.0037878787878787078,0.007902656522537743,0.026562499999999992,0.008124999999999999,0.007499999999999998
full,B0,1.675,0.003787878787878876,0.007917013799531933,0.026562499999999992,0.008124999999999999,0.007499999999999998
full,B0,1.6775000000000002,0.003787878787878876,0.007929692053965062,0.026562499999999992,0.007968749999999998,0.007499999999999998
full,B0,1.6800000000000002,0.0037878787878787078,0.007940682401130153,0.026562499999999992,0.007812499999999997,0.007499999999999998
full,B0,1.6825,0.0037878787878787078,0.007949976404652717,0.026562499999999992,0.007812499999999997,0.007499999999999998
full,B0,1.685,0.0037878787878787078,0.007957566081665379,0.026562499999999992,0.007499999999999998,0.007499999999999998
full,B0,1.6875,0.003787878787878876,0.00796344390844528,0.026562499999999992,0.007499999999999998,0.007499999999999998
full,B0,1.6900000000000002,0.003787878787878876,0.0079676028265146,0.026562499999999992,0.007499999999999998,0.007499999999999998
full,B0,1.6925000000000001,0.0037878787878787078,0.007970036249203356,0.026562499999999992,0.007499999999999998,0.006874999999999997
full,B0,1.695,0.003787878787878876,0.007970738068672198,0.026562499999999992,0.007343749999999998,0.006874999999999997
full,B0,1.6975000000000002,0.003787878787878876,0.007969702663391854,0.026562499999999992,0.007031249999999998,0.006874999999999997
full,B0,1.7000000000000002,0.0037878787878787078,0.007966924906074823,0.026249999999999992,0.007031249999999998,0.006874999999999997
full,B0,1.7025000000000001,0.0037878787878787078,0.007962400172053824,0.026249999999999992,0.007031249999999998,0.006874999999999997
full,B0,1.705,0.0037878787878787078,0.007956124348100902,0.026249999999999992,0.007031249999999998,0.006874999999999997
full,B0,1.7075,0.003787878787878876,0.007948093841680466,0.026249999999999992,0.006562499999999998,0.006249999999999999
full,B0,1.7100000000000002,0.003787878787878876,0.007938305590628846,0.025937499999999992,0.006562499999999998,0.006249999999999999
full,B0,1.7125000000000001,0.0037878787878787078,0.007926757073253098,0.025937499999999992,0.006249999999999999,0.006249999999999999
full,B0,1.715,0.0037878787878787078,0.007913446318841385,0.025937499999999992,0.0060937499999999985,0.006249999999999999
full,B0,1.7175,0.003787878787878876,0.00789837191857772,0.025937499999999992,0.005937499999999998,0.006249999999999999
full,B0,1.7200000000000002,0.003787878787878876,0.007881533036854065,0.02562499999999999,0.005937499999999998,0.006249999999999999
full,B0,1.7225000000000001,0.0037878787878787078,0.007862929422973489,0.02562499999999999,0.005937499999999998,0.006249999999999999
full,B0,1.725,0.0037878787878787078,0.00784256142323896,0.02562499999999999,0.005937499999999998,0.006249999999999999
full,B0,1.7275,0.0037878787878787078,0.007820429993423278,0.025312499999999995,0.005937499999999998,0.006249999999999999
full,B0,1.73,0.003787878787878876,0.007796536711617015,0.025312499999999995,0.005937499999999998,0.006249999999999999
full,B0,1.7325000000000002,0.003787878787878876,0.007770883791452623,0.025312499999999995,0.005937499999999998,0.005624999999999998
full,B0,1.735,0.0037878787878787078,0.007743474095704656,0.025312499999999995,0.005624999999999998,0.005624999999999998
full,B0,1.7375,0.003787878787878876,0.007714311150267118,0.024999999999999994,0.0053124999999999995,0.005624999999999998
full,B0,1.7400000000000002,0.003787878787878876,0.007683399158511456,0.024687499999999994,0.0053124999999999995,0.004999999999999998
full,B0,1.7425000000000002,0.0037878787878787078,0.0076507430160296834,0.024687499999999994,0.0053124999999999995,0.004999999999999998
full,B0,1.745,0.0037878787878787078,0.007616348325769168,0.024062499999999994,0.005156249999999999,0.004999999999999998
full,B0,1.7475,0.0037878787878787078,0.00758022141356686,0.023749999999999993,0.004999999999999999,0.004999999999999998
full,B0,1.75,0.003787878787878876,0.007542369344092279,0.023749999999999993,0.004999999999999999,0.004374999999999999
full,B0,1.7525000000000002,0.003787878787878876,0.007502799937209168,0.023437499999999993,0.004999999999999999,0.004374999999999999
full,B0,1.7550000000000001,0.0037878787878787078,0.007461521784767083,0.023437499999999993,0.004999999999999999,0.004374999999999999
full,B0,1.7575,0.003787878787878876,0.007418544267833255,0.023437499999999993,0.004843749999999999,0.004374999999999999
full,B0,1.7600000000000002,0.003787878787878876,0.007373877574375912,0.023437499999999993,0.0046875,0.004374999999999999
full,B0,1.7625000000000002,0.0037878787878787078,0.007327532717408368,0.023437499999999993,0.0045312500000000006,0.004374999999999999
full,B0,1.7650000000000001,0.0037878787878787078,0.007279521553601977,0.023437499999999993,0.0045312500000000006,0.004374999999999999
full,B0,1.7675,0.0037878787878787078,0.0072298568023734505,0.022499999999999992,0.004375,0.004374999999999999
full,B0,1.77,0.003787878787878876,0.007178552065448734,0.022187499999999992,0.004062500000000002,0.004374999999999999
full,B0,1.7725000000000002,0.003787878787878876,0.007125621846901504,0.022187499999999992,0.003906250000000002,0.004374999999999999
full,B0,1.7750000000000001,0.0037878787878787078,0.0070710815736595815,0.021562499999999995,0.003906250000000002,0.003749999999999999
full,B0,1.7775,0.0037878787878787078,0.0070149476164656135,0.021562499999999995,0.003906250000000002,0.003749999999999999
full,B0,1.78,0.003787878787878876,0.006957237311272811,0.021562499999999995,0.0037500000000000016,0.003749999999999999
full,B0,1.7825000000000002,0.003787878787878876,0.0068979689810472825,0.021562499999999995,0.0037500000000000016,0.003749999999999999
full,B0,1.7850000000000001,0.0037878787878787078,0.006837161957940766,0.021562499999999995,0.0037500000000000016,0.003749999999999999
full,B0,1.7875,0.0037878787878787078,0.006774836605787142,0.021249999999999995,0.0037500000000000016,0.003749999999999999
full,B0,1.79,0.0037878787878787078,0.006711014342866545,0.021249999999999995,0.0035937500000000006,0.003749999999999999
full,B0,1.7925,0.003787878787878876,0.006645717664869185,0.020624999999999994,0.0032812500000000003,0.003124999999999999
full,B0,1.7950000000000002,0.003787878787878876,0.0065789701679800135,0.020312499999999994,0.0032812500000000003,0.003124999999999999
full,B0,1.7975,0.0037878787878787078,0.006510796571993123,0.019687499999999993,0.0032812500000000003,0.003124999999999999
full,B0,1.8,0.003787878787878876,0.006441222743352489,0.019687499999999993,0.0032812500000000003,0.003124999999999999
full,B0,1.8025000000000002,0.003787878787878876,0.006370275718003748,0.019687499999999993,0.003125000000000001,0.003124999999999999
full,B0,1.8050000000000002,0.0037878787878787078,0.006297983723929307,0.019687499999999993,0.003125000000000001,0.003124999999999999
full,B0,1.8075,0.0037878787878787078,0.006224376203226442,0.019687499999999993,0.0029687500000000013,0.003124999999999999
full,B0,1.81,0.0037878787878787078,0.006149483833577423,0.019062499999999996,0.0029687500000000013,0.003124999999999999
full,B0,1.8125,0.003787878787878876,0.006073338548948367,0.018437499999999996,0.0029687500000000013,0.003124999999999999
full,B0,1.8150000000000002,0.003787878787878876,0.005995973559343717,0.018437499999999996,0.002500000000000001,0.003124999999999999
full,B0,1.8175000000000001,0.0037878787878787078,0.005917423369432568,0.018437499999999996,0.002500000000000001,0.003124999999999999
full,B0,1.82,0.003787878787878876,0.005837723795854295,0.017812499999999995,0.0023437500000000008,0.003124999999999999
full,B0,1.8225000000000002,0.003787878787878876,0.00575691198300228,0.017812499999999995,0.0023437500000000008,0.0018749999999999995
full,B0,1.8250000000000002,0.0037878787878787078,0.005675026417077206,0.017812499999999995,0.0023437500000000008,0.0018749999999999995
full,B0,1.8275000000000001,0.0037878787878787078,0.005592106938193632,0.017812499999999995,0.0021875,0.0018749999999999995
full,B0,1.83,0.0037878787878787078,0.005508194750318711,0.017812499999999995,0.0020312499999999996,0.0018749999999999995
full,B0,1.8325,0.003787878787878876,0.0054233324288151885,0.017812499999999995,0.0020312499999999996,0.0012499999999999996
full,B0,1.8350000000000002,0.003787878787878876,0.0053375639253568745,0.017499999999999995,0.0020312499999999996,0.0012499999999999996
full,B0,1.8375000000000001,0.0037878787878787078,0.005250934569979722,0.017187499999999994,0.0020312499999999996,0.0012499999999999996
full,B0,1.84,0.0037878787878787078,0.005163491070027847,0.017187499999999994,0.0018749999999999995,0.0012499999999999996
full,B0,1.8425,0.003787878787878876,0.005075281505750309,0.016874999999999994,0.0018749999999999995,0.0012499999999999996
full,B0,1.8450000000000002,0.003787878787878876,0.004986355322300971,0.016874999999999994,0.0017187499999999998,0.0012499999999999996
full,B0,1.8475000000000001,0.0037878787878787078,0.004896763317890275,0.016562499999999994,0.0017187499999999998,0.0012499999999999996
full,B0,1.85,0.0037878787878787078,0.004806557627835298,0.016249999999999994,0.0017187499999999998,0.0012499999999999996
full,B0,1.8525,0.0037878787878787078,0.004715791704251622,0.015937499999999997,0.00140625,0.0012499999999999996
full,B0,1.855,0.003787878787878876,0.0046245202911288676,0.015937499999999997,0.0012499999999999996,0.0012499999999999996
full,B0,1.8575000000000002,0.003787878787878876,0.004532799394529657,0.015624999999999997,0.0010937499999999992,0.0012499999999999996
full,B0,1.86,0.003787878787878876,0.004440686247652319,0.015312499999999996,0.0010937499999999992,0.0012499999999999996
full,B0,1.8625000000000003,0.003787878787878876,0.004348239270497528,0.014687499999999996,0.0010937499999999992,0.0012499999999999996
full,B0,1.8650000000000002,0.0037878787878787078,0.0042555180238831964,0.014374999999999995,0.0010937499999999992,0.0012499999999999996
full,B0,1.8675000000000002,0.0037878787878787078,0.0041625831575550585,0.013749999999999995,0.0010937499999999992,0.0012499999999999996
full,B0,1.87,0.0037878787878787078,0.004069496352149661,0.013749999999999995,0.000937499999999999,0.0012499999999999996
full,B0,1.8725,0.0037878787878787078,0.003976320254776386,0.013124999999999998,0.0007812499999999994,0.0012499999999999996
full,B0,1.875,0.0037878787878787078,0.003883118408000449,0.012499999999999997,0.0007812499999999994,0.0006249999999999998
full,B0,1.8775,0.003787878787878876,0.0037899551720276554,0.012499999999999997,0.0007812499999999994,0.0006249999999999998
full,B0,1.8800000000000001,0.003787878787878876,0.0036968956399161513,0.012499999999999997,0.0006249999999999998,0.0006249999999999998
full,B0,1.8825,0.003787878787878876,0.0036040055456697676,0.012187499999999997,0.0006249999999999998,0.0006249999999999998
full,B0,1.8850000000000002,0.003787878787878876,0.003511351165103028,0.011874999999999997,0.0003124999999999999,0.0
full,B0,1.8875000000000002,0.0037878787878787078,0.0034189992094095347,0.011249999999999996,0.0003124999999999999,0.0
full,B0,1.8900000000000001,0.0037878787878787078,0.0033270167114129437,0.011249999999999996,0.0003124999999999999,0.0
full,B0,1.8925,0.0037878787878787078,0.003235470904534587,0.011249999999999996,0.0003124999999999999,0.0
full,B0,1.895,0.0037878787878787078,0.0031444290945722123,0.011249999999999996,0.0001562500000000003,0.0
full,B0,1.8975,0.003787878787878876,0.003053958524450887,0.010937499999999996,0.0001562500000000003,0.0
full,B0,1.9000000000000001,0.003787878787878876,0.0029641262321802144,0.010312499999999995,0.0,0.0
full,B0,1.9025,0.003787878787878876,0.002874998902329543,0.010312499999999995,0.0,0.0
full,B0,1.9050000000000002,0.003787878787878876,0.0027866427114153812,0.010312499999999995,0.0,0.0
full,B0,1.9075000000000002,0.0037878787878787078,0.002699123167681546,0.009374999999999998,0.0,0.0
full,B0,1.9100000000000001,0.0037878787878787078,0.00261250494584129,0.009062499999999998,0.0,0.0
full,B0,1.9125,0.0037878787878787078,0.002526851717441565,0.009062499999999998,0.0,0.0
full,B0,1.915,0.0037878787878787078,0.0024422259776006447,0.008749999999999997,0.0,0.0
full,B0,1.9175,0.003787878787878876,0.0023586888689600466,0.008437499999999997,0.0,0.0
full,B0,1.9200000000000002,0.003787878787878876,0.002276300003779973,0.008124999999999997,0.0,0.0
full,B0,1.9225,0.003787878787878876,0.0021951172851909654,0.008124999999999997,0.0,0.0
full,B0,1.9250000000000003,0.003787878787878876,0.0021151967286928523,0.007187499999999998,0.0,0.0
full,B0,1.9275000000000002,0.0037878787878787078,0.0020365922850633933,0.007187499999999998,0.0,0.0
full,B0,1.9300000000000002,0.0037878787878787078,0.0019593556659008972,0.006874999999999998,0.0,0.0
full,B0,1.9325,0.0037878787878787078,0.001883536173077557,0.006562499999999999,0.0,0.0
full,B0,1.935,0.0037878787878787078,0.00180918053341965,0.005624999999999998,0.0,0.0
full,B0,1.9375,0.0037878787878787078,0.001736332739956882,0.005624999999999998,0.0,0.0
full,B0,1.94,0.003787878787878876,0.0016650339010945707,0.005624999999999998,0.0,0.0
full,B0,1.9425000000000001,0.003787878787878876,0.001595322099057086,0.005624999999999998,0.0,0.0
full,B0,1.945,0.003787878787878876,0.0015272322589283626,0.005312499999999999,0.0,0.0
full,B0,1.9475000000000002,0.003787878787878876,0.0014607960295748101,0.005312499999999999,0.0,0.0
full,B0,1.9500000000000002,0.0037878787878787078,0.0013960416776765288,0.004687499999999999,0.0,0.0
full,B0,1.9525000000000001,0.0037878787878787078,0.0013329939960141104,0.004374999999999999,0.0,0.0
full,B0,1.955,0.0037878787878787078,0.0012716742270619608,0.003437499999999999,0.0,0.0
full,B0,1.9575,0.0037878787878787078,0.001212100002822936,0.0024999999999999996,0.0,0.0
full,B0,1.96,0.003787878787878876,0.0011542853017072168,0.0024999999999999996,0.0,0.0
full,B0,1.9625000000000001,0.003787878787878876,0.0010982404231096505,0.0024999999999999996,0.0,0.0
full,B0,1.965,0.003787878787878876,0.0010439719801772752,0.0024999999999999996,0.0,0.0
full,B0,1.9675000000000002,0.003787878787878876,0.0009914829110844096,0.0021874999999999993,0.0,0.0
full,B0,1.9700000000000002,0.0037878787878787078,0.0009407725089488649,0.0021874999999999993,0.0,0.0
full,B0,1.9725000000000001,0.0037878787878787078,0.0008918364703322927,0.0015624999999999997,0.0,0.0
