step,time,residual_inf,residual_rate_inf,iterations,linear_solves,residual_evaluations,jacobian_evaluations,decrease_rejections,phase_min,phase_max
440,1.4975,2.2648972541200463e-13,7.247671213184148e-10,2,2,5,3,0,3.0704103388753816e-08,0.9290929504303267
441,1.4978125000000002,2.261075712512578e-13,7.23544228004025e-10,2,2,5,3,0,3.062684431820073e-08,0.9289366991152119
442,1.4981250000000002,2.2608160460922677e-13,7.234611347495257e-10,2,2,5,3,0,3.05497694382509e-08,0.9287801529066344
443,1.4984375,2.2590238599011492e-13,7.228876351683677e-10,2,2,5,3,0,3.047287834123473e-08,0.9286233109576374
444,1.49875,2.2591401405841482e-13,7.229248449869274e-10,2,2,5,3,0,3.039617062048458e-08,0.9284661724198012
445,1.4990625000000002,2.2567982638915796e-13,7.221754444453055e-10,2,2,5,3,0,3.031964587032889e-08,0.9283087364432963
446,1.4993750000000001,2.254521168278817e-13,7.214467738492214e-10,2,2,5,3,0,3.0243303686086346e-08,0.9281510021769331
447,1.4996875,2.2519009226784625e-13,7.20608295257108e-10,2,2,5,3,0,3.016714366406039e-08,0.9279929687682141
448,1.5,2.2523405666594054e-13,7.207489813310097e-10,2,2,5,3,0,3.00911654015332e-08,0.9278346353633835
449,1.5003125000000002,2.2497195079074217e-13,7.199102425303749e-10,2,2,5,3,0,3.00153684967598e-08,0.9276760011074772
450,1.500625,2.2483254949641485e-13,7.194641583885275e-10,2,2,5,3,0,2.993975254896225e-08,0.9275170651443715
451,1.5009375,2.2471767827624e-13,7.19096570483968e-10,2,2,5,3,0,2.9864317158323726e-08,0.9273578266168319
452,1.5012500000000002,2.2442505210988617e-13,7.181601667516357e-10,2,2,5,3,0,2.9789061925982558e-08,0.9271982846665614
453,1.5015625000000001,2.2417584824054038e-13,7.173627143697292e-10,2,2,5,3,0,2.9713986454026467e-08,0.927038438434248
454,1.501875,2.2424968240848664e-13,7.175989837071572e-10,2,2,5,3,0,2.9639090345486284e-08,0.9268782870596112
455,1.5021875,2.2405772441384808e-13,7.169847181243139e-10,2,2,5,3,0,2.956437320433003e-08,0.9267178296814486
456,1.5025000000000002,2.2387248847267893e-13,7.163919631125726e-10,2,2,5,3,0,2.9489834635457075e-08,0.9265570654376813
457,1.5028125,2.2356026535205742e-13,7.153928491265837e-10,2,2,5,3,0,2.9415474244691726e-08,0.9263959934653994
458,1.503125,2.2352462220563696e-13,7.152787910580383e-10,2,2,5,3,0,2.9341291638777673e-08,0.9262346129009067
459,1.5034375,2.2353936735518276e-13,7.153259755365848e-10,2,2,5,3,0,2.9267286425371593e-08,0.9260729228797645
460,1.5037500000000001,2.2323814888661198e-13,7.143620764371583e-10,2,2,5,3,0,2.9193458213037137e-08,0.9259109225368343
461,1.5040625,2.2316152289807156e-13,7.14116873273829e-10,2,2,5,3,0,2.9119806611239032e-08,0.9257486110063213
462,1.504375,2.2302060372070276e-13,7.136659319062488e-10,2,2,5,3,0,2.9046331230336843e-08,0.9255859874218163
463,1.5046875000000002,2.229577199946986e-13,7.134647039830355e-10,2,2,5,3,0,2.8973031681578988e-08,0.9254230509163368
464,1.5050000000000001,2.2258131210546594e-13,7.12260198737491e-10,2,2,5,3,0,2.8899907577096624e-08,0.9252598006223682
465,1.5053125,2.226663135557888e-13,7.125322033785242e-10,2,2,5,3,0,2.8826958529897817e-08,0.9250962356719038
466,1.5056250000000002,2.2252075941413263e-13,7.120664301252244e-10,2,2,5,3,0,2.875418415386139e-08,0.9249323551964844
467,1.5059375000000002,2.223453897127331e-13,7.115052470807459e-10,2,2,5,3,0,2.8681584063730754e-08,0.9247681583272372
468,1.50625,2.2226469796604587e-13,7.112470334913468e-10,2,2,5,3,0,2.8609157875108177e-08,0.9246036441949143
469,1.5065625,2.2213134109883015e-13,7.108202915162565e-10,2,2,5,3,0,2.8536905204448712e-08,0.9244388119299295
470,1.5068750000000002,2.221075428611441e-13,7.107441371556611e-10,2,2,5,3,0,2.846482566905413e-08,0.9242736606623965
471,1.5071875000000001,2.2180358678208778e-13,7.097714777026809e-10,2,2,5,3,0,2.8392918887067243e-08,0.9241081895221642
472,1.5075,2.2185814925641811e-13,7.09946077620538e-10,2,2,5,3,0,2.8321184477465787e-08,0.9239423976388529
473,1.5078125,2.2163396335220242e-13,7.092286827270478e-10,2,2,5,3,0,2.8249622060056628e-08,0.9237762841418888
474,1.5081250000000002,2.215749827540192e-13,7.090399448128615e-10,2,2,5,3,0,2.817823125547021e-08,0.923609848160539
475,1.5084375,2.214586207558572e-13,7.086675864187431e-10,2,2,5,3,0,2.8107011685154285e-08,0.9234430888239447
476,1.50875,2.212013395803264e-13,7.078442866570445e-10,2,2,5,3,0,2.8035962971368465e-08,0.9232760052611538
477,1.5090625000000002,2.2122516492306676e-13,7.079205277538136e-10,2,2,5,3,0,2.7965084737178594e-08,0.9231085966011545
478,1.5093750000000001,2.2115322810892235e-13,7.076903299485515e-10,2,2,5,3,0,2.7894376606450817e-08,0.9229408619729058
479,1.5096875,2.208473746760642e-13,7.067115989634054e-10,2,2,5,3,0,2.7823838203846284e-08,0.9227728005053687
480,1.51,2.2077565470235427e-13,7.064820950475337e-10,2,2,5,3,0,2.7753469154815333e-08,0.922604411327537
481,1.5103125000000002,2.205001318252714e-13,7.056004218408685e-10,2,2,5,3,0,2.7683269085592226e-08,0.9224356935684668
482,1.510625,2.2049294898587868e-13,7.055774367548118e-10,2,2,5,3,0,2.7613237623189552e-08,0.9222666463573054
483,1.5109375,2.205195661492132e-13,7.056626116774822e-10,2,2,5,3,0,2.7543374395392886e-08,0.9220972688233198
484,1.51125,2.2046297079580945e-13,7.054815065465903e-10,2,2,5,3,0,2.7473679030755408e-08,0.9219275600959237
485,1.5115625000000001,2.2026694704302408e-13,7.04854230537677e-10,2,2,5,3,0,2.7404151158592795e-08,0.921757519304706
486,1.511875,2.20104208296934e-13,7.043334665501888e-10,2,2,5,3,0,2.733445821321554e-08,0.9215871455794554
487,1.5121875,2.199938907258836e-13,7.039804503228275e-10,2,2,5,3,0,2.7264625109028012e-08,0.921416438050187
488,1.5125000000000002,2.2008883973113902e-13,7.042842871396449e-10,2,2,5,3,0,2.7194962128514576e-08,0.9212453958471678
489,1.5128125000000001,2.1996974012249149e-13,7.039031683919728e-10,2,2,5,3,0,2.712546888965362e-08,0.92107401810094
490,1.513125,2.1994325848442853e-13,7.038184271501713e-10,2,2,5,3,0,2.7056145011236687e-08,0.9209023039423456
491,1.5134375000000002,2.1945515066637555e-13,7.022564821324018e-10,2,2,5,3,0,2.6986990112863612e-08,0.9207302525025484
492,1.5137500000000002,2.1951139365407324e-13,7.024364596930344e-10,2,2,5,3,0,2.6918003814938056e-08,0.9205578629130576
493,1.5140625,2.193266456038817e-13,7.018452659324215e-10,2,2,5,3,0,2.684918573866296e-08,0.9203851343057489
494,1.514375,2.1953310480257726e-13,7.025059353682472e-10,2,2,5,3,0,2.678053550603614e-08,0.9202120658128857
495,1.5146875000000002,2.1917325810152932e-13,7.013544259248938e-10,2,2,5,3,0,2.6712052739845753e-08,0.9200386565671396
496,1.5150000000000001,2.1914428279846965e-13,7.012617049551029e-10,2,2,5,3,0,2.664373706366608e-08,0.9198649057016101
497,1.5153125,2.1920613653240995e-13,7.014596369037118e-10,2,2,5,3,0,2.657558810185337e-08,0.919690812349844
498,1.515625,2.1899154581742075e-13,7.007729466157464e-10,2,2,5,3,0,2.6507605479541497e-08,0.9195163756458534
499,1.5159375000000002,2.1891716954838825e-13,7.005349425548424e-10,2,2,5,3,0,2.6439788822638007e-08,0.9193415947241345
500,1.51625,2.1876524571896871e-13,7.000487863006999e-10,2,2,5,3,0,2.6372137757820162e-08,0.9191664687196841
501,1.5165625,2.1882880707133068e-13,7.002521826282582e-10,2,2,5,3,0,2.6304651912530935e-08,0.9189909967680164
502,1.5168750000000002,2.187319607122734e-13,6.999422742792749e-10,2,2,5,3,0,2.6237330914975248e-08,0.9188151780051798
503,1.5171875000000001,2.1870095253014032e-13,6.99843048096449e-10,2,2,5,3,0,2.6170174394116044e-08,0.9186390115677706
504,1.5175,2.1828757334682591e-13,6.985202347098429e-10,2,2,5,3,0,2.6103181979670972e-08,0.9184624965929495
505,1.5178125,2.18434509846252e-13,6.989904315080064e-10,2,2,5,3,0,2.6036353302108355e-08,0.9182856322184552
506,1.5181250000000002,2.1832711962106732e-13,6.986467827874154e-10,2,2,5,3,0,2.596968799264403e-08,0.9181084175826176
507,1.5184375,2.182502767920924e-13,6.984008857346957e-10,2,2,5,3,0,2.5903185683237868e-08,0.9179308518243713
508,1.51875,2.1823512506673193e-13,6.983524002135422e-10,2,2,5,3,0,2.5836846006590203e-08,0.917752934083268
509,1.5190625,2.1815676435471554e-13,6.981016459350897e-10,2,2,5,3,0,2.5770668596138797e-08,0.9175746634994876
510,1.5193750000000001,2.1806143587869975e-13,6.977965948118392e-10,2,2,5,3,0,2.5704653086055602e-08,0.9173960392138502
511,1.5196875,2.1795065752172604e-13,6.974421040695233e-10,2,2,5,3,0,2.563879911124362e-08,0.9172170603678262
512,1.52,2.1801413755892507e-13,6.976452401885602e-10,2,2,5,3,0,2.557310630733407e-08,0.9170377261035471
513,1.5203125000000002,2.1787525126062968e-13,6.97200804034015e-10,2,2,5,3,0,2.550757431068313e-08,0.916858035563814
514,1.5206250000000001,2.1773088974136323e-13,6.967388471723623e-10,2,2,5,3,0,2.544220275836938e-08,0.916677987892107
515,1.5209375,2.1750513174399744e-13,6.960164215807918e-10,2,2,5,3,0,2.5376991288190804e-08,0.9164975822325939
516,1.5212500000000002,2.1756048026490282e-13,6.96193536847689e-10,2,2,5,3,0,2.5311939538662323e-08,0.9163168177301375
517,1.5215625000000002,2.1753681755248833e-13,6.961178161679626e-10,2,2,5,3,0,2.524704714901296e-08,0.9161356935303028
518,1.521875,2.1730731905762746e-13,6.953834209844079e-10,2,2,5,3,0,2.518231375918347e-08,0.9159542087793645
519,1.5221875,2.173858152949154e-13,6.956346089437293e-10,2,2,5,3,0,2.511773900982383e-08,0.915772362624312
520,1.5225000000000002,2.1723779459331682e-13,6.951609426986138e-10,2,2,5,3,0,2.505332254229075e-08,0.9155901542128563
521,1.5228125000000001,2.172629480837185e-13,6.952414338678992e-10,2,2,5,3,0,2.4989063998645475e-08,0.9154075826934339
522,1.523125,2.1701211791111397e-13,6.944387773155647e-10,2,2,5,3,0,2.4924963021651484e-08,0.9152246472152127
523,1.5234375,2.1696723194117307e-13,6.942951422117538e-10,2,2,5,3,0,2.486101925477253e-08,0.9150413469280949
524,1.5237500000000002,2.1689009095660072e-13,6.940482910611223e-10,2,2,5,3,0,2.4797232342170217e-08,0.9148576809827212
525,1.5240625,2.1695243258151864e-13,6.942477842608596e-10,2,2,5,3,0,2.4733601928702124e-08,0.9146736485304743
526,1.524375,2.1677180449958255e-13,6.936697743986642e-10,2,2,5,3,0,2.4670127659920037e-08,0.9144892487234806
527,1.5246875000000002,2.1678400177402302e-13,6.937088056768737e-10,2,2,5,3,0,2.4606809182067878e-08,0.9143044807146126
528,1.5250000000000001,2.166300992756387e-13,6.932163176820438e-10,2,2,5,3,0,2.4543646142079845e-08,0.9141193436574909
529,1.5253125,2.165499225249834e-13,6.929597520799469e-10,2,2,5,3,0,2.4480638187578705e-08,0.9139338367064853
530,1.525625,2.1656553503626719e-13,6.93009712116055e-10,2,2,5,3,0,2.4417784966874174e-08,0.9137479590167151
531,1.5259375000000002,2.163393704630867e-13,6.922859854818775e-10,2,2,5,3,0,2.4355086128961302e-08,0.9135617097440494
532,1.52625,2.1648665932821887e-13,6.927573098503004e-10,2,2,5,3,0,2.4292541323518752e-08,0.9133750880451074
533,1.5265625,2.1612193371739474e-13,6.915901878956632e-10,2,2,5,3,0,2.4230150200907534e-08,0.9131880930772572
534,1.526875,2.1619007582393546e-13,6.918082426365935e-10,2,2,5,3,0,2.4167912412169247e-08,0.9130007239986148
535,1.5271875000000001,2.1603302913925093e-13,6.91305693245603e-10,2,2,5,3,0,2.410582760902492e-08,0.9128129799680427
536,1.5275,2.160731446196329e-13,6.914340627828253e-10,2,2,5,3,0,2.404389544387358e-08,0.912624860145148
537,1.5278125,2.161756559350414e-13,6.917620989921325e-10,2,2,5,3,0,2.398211556979094e-08,0.9124363636902794
538,1.5281250000000002,2.1602272921861232e-13,6.912727334995594e-10,2,2,5,3,0,2.3920487640528288e-08,0.9122474897645252
539,1.5284375000000001,2.1593610146503073e-13,6.909955246880983e-10,2,2,5,3,0,2.385901131051111e-08,0.9120582375297098
540,1.52875,2.1582627178495795e-13,6.906440697118654e-10,2,2,5,3,0,2.3797686234837937e-08,0.9118686061483899
541,1.5290625000000002,2.1581553818345034e-13,6.906097221870411e-10,2,2,5,3,0,2.373651206927951e-08,0.9116785947838508
542,1.5293750000000002,2.1564851683877895e-13,6.900752538840926e-10,2,2,5,3,0,2.3675488470277313e-08,0.9114882026001018
543,1.5296875,2.1566727353636295e-13,6.901352753163614e-10,2,2,5,3,0,2.3614615094942917e-08,0.9112974287618715
544,1.53,2.1557701370550353e-13,6.898464438576113e-10,2,2,5,3,0,2.355389160105679e-08,0.9111062724346028
545,1.5303125000000002,2.1543932002959787e-13,6.894058240947132e-10,2,2,5,3,0,2.3493317647067284e-08,0.9109147327844472
546,1.5306250000000001,2.1545558306218515e-13,6.894578657989925e-10,2,2,5,3,0,2.3432892892089956e-08,0.910722808978259
547,1.5309375,2.1531593782236902e-13,6.890110010315809e-10,2,2,5,3,0,2.3372616995906403e-08,0.9105305001835893
548,1.53125,2.153326345358253e-13,6.890644305146409e-10,2,2,5,3,0,2.3312489618963666e-08,0.9103378055686793
549,1.5315625000000002,2.150309552813312e-13,6.880990569002599e-10,2,2,5,3,0,2.3252510422373174e-08,0.9101447243024534
550,1.531875,2.1519054984112107e-13,6.886097594915874e-10,2,2,5,3,0,2.3192679067910087e-08,0.9099512555545122
551,1.5321875,2.1512278720534073e-13,6.883929190570903e-10,2,2,5,3,0,2.3132995218012478e-08,0.9097573984951245
552,1.5325000000000002,2.148408946404945e-13,6.874908628495824e-10,2,2,5,3,0,2.307345853578049e-08,0.9095631522952203
553,1.5328125000000001,2.1491028357953357e-13,6.877129074545074e-10,2,2,5,3,0,2.3014068684975724e-08,0.909368516126382
554,1.533125,2.1497360098640672e-13,6.879155231565015e-10,2,2,5,3,0,2.2954825330020437e-08,0.9091734891608358
555,1.5334375,2.1484149095168936e-13,6.87492771045406e-10,2,2,5,3,0,2.289572813599683e-08,0.908978070571444
556,1.5337500000000002,2.14699568887311e-13,6.870386204393952e-10,2,2,5,3,0,2.283677676864635e-08,0.9087822595316947
557,1.5340625,2.1466465757735698e-13,6.869269042475423e-10,2,2,5,3,0,2.2777970894369067e-08,0.9085860552156937
558,1.534375,2.1456615780998667e-13,6.866117049919573e-10,2,2,5,3,0,2.2719310180222938e-08,0.9083894567981539
559,1.5346875,2.147410938305172e-13,6.871715002576551e-10,2,2,5,3,0,2.2660794293923157e-08,0.9081924634543864
560,1.5350000000000001,2.1450002147746505e-13,6.864000687278882e-10,2,2,5,3,0,2.260242290384154e-08,0.9079950743602903
561,1.5353125,2.1449563045866649e-13,6.863860174677328e-10,2,2,5,3,0,2.2544195679005777e-08,0.9077972886923412
562,1.535625,2.143199354966152e-13,6.858237935891687e-10,2,2,5,3,0,2.2486112289098787e-08,0.9075991056275828
563,1.5359375000000002,2.1433164488007805e-13,6.858612636162498e-10,2,2,5,3,0,2.2428172404458132e-08,0.9074005243436141
564,1.5362500000000001,2.1416169618954095e-13,6.85317427806531e-10,2,2,5,3,0,2.2370375696075362e-08,0.9072015440185797
565,1.5365625,2.1411339498275672e-13,6.851628639448215e-10,2,2,5,3,0,2.2312721835595352e-08,0.9070021638311581
566,1.5368750000000002,2.1401706361973138e-13,6.848546035831404e-10,2,2,5,3,0,2.2255210495315477e-08,0.9068023829605503
567,1.5371875000000002,2.1409512617615034e-13,6.851044037636811e-10,2,2,5,3,0,2.2197841348185165e-08,0.9066022005864681
568,1.5375,2.1383117715725874e-13,6.84259766903228e-10,2,2,5,3,0,2.2140614067805145e-08,0.9064016158891227
569,1.5378125,2.14072954241723e-13,6.850334535735136e-10,2,2,5,3,0,2.2083528328426612e-08,0.9062006280492123
570,1.5381250000000002,2.1381133625750226e-13,6.841962760240072e-10,2,2,5,3,0,2.202658380495078e-08,0.9059992362479102
571,1.5384375000000001,2.137410799567252e-13,6.839714558615206e-10,2,2,5,3,0,2.196978017292796e-08,0.9057974396668523
572,1.53875,2.1361195147798218e-13,6.83558244729543e-10,2,2,5,3,0,2.191311710855685e-08,0.9055952374881249
573,1.5390625,2.1347371570099027e-13,6.831158902431689e-10,2,2,5,3,0,2.1856594288684023e-08,0.9053926288942513
574,1.5393750000000002,2.1359856158115198e-13,6.835153970596863e-10,2,2,5,3,0,2.180021139080289e-08,0.90518961306818
575,1.5396875,2.1340866357064114e-13,6.829077234260517e-10,2,2,5,3,0,2.17439680930531e-08,0.9049861891932708
576,1.54,2.133036043801273e-13,6.825715340164074e-10,2,2,5,3,0,2.1687864074219593e-08,0.9047823564532825
577,1.5403125000000002,2.1327004832288887e-13,6.824641546332444e-10,2,2,5,3,0,2.1631899013731902e-08,0.9045781140323597
578,1.5406250000000001,2.1327942667168087e-13,6.824941653493788e-10,2,2,5,3,0,2.157607259166327e-08,0.9043734611150188
579,1.5409375,2.1302621125429688e-13,6.8168387601375e-10,2,2,5,3,0,2.1520384488729818e-08,0.9041683968861352
580,1.54125,2.1300512352204204e-13,6.816163952705345e-10,2,2,5,3,0,2.1464834386289657e-08,0.903962920530929
581,1.5415625000000002,2.1293259039670276e-13,6.813842892694488e-10,2,2,5,3,0,2.1409421966342026e-08,0.9037570312349529
582,1.541875,2.129509676235264e-13,6.814430963952844e-10,2,2,5,3,0,2.1354146911526136e-08,0.9035507281840771
583,1.5421875,2.12728109866972e-13,6.807299515743104e-10,2,2,5,3,0,2.1299008905120505e-08,0.9033440105644759
584,1.5425,2.127890962391743e-13,6.809251079653578e-10,2,2,5,3,0,2.1244007631041826e-08,0.903136877562614
585,1.5428125000000001,2.1274187923456256e-13,6.807740135506002e-10,2,2,5,3,0,2.118914277384391e-08,0.9029293283652325
586,1.543125,2.1251159469312664e-13,6.800371030180052e-10,2,2,5,3,0,2.113441401871686e-08,0.9027213621593351
587,1.5434375,2.1257968258955873e-13,6.802549842865879e-10,2,2,5,3,0,2.1079821051485723e-08,0.9025129781321737
588,1.5437500000000002,2.1245386092744178e-13,6.798523549678137e-10,2,2,5,3,0,2.10253635586095e-08,0.9023041754712348
589,1.5440625000000001,2.123656610807101e-13,6.795701154582723e-10,2,2,5,3,0,2.097104122718013e-08,0.9020949533642247
590,1.544375,2.1219972393821118e-13,6.790391166022758e-10,2,2,5,3,0,2.091685374492118e-08,0.9018853109990568
591,1.5446875000000002,2.1220151287179578e-13,6.790448411897465e-10,2,2,5,3,0,2.0862800800186793e-08,0.9016752475638353
592,1.5450000000000002,2.1203324469462603e-13,6.785063830228033e-10,2,2,5,3,0,2.0808882081960347e-08,0.901464762246843
593,1.5453125,2.1193707596192657e-13,6.78198643078165e-10,2,2,5,3,0,2.0755097279853287e-08,0.901253854236526
594,1.545625,2.1191587980945448e-13,6.781308153902543e-10,2,2,5,3,0,2.0701446084103785e-08,0.90104252272148
595,1.5459375000000002,2.1190953722674544e-13,6.781105191255854e-10,2,2,5,3,0,2.0647928185575453e-08,0.9008307668904363
596,1.5462500000000001,2.1176100152911492e-13,6.776352048931678e-10,2,2,5,3,0,2.0594543275756003e-08,0.9006185859322466
597,1.5465625,2.1152231442084224e-13,6.768714061466952e-10,2,2,5,3,0,2.0541291046755946e-08,0.9004059790358709
598,1.546875,2.115385232433209e-13,6.769232743786269e-10,2,2,5,3,0,2.0488171191307036e-08,0.9001929453903611
599,1.5471875000000002,2.1143303037193806e-13,6.765856971902018e-10,2,2,5,3,0,2.0435183402760993e-08,0.8999794841848484
600,1.5475,2.114270672599894e-13,6.76566615231966e-10,2,2,5,3,0,2.038232737508792e-08,0.8997655946085288
601,1.5478125,2.1133203693957103e-13,6.762625182066273e-10,2,2,5,3,0,2.0329602802874922e-08,0.8995512758506494
602,1.5481250000000002,2.1121662361830995e-13,6.758931955785918e-10,2,2,5,3,0,2.0277009381324406e-08,0.8993365271004944
603,1.5484375000000001,2.109635166211432e-13,6.750832531876583e-10,2,2,5,3,0,2.0224546806252703e-08,0.8991213475473712
604,1.54875,2.1105805905058395e-13,6.753857889618686e-10,2,2,5,3,0,2.0172214774088447e-08,0.8989057363805963
605,1.5490625,2.1104537388516587e-13,6.753451964325308e-10,2,2,5,3,0,2.0120012981870912e-08,0.8986896927894823
606,1.5493750000000002,2.1088030410440495e-13,6.748169731340958e-10,2,2,5,3,0,2.0067941127248303e-08,0.8984732159633234
607,1.5496875,2.1073268997862105e-13,6.743446079315873e-10,2,2,5,3,0,2.0015998908476282e-08,0.8982563050913829
608,1.55,2.1067712461728116e-13,6.741667987752997e-10,2,2,5,3,0,1.996418602441612e-08,0.8980389593628791
609,1.5503125,2.1072867843058285e-13,6.743317709778651e-10,2,2,5,3,0,1.9912502174532953e-08,0.8978211779669719
610,1.5506250000000001,2.1043323333858055e-13,6.733863466834578e-10,2,2,5,3,0,1.9860947058894205e-08,0.8976029600927502
611,1.5509375,2.1035197238575276e-13,6.731263116344088e-10,2,2,5,3,0,1.9809520378167586e-08,0.8973843049292177
612,1.55125,2.1021991656114403e-13,6.727037329956609e-10,2,2,5,3,0,1.9758221833619477e-08,0.8971652116652812
613,1.5515625000000002,2.102151460715851e-13,6.726884674290723e-10,2,2,5,3,0,1.9707051127112996e-08,0.8969456794897369
614,1.5518750000000001,2.1001077396207157e-13,6.72034476678629e-10,2,2,5,3,0,1.965600796110621e-08,0.896725707591258
615,1.5521875,2.0983334427654432e-13,6.714667016849418e-10,2,2,5,3,0,1.9605092038650258e-08,0.896505295158382
616,1.5525000000000002,2.097433012861194e-13,6.711785641155821e-10,2,2,5,3,0,1.9554303063387368e-08,0.8962844413794979
617,1.5528125000000002,2.0980987129951e-13,6.71391588158432e-10,2,2,5,3,0,1.9503640739549054e-08,0.8960631454428346
618,1.553125,2.0973332662613253e-13,6.711466452036241e-10,2,2,5,3,0,1.9453104771954106e-08,0.8958414065364485
619,1.5534375,2.0947057022963067e-13,6.703058247348181e-10,2,2,5,3,0,1.940269486600681e-08,0.8956192238482109
620,1.5537500000000002,2.09417715373722e-13,6.701366891959104e-10,2,2,5,3,0,1.9352410727694653e-08,0.895396596565797
621,1.5540625000000001,2.093766241113848e-13,6.700051971564314e-10,2,2,5,3,0,1.930225206358663e-08,0.8951735238766738
622,1.554375,2.092986699751831e-13,6.697557439205859e-10,2,2,5,3,0,1.9252218580831204e-08,0.894950004968089
623,1.5546875,2.091450385273419e-13,6.692641232874941e-10,2,2,5,3,0,1.920230998715415e-08,0.8947260390270589
624,1.5550000000000002,2.0896701253061978e-13,6.686944400979833e-10,2,2,5,3,0,1.9152525990856584e-08,0.8945016252403585
625,1.5553125,2.0888558894746612e-13,6.684338846318916e-10,2,2,5,3,0,1.9102866300812908e-08,0.8942767627945093
626,1.555625,2.0873130697832143e-13,6.679401823306286e-10,2,2,5,3,0,1.905333062646891e-08,0.8940514508757694
627,1.5559375000000002,2.0869249254054645e-13,6.678159761297486e-10,2,2,5,3,0,1.9003918677839462e-08,0.8938256886701229
628,1.5562500000000001,2.085168517886038e-13,6.672539257235321e-10,2,2,5,3,0,1.895463016550659e-08,0.8935994753632689
629,1.5565625,2.0827382787164117e-13,6.664762491892517e-10,2,2,5,3,0,1.890546480061737e-08,0.8933728101406122
630,1.556875,2.083377415897092e-13,6.666807730870694e-10,2,2,5,3,0,1.885642229488174e-08,0.8931456921872535
631,1.5571875000000002,2.0826439531274055e-13,6.664460650007697e-10,2,2,5,3,0,1.8807502360570595e-08,0.8929181206879783
632,1.5575,2.0811190227718046e-13,6.659580872869775e-10,2,2,5,3,0,1.8758704710513515e-08,0.892690094827249
633,1.5578125,2.0809450083231207e-13,6.659024026633986e-10,2,2,5,3,0,1.8710029058096762e-08,0.8924616137891949
634,1.558125,2.0790828910918768e-13,6.653065251494006e-10,2,2,5,3,0,1.8661475117261084e-08,0.892232676757603
635,1.5584375000000001,2.0772191475573742e-13,6.647101272183598e-10,2,2,5,3,0,1.8613042602499647e-08,0.8920032829159098
636,1.55875,2.077225110669323e-13,6.647120354141833e-10,2,2,5,3,0,1.8564731228855936e-08,0.8917734314471926
637,1.5590625,2.0744614793316574e-13,6.638276733861304e-10,2,2,5,3,0,1.8516540711921658e-08,0.8915431215341606
638,1.5593750000000002,2.0732119363278678e-13,6.634278196249177e-10,2,2,5,3,0,1.8468470767834653e-08,0.8913123523591475
639,1.5596875000000001,2.0722269386541647e-13,6.631126203693327e-10,2,2,5,3,0,1.8420521113276766e-08,0.8910811231041031
640,1.56,2.070206527905738e-13,6.624660889298362e-10,2,2,5,3,0,1.8372691465471593e-08,0.8908494329505863
641,1.5603125000000002,2.0701924332774957e-13,6.624615786487986e-10,2,2,5,3,0,1.8324981542182713e-08,0.8906172810797572
642,1.5606250000000002,2.0684105470070158e-13,6.61891375042245e-10,2,2,5,3,0,1.827739106171136e-08,0.8903846666723704
643,1.5609375,2.0675540272907522e-13,6.616172887330407e-10,2,2,5,3,0,1.8229919742894358e-08,0.890151588908768
644,1.56125,2.0667278652353183e-13,6.613529168753018e-10,2,2,5,3,0,1.8182567305102124e-08,0.8899180469688726
645,1.5615625000000002,2.0658523719810362e-13,6.610727590339316e-10,2,2,5,3,0,1.8135333468236693e-08,0.8896840400321819
646,1.5618750000000001,2.0633765963201656e-13,6.60280510822453e-10,2,2,5,3,0,1.8088217952729384e-08,0.8894495672777623
647,1.5621875,2.0617708929027145e-13,6.597666857288687e-10,2,2,5,3,0,1.8041220479539094e-08,0.8892146278842419
648,1.5625,2.0619183443981726e-13,6.598138702074152e-10,2,2,5,3,0,1.7994340770150087e-08,0.8889792210298071
649,1.5628125000000002,2.0596989825510947e-13,6.591036744163503e-10,2,2,5,3,0,1.7947578546569937e-08,0.8887433458921955
650,1.563125,2.058140984029233e-13,6.586051148893546e-10,2,2,5,3,0,1.790093353132773e-08,0.888507001648692
651,1.5634375,2.0562143567687263e-13,6.579885941659924e-10,2,2,5,3,0,1.7854405447471894e-08,0.8882701874761236
652,1.5637500000000002,2.0554017472404484e-13,6.577285591169435e-10,2,2,5,3,0,1.780799401856837e-08,0.8880329025508549
653,1.5640625000000001,2.0540356525031167e-13,6.572914088009973e-10,2,2,5,3,0,1.7761698968698616e-08,0.8877951460487838
654,1.564375,2.0538502539316217e-13,6.572320812581189e-10,2,2,5,3,0,1.771543863250916e-08,0.8875569171453385
655,1.5646875,2.0520548151339857e-13,6.566575408428754e-10,2,2,5,3,0,1.7668952277220724e-08,0.8873182150154725
656,1.5650000000000002,2.0489745967619544e-13,6.556718709638254e-10,2,2,5,3,0,1.7622584234626007e-08,0.8870790388336621
657,1.5653125,2.0478876840840377e-13,6.55324058906892e-10,2,2,5,3,0,1.7576334219679195e-08,0.886846067639743
658,1.565625,2.045954551610496e-13,6.547054565153587e-10,2,2,5,3,0,1.753020194785648e-08,0.8866210271404109
659,1.5659375,2.0462299389623073e-13,6.547935804679383e-10,2,2,5,3,0,1.7484187135154185e-08,0.8863955459806895
660,1.5662500000000001,2.0430488897882348e-13,6.537756447322352e-10,2,2,5,3,0,1.7438289498086852e-08,0.8861696234004588
661,1.5665625,2.0428493965884975e-13,6.537118069083192e-10,2,2,5,3,0,1.7392508753685533e-08,0.885943258638587
662,1.566875,2.0417332104519237e-13,6.533546273446156e-10,2,2,5,3,0,1.734684461949592e-08,0.885716450932932
