pool,state,time,weight,original_time_mass,phase_raw,thermal_raw,phase_BC,H,gate,psi_min,psi_max,delta_psi_min,delta_psi_max,phi_t_abs_max,phase_grad_abs_max,phase_laplacian_abs_max,rphi_abs_max,rT_abs_max,bc_normal_abs_max,bc_left,bc_right,bc_bottom,bc_top,phase_hot_cell,phase_hot_x,phase_hot_z,thermal_hot_cell,thermal_hot_x,thermal_hot_z,bc_hot_x,bc_hot_z
fixed-training,N-final,1.4134618790839548,0.031249999999999993,0.008249999999999997,0.38030208349648065,0.031145769457461767,3.321290097739915e-07,0.0057212252886990654,0.026401179088160042,-34.57815031235376,-4.017456244868031,-18.89591818838413,-4.770999504842473,7.011425684926766,0.37493094866647325,21.083818445629316,6.8108471006689015,0.7372479491448771,0.008219425365207804,2.404712161390018e-19,7.479880804329815e-22,4.317677127059854e-06,1.793620149448629e-18,106,-0.3374999999999999,0.037500000000000006,103,-0.4125,0.037500000000000006,-0.26770873772275405,0.0
fixed-training,S-final,1.4134618790839548,0.031249999999999993,0.008249999999999997,0.24372322570425914,0.03738736959968002,0.0074558568126274075,0.04130783060585383,0.026401179088160042,-16.523608354708646,4.154843893493467,-0.47650965843948256,0.00034454353191737397,2.8151505838285082,20.487824721157647,491.9470426574235,4.240601467887049,0.9282227666256608,0.9490892795556211,3.3874735523236385e-14,3.699630294767535e-15,0.09692613856411215,6.561439703348489e-15,189,-0.26249999999999996,0.0625,106,-0.3374999999999999,0.037500000000000006,-0.26770873772275405,0.0
fixed-training,B0,1.4387651668294419,0.031249999999999993,0.008249999999999997,0.004564148459710849,0.027474424967008367,0.16507785849207493,0.8260225316266501,0.07429744050067368,-16.68534971127999,4.527652518977966,0.0,0.0,1.2309488754432307,8.490935607468618,652.2706677707985,0.5969523854925789,0.6582107280644818,4.326761514774767,1.761934979782257e-14,9.996451022427207e-15,2.1460121603969453,1.33922020131589e-15,30,-0.23749999999999993,0.0125,106,-0.3374999999999999,0.037500000000000006,-0.2514384592406582,0.0
fixed-training,N-Adam,1.4387651668294419,0.031249999999999993,0.008249999999999997,0.007428697565739035,0.027521959534230065,0.17098809057976283,0.8556128763566538,0.07429744050067368,-16.644622059700254,4.572379027143551,-0.058282349400766265,0.055727339092111805,1.4153096685601627,8.830359649690896,670.6932499571751,0.7694587100909033,0.6586532229130071,4.4214222949222055,1.7741447049183124e-14,1.0826139309724178e-14,2.2228451775368874,9.027016593015599e-16,30,-0.23749999999999993,0.0125,106,-0.3374999999999999,0.037500000000000006,-0.2514384592406582,0.0
fixed-training,N-final,1.4387651668294419,0.031249999999999993,0.008249999999999997,3.474612177534155e-13,0.02708432063707442,5.1857843092332126e-14,0.0005642566802029725,0.07429744050067368,-69.02387271917276,-18.518351908062062,-53.16770866597748,-13.3962911787536,6.766484205999108e-06,1.891462291187599e-07,1.0990387070441456e-05,6.668919126980756e-06,0.6514665837614162,3.284209940043092e-06,8.370326573033873e-27,2.987995726277473e-33,6.741519602002956e-13,1.3773241814549829e-26,106,-0.3374999999999999,0.037500000000000006,106,-0.3374999999999999,0.037500000000000006,-0.3734064555689789,0.0
fixed-training,S-final,1.4387651668294419,0.031249999999999993,0.008249999999999997,0.01161972253699542,0.027070803215617844,0.016596324038639795,0.08370052489401762,0.07429744050067368,-16.685349710875958,4.714305117132531,-1.1945887093336331,0.1866525981545646,0.6650006710402574,6.865907788971563,491.13994442967896,1.1397887477535114,0.6635237338765647,1.3586302842724138,1.7619341616059694e-14,9.996450013058346e-15,0.21575221250228838,1.3392206459453671e-15,30,-0.23749999999999993,0.0125,106,-0.3374999999999999,0.037500000000000006,0.40764644197654554,0.0
fixed-training,B0,1.448924584976637,0.031249999999999993,0.008249999999999997,0.06226958084704778,0.02569604965926544,0.025224541911869184,0.12748830500520794,0.10140568282097785,-16.65782003906091,3.624491759238694,0.0,0.0,0.7686663947393293,15.473045140951362,391.78689850663187,2.724337579493599,0.661590858499993,1.7692243759068869,2.9365716003994e-14,1.3185005888251407e-15,0.32791904485426415,4.5371306109357795e-15,371,0.2875000000000001,0.1125,178,-0.5375,0.0625,0.4293395181137536,0.0
fixed-training,N-Adam,1.448924584976637,0.031249999999999993,0.008249999999999997,0.08293109066271731,0.025571041613499983,0.022439394505029294,0.11383545043426395,0.10140568282097785,-16.60901028042064,3.6776705936794567,-0.07938781328497413,0.07545552235836439,1.1680418877747876,15.455043598240655,406.1499371595214,3.149693428127864,0.6615098818060967,1.6762167791683933,3.03464234561962e-14,1.391689279854987e-15,0.2917121285653461,2.965892491682827e-15,371,0.2875000000000001,0.1125,178,-0.5375,0.0625,0.4293395181137536,0.0
fixed-training,N-final,1.448924584976637,0.031249999999999993,0.008249999999999997,4.425556843379476e-23,0.026081442476569,1.3204115955831063e-22,0.0005433633849285209,0.10140568282097785,-88.39119371495998,-30.057716144726527,-72.5315206987322,-18.305617941073418,7.554297533797211e-11,5.474174764631656e-12,2.500948013383088e-10,7.525318533902656e-11,0.6619497955400384,1.2089885712656884e-10,6.837729270686405e-31,2.0992440108814513e-41,1.7165350730511825e-21,5.230828085523927e-31,371,0.2875000000000001,0.1125,178,-0.5375,0.0625,-0.335343092007782,0.0
fixed-training,S-final,1.448924584976637,0.031249999999999993,0.008249999999999997,0.021308322999741818,0.026062157369340404,0.005449491070073148,0.02807452793555689,0.10140568282097785,-16.657820036745658,3.598516837768388,-0.4697563706066781,2.6292227062185702e-08,0.3873845714264864,15.390593198531963,355.16240925880544,1.5624722428659252,0.6615858560556722,0.6860409671343599,2.936569787280203e-14,1.3185004798806064e-15,0.0708433839109157,4.53713143217342e-15,371,0.2875000000000001,0.1125,178,-0.5375,0.0625,0.38008283908197327,0.0
fixed-training,B0,1.4792445625940194,0.031249999999999993,0.008249999999999997,0.16372524993932913,0.016771196704990127,0.08609613818325484,0.43301309418015255,0.20760356188356455,-17.010060821728114,3.2394068328491348,0.0,0.0,1.1798204982048712,16.704636898526662,598.2101500632709,2.77430928482165,0.36388447432352444,3.445247035411568,2.0331725970607136e-14,1.2971327949001968e-14,1.1192497963822756,4.015225215115493e-15,377,0.4375,0.1125,498,-0.5375,0.1625,-0.24127564068321394,0.0
fixed-training,N-Adam,1.4792445625940194,0.031249999999999993,0.008249999999999997,0.22225461723758447,0.016928537116168874,0.08940073250574546,0.45031973528181524,0.20760356188356455,-16.915043157531837,3.3434617441765107,-0.17101499229667994,0.1443531819786461,1.4452702528240513,16.822853553584384,567.2648430764742,3.417356464174941,0.36388256721834467,3.716145927462334,2.2782884430351363e-14,1.7290602078594458e-14,1.1622095225746496,1.4107491133243995e-15,377,0.4375,0.1125,498,-0.5375,0.1625,-0.24127564068321394,0.0
