order,mean_lower_bound,base_mean_raw_square,max_counterexample_integral_change
16,0.0029187697533030067,0.013516440814684368,3.3090041854426363e-10
32,0.0029222468168216007,0.013519291043525583,1.4884959691923638e-17
64,0.0029222645165204305,0.013519655700642877,9.701798796370044e-18
