intent,configuration,time,roi_phase_fraction,roi_temperature_max
5,Fine,0.2225,0.0229568411387,1.04994644768
5,Fine,0.225,0.0238751147842,1.04694469556
5,Fine,0.2275,0.0238751147842,1.04421800114
5,Fine,0.23,0.0266299357208,1.04175573185
5,Fine,0.2325,0.030303030303,1.03954419806
5,Fine,0.235,0.0339761248852,1.03756794556
5,Fine,0.2375,0.0348943985308,1.03581071353
5,Fine,0.24,0.0367309458219,1.03425612059
5,Fine,0.2425,0.0394857667585,1.03288813807
5,Fine,0.245,0.040404040404,1.03169140159
5,Fine,0.2475,0.0449954086318,1.03065140232
5,Fine,0.25,0.0477502295684,1.02975458995
5,Fine,0.2525,0.0495867768595,1.02898841213
5,Fine,0.255,0.0523415977961,1.02834130976
5,Fine,0.2575,0.0550964187328,1.02780268293
5,Fine,0.26,0.0569329660239,1.02736283913
5,Fine,0.2625,0.0615243342516,1.02701293191
5,Fine,0.265,0.0642791551882,1.02674489577
5,Fine,0.2675,0.0679522497704,1.02655138082
5,Fine,0.27,0.0697887970615,1.02642568923
5,Fine,0.2725,0.0725436179982,1.02636171471
5,Fine,0.275,0.0734618916437,1.02635388561
5,Fine,0.2775,0.0808080808081,1.02639711213
5,Fine,0.28,0.0863177226814,1.02648673811
5,Fine,0.2825,0.0881542699725,1.02661849747
5,Fine,0.285,0.089072543618,1.02678847543
5,Fine,0.2875,0.0927456382002,1.02699307402
5,Fine,0.29,0.0936639118457,1.02722898158
5,Fine,0.2925,0.101928374656,1.0274931455
5,Fine,0.295,0.106519742883,1.02778274799
