block,weighted_loss,norm
observation,1.0128639376914559,1.1296968878659375
boundary,0.09945904404702716,1.266077260077933
thermal,0.006928442082944962,0.2047720065658842
phase,4.4277655989617386e-05,0.001569417402687251
electric,4.0762660671637345,67.04036247675924
