reference,protocol,seed,role,valid,strict,S,Ephi,ET,EV,EI,bottom_current_NRMSE,power_trace_NRMSE,energy_error,local_joule_NRMSE,normalizer_top_current,normalizer_bottom_current,normalizer_power,normalizer_local_q,fixed_old_denominator_EI,fixed_old_denominator_bottom_current_NRMSE,fixed_old_denominator_power_trace_NRMSE,fixed_old_denominator_local_joule_NRMSE
spatial,shorter,29,F,True,False,0.0013104687500000004,0.024449647007894794,0.012000917463713005,0.003691950463208173,0.02240498706115694,0.022404987061158316,0.02303996812831894,0.006265418531249344,0.11771442321870611,0.5270178122387625,0.5270178122387602,0.3651402125145803,0.2687680406026689,0.02242187095452483,0.022421870954526208,0.023057443653104248,0.11687752630083292
spatial,shorter,43,E,True,False,0.001155078125,0.01976311723656693,0.011319799708226538,0.0010972291996580975,0.0067156259861846,0.0067156259861850835,0.006593615019317134,0.0008306562463887519,0.058265980966956836,0.5270178122387625,0.5270178122387602,0.3651402125145803,0.2687680406026689,0.00672068673059565,0.006720686730596133,0.006598616193018987,0.05785173589354298
spatial,shorter,43,F,True,False,0.0012627343750000002,0.024099285343406142,0.01174756335359894,0.004571108087948211,0.029740114569838987,0.02974011456984011,0.030754111731377244,0.0017763288555300613,0.14600348348271483,0.5270178122387625,0.5270178122387602,0.3651402125145803,0.2687680406026689,0.02976252605000523,0.029762526050006358,0.0307774383366407,0.14496546399466612
spatial,shorter,-,B_E,True,False,0.0015368750000000003,0.025216843763017884,0.013065281860570451,0.0030660242077629758,0.020285904848959126,0.020285904848959445,0.020738172495798728,0.015842562850420724,0.12165501816270842,0.5270178122387625,0.5270178122387602,0.3651402125145803,0.2687680406026689,0.020301191849724006,0.020301191849724325,0.020753902137672968,0.12079010537665999
spatial,shorter,29,E_C,True,False,0.001052109375,0.01852885290976995,0.010760928408736978,0.0014753837952248725,0.009316379495417273,0.009316379495417939,0.009363638888103293,0.0040386114816859655,0.06006751871126941,0.5270178122387625,0.5270178122387602,0.3651402125145803,0.2687680406026689,0.00932340010906664,0.009323400109067306,0.009370741089918781,0.059640465509977744
spatial,shorter,29,E_R,True,False,0.0010726562500000003,0.018704592080955998,0.010812143854925037,0.0014122137205450718,0.009018310668920252,0.009018310668922312,0.00905697236748206,0.0033482703252689944,0.05931811795201647,0.5270178122387625,0.5270178122387602,0.3651402125145803,0.2687680406026689,0.009025106664618752,0.009025106664620813,0.009063841966615457,0.05889639265505905
spatial,shorter,29,E_I,True,False,0.0010074218750000003,0.01821330593242985,0.010798699968284564,0.0013846394863383713,0.008687021149183589,0.008687021149185088,0.008644024114846074,0.0033847607664172726,0.058369332510004174,0.5270178122387625,0.5270178122387602,0.3651402125145803,0.2687680406026689,0.008693567492565404,0.008693567492566903,0.008650580497946193,0.057954352653328677
spatial,shorter,43,E_C,True,False,0.0010532812500000002,0.018118895694213072,0.010742802698964455,0.0009975489959728808,0.0061013644702233635,0.006101364470219406,0.006005158817898736,0.0007143843352696038,0.05772508460710059,0.5270178122387625,0.5270178122387602,0.3651402125145803,0.2687680406026689,0.006105962320997956,0.0061059623209939965,0.006009713655005169,0.05731468506496552
spatial,shorter,43,E_R,True,False,0.001053515625,0.01799640772959676,0.010813946702712619,0.000977904804091912,0.005893828080926866,0.005893828080924707,0.005749079377094332,0.00033231387170749806,0.058608298386961195,0.5270178122387625,0.5270178122387602,0.3651402125145803,0.2687680406026689,0.005898269536955179,0.005898269536953019,0.005753439981179701,0.0581916195897444
spatial,shorter,43,E_I,True,False,0.001085234375,0.018466417039323953,0.010867138677495902,0.0009521717079435652,0.00576119559397907,0.005761195593978413,0.00563229264067391,0.00017170549185029107,0.057666022880949235,0.5270178122387625,0.5270178122387602,0.3651402125145803,0.2687680406026689,0.005765537101154004,0.005765537101153346,0.00563656466349495,0.05725604324128006
