Reference,Candidate,Baseline,Comparison scope,Metric,Candidate error,Baseline error,Signed error difference,Difference in percentage points,Relative error reduction %
old,original/43/E,original/43/F,historical matched method,EI,0.015717843041697634,0.030696582612246257,-0.014978739570548624,-1.4978739570548623,48.796114407122715
old,original/43/E,original/43/F,historical matched method,bottom_current_NRMSE,0.01571784304170005,0.030696582612248655,-0.014978739570548606,-1.4978739570548607,48.79611440711886
old,original/43/E,original/43/F,historical matched method,power_trace_NRMSE,0.01592750502299147,0.03175752257654098,-0.015830017553549507,-1.5830017553549507,49.846512792036904
old,original/43/E,original/43/F,historical matched method,energy_error,0.006568905729493914,0.012191155965982461,-0.005622250236488547,-0.5622250236488547,46.117449831472655
old,original/43/E,original/43/F,historical matched method,local_joule_NRMSE,0.07846803668388758,0.12783682347357958,-0.049368786789692004,-4.9368786789692,38.61859630757737
old,original/43/E,original/B_E,historical available-data baseline,S,0.0011316406249999998,0.0014084375000000002,-0.00027679687500000035,,19.652762369647238
old,original/43/E,original/B_E,historical available-data baseline,Ephi,0.021619161166716246,0.023769782205783657,-0.002150621039067411,,9.04771032586122
old,original/43/E,original/B_E,historical available-data baseline,ET,0.010330845552147926,0.013278255127362866,-0.0029474095752149397,-0.294740957521494,22.197265732160332
old,original/43/E,original/B_E,historical available-data baseline,EV,0.0023572941029588812,0.002558449869505918,-0.00020115576654703695,,7.862407973851905
old,original/43/E,original/B_E,historical available-data baseline,EI,0.015717843041697634,0.01728228938076691,-0.0015644463390692767,-0.15644463390692767,9.052309590477726
old,original/43/E,original/B_E,historical available-data baseline,bottom_current_NRMSE,0.01571784304170005,0.017282289380764062,-0.0015644463390640136,-0.15644463390640134,9.052309590448763
old,original/43/E,original/B_E,historical available-data baseline,power_trace_NRMSE,0.01592750502299147,0.017562292993545878,-0.0016347879705544063,-0.16347879705544063,9.308510973795899
old,original/43/E,original/B_E,historical available-data baseline,energy_error,0.006568905729493914,0.011849409958004114,-0.0052805042285102,-0.52805042285102,44.56343604639395
old,original/43/E,original/B_E,historical available-data baseline,local_joule_NRMSE,0.07846803668388758,0.0981319028410548,-0.019663866157167226,-1.9663866157167225,20.03819918688113
old,shorter/29/E,shorter/29/F,historical matched method,S,0.0010861718750000001,0.0012612500000000002,-0.0001750781250000001,,13.881318136769085
old,shorter/29/E,shorter/29/F,historical matched method,Ephi,0.01900241378176963,0.023818465166233878,-0.004816051384464247,,20.21982252362632
old,shorter/29/E,shorter/29/F,historical matched method,ET,0.011021722601211524,0.011691428007149965,-0.0006697054059384405,-0.06697054059384405,5.728174569683687
old,shorter/29/E,shorter/29/F,historical matched method,EV,0.001568101323932456,0.0037235134756986397,-0.0021554121517661836,,57.886514063488534
old,shorter/29/E,shorter/29/F,historical matched method,EI,0.009942974635239722,0.022699139664465462,-0.01275616502922574,-1.275616502922574,56.19668946834568
old,shorter/29/E,shorter/29/F,historical matched method,bottom_current_NRMSE,0.009942974635242439,0.02269913966446679,-0.012756165029224352,-1.2756165029224351,56.196689468336274
old,shorter/29/E,shorter/29/F,historical matched method,power_trace_NRMSE,0.00999332058970384,0.023353161120948644,-0.013359840531244805,-1.3359840531244804,57.2078463470221
old,shorter/29/E,shorter/29/F,historical matched method,energy_error,0.00287606086266471,0.007066266554761794,-0.0041902056920970834,-0.4190205692097083,59.2987210378216
old,shorter/29/E,shorter/29/F,historical matched method,local_joule_NRMSE,0.056357927738193946,0.11271435174216146,-0.056356424003967516,-5.635642400396752,49.99933294465027
old,shorter/29/E,shorter/B_E,historical available-data baseline,S,0.0010861718750000001,0.0015754687500000003,-0.0004892968750000001,,31.057225032232473
old,shorter/29/E,shorter/B_E,historical available-data baseline,Ephi,0.01900241378176963,0.02552352964250399,-0.00652111586073436,,25.549428124058647
old,shorter/29/E,shorter/B_E,historical available-data baseline,ET,0.011021722601211524,0.012800189053165364,-0.00177846645195384,-0.177846645195384,13.89406394364185
old,shorter/29/E,shorter/B_E,historical available-data baseline,EV,0.001568101323932456,0.003005663306483679,-0.001437561982551223,,47.8284437065915
old,shorter/29/E,shorter/B_E,historical available-data baseline,EI,0.009942974635239722,0.020031855675185353,-0.010088881039945631,-1.0088881039945632,50.36418594231051
old,shorter/29/E,shorter/B_E,historical available-data baseline,bottom_current_NRMSE,0.009942974635242439,0.020031855675185704,-0.010088881039943265,-1.0088881039943265,50.364185942297816
old,shorter/29/E,shorter/B_E,historical available-data baseline,power_trace_NRMSE,0.00999332058970384,0.020489387231699213,-0.010496066641995374,-1.0496066641995374,51.226845016413506
old,shorter/29/E,shorter/B_E,historical available-data baseline,energy_error,0.00287606086266471,0.015059309720727837,-0.012183248858063126,-1.2183248858063127,80.90177494187492
old,shorter/29/E,shorter/B_E,historical available-data baseline,local_joule_NRMSE,0.056357927738193946,0.1133849836004611,-0.05702705586226716,-5.702705586226716,50.29506911004681
old,shorter/29/E_C,shorter/29/E,continued optimization,S,0.000984765625,0.0010861718750000001,-0.00010140625000000015,,9.336114507660229
old,shorter/29/E_C,shorter/29/E,continued optimization,Ephi,0.017548833641611146,0.01900241378176963,-0.001453580140158485,,7.649449995415887
old,shorter/29/E_C,shorter/29/E,continued optimization,ET,0.010410376996620696,0.011021722601211524,-0.000611345604590828,-0.061134560459082804,5.546733724940855
old,shorter/29/E_C,shorter/29/E,continued optimization,EV,0.0015099139246013743,0.001568101323932456,-5.818739933108178e-05,,3.7106912954553524
old,shorter/29/E_C,shorter/29/E,continued optimization,EI,0.009667219145866825,0.009942974635239722,-0.00027575548937289716,-0.027575548937289716,2.7733701381030302
old,shorter/29/E_C,shorter/29/E,continued optimization,bottom_current_NRMSE,0.009667219145867543,0.009942974635242439,-0.00027575548937489557,-0.027575548937489557,2.773370138122371
old,shorter/29/E_C,shorter/29/E,continued optimization,power_trace_NRMSE,0.009741821156910668,0.00999332058970384,-0.0002514994327931716,-0.02514994327931716,2.5166753186352544
old,shorter/29/E_C,shorter/29/E,continued optimization,energy_error,0.004837687274938343,0.00287606086266471,0.0019616264122736334,0.19616264122736335,-68.20531643604231
old,shorter/29/E_C,shorter/29/E,continued optimization,local_joule_NRMSE,0.055306388428239754,0.056357927738193946,-0.0010515393099541914,-0.10515393099541914,1.8658232340249088
old,shorter/29/E_R,shorter/29/E_C,matched phase-head development,S,0.00100875,0.000984765625,2.3984375000000134e-05,,-2.4355414518048533
old,shorter/29/E_R,shorter/29/E_C,matched phase-head development,Ephi,0.017719898278051788,0.017548833641611146,0.0001710646364406418,,-0.9747920570346034
old,shorter/29/E_R,shorter/29/E_C,matched phase-head development,ET,0.010450506414582903,0.010410376996620696,4.012941796220637e-05,0.004012941796220637,-0.38547516555099537
old,shorter/29/E_R,shorter/29/E_C,matched phase-head development,EV,0.0014395095214991714,0.0015099139246013743,-7.040440310220292e-05,,4.66280904858799
old,shorter/29/E_R,shorter/29/E_C,matched phase-head development,EI,0.009327608069242727,0.009667219145866825,-0.00033961107662409777,-0.03396110766240978,3.5130172544945037
old,shorter/29/E_R,shorter/29/E_C,matched phase-head development,bottom_current_NRMSE,0.009327608069244679,0.009667219145867543,-0.0003396110766228644,-0.03396110766228644,3.5130172544814844
old,shorter/29/E_R,shorter/29/E_C,matched phase-head development,power_trace_NRMSE,0.009392457201827683,0.009741821156910668,-0.000349363955082985,-0.0349363955082985,3.5862283802567316
old,shorter/29/E_R,shorter/29/E_C,matched phase-head development,energy_error,0.004146796702492078,0.004837687274938343,-0.0006908905724462653,-0.06908905724462652,14.281422778719625
old,shorter/29/E_R,shorter/29/E_C,matched phase-head development,local_joule_NRMSE,0.053998694916936575,0.055306388428239754,-0.001307693511303179,-0.1307693511303179,2.3644529112580117
old,shorter/29/E_I,shorter/29/E_C,matched phase-head development,S,0.000952109375,0.000984765625,-3.2656249999999916e-05,,3.316144387147949
old,shorter/29/E_I,shorter/29/E_C,matched phase-head development,Ephi,0.01727237499932336,0.017548833641611146,-0.0002764586422877857,,1.5753676166389612
old,shorter/29/E_I,shorter/29/E_C,matched phase-head development,ET,0.010451443156954536,0.010410376996620696,4.106616033383928e-05,0.004106616033383928,-0.3944733254825424
old,shorter/29/E_I,shorter/29/E_C,matched phase-head development,EV,0.0014141330118079146,0.0015099139246013743,-9.57809127934597e-05,,6.343468407892615
old,shorter/29/E_I,shorter/29/E_C,matched phase-head development,EI,0.009017786991447101,0.009667219145866825,-0.0006494321544197237,-0.06494321544197237,6.717879719292238
old,shorter/29/E_I,shorter/29/E_C,matched phase-head development,bottom_current_NRMSE,0.009017786991448819,0.009667219145867543,-0.0006494321544187245,-0.06494321544187245,6.717879719281403
old,shorter/29/E_I,shorter/29/E_C,matched phase-head development,power_trace_NRMSE,0.009007671989507936,0.009741821156910668,-0.0007341491674027322,-0.07341491674027323,7.536056714425931
old,shorter/29/E_I,shorter/29/E_C,matched phase-head development,energy_error,0.004183316184981865,0.004837687274938343,-0.000654371089956478,-0.0654371089956478,13.526527300481984
old,shorter/29/E_I,shorter/29/E_C,matched phase-head development,local_joule_NRMSE,0.053116797498190454,0.055306388428239754,-0.0021895909300492997,-0.21895909300492997,3.9590199112174935
old,shorter/29/E_R,shorter/29/E,parent-state retention,S,0.00100875,0.0010861718750000001,-7.742187500000002e-05,,7.127957994677408
old,shorter/29/E_R,shorter/29/E,parent-state retention,Ephi,0.017719898278051788,0.01900241378176963,-0.0012825155037178432,,6.749224169343432
old,shorter/29/E_R,shorter/29/E,parent-state retention,ET,0.010450506414582903,0.011021722601211524,-0.0005712161866286217,-0.05712161866286217,5.182639840398748
old,shorter/29/E_R,shorter/29/E,parent-state retention,EV,0.0014395095214991714,0.001568101323932456,-0.0001285918024332847,,8.200477894553682
old,shorter/29/E_R,shorter/29/E,parent-state retention,EI,0.009327608069242727,0.009942974635239722,-0.0006153665659969949,-0.061536656599699494,6.188958421114977
old,shorter/29/E_R,shorter/29/E,parent-state retention,bottom_current_NRMSE,0.009327608069244679,0.009942974635242439,-0.00061536656599776,-0.061536656599775995,6.18895842112098
old,shorter/29/E_R,shorter/29/E,parent-state retention,power_trace_NRMSE,0.009392457201827683,0.00999332058970384,-0.0006008633878761566,-0.06008633878761566,6.012649974376172
old,shorter/29/E_R,shorter/29/E,parent-state retention,energy_error,0.004146796702492078,0.00287606086266471,0.001270735839827368,0.1270735839827368,-44.183204059527924
old,shorter/29/E_R,shorter/29/E,parent-state retention,local_joule_NRMSE,0.053998694916936575,0.056357927738193946,-0.0023592328212573704,-0.23592328212573704,4.18615963350709
old,shorter/29/E_I,shorter/29/E,parent-state retention,S,0.000952109375,0.0010861718750000001,-0.00013406250000000007,,12.3426598575847
old,shorter/29/E_I,shorter/29/E,parent-state retention,Ephi,0.01727237499932336,0.01900241378176963,-0.0017300387824462707,,9.104310653976077
old,shorter/29/E_I,shorter/29/E,parent-state retention,ET,0.010451443156954536,0.011021722601211524,-0.0005702794442569888,-0.057027944425698876,5.174140784438748
old,shorter/29/E_I,shorter/29/E,parent-state retention,EV,0.0014141330118079146,0.001568101323932456,-0.00015396831212454148,,9.818773173306335
old,shorter/29/E_I,shorter/29/E,parent-state retention,EI,0.009017786991447101,0.009942974635239722,-0.0009251876437926208,-0.09251876437926208,9.304938187346737
old,shorter/29/E_I,shorter/29/E,parent-state retention,bottom_current_NRMSE,0.009017786991448819,0.009942974635242439,-0.00092518764379362,-0.092518764379362,9.304938187354244
old,shorter/29/E_I,shorter/29/E,parent-state retention,power_trace_NRMSE,0.009007671989507936,0.00999332058970384,-0.0009856486001959038,-0.09856486001959039,9.863073953730874
old,shorter/29/E_I,shorter/29/E,parent-state retention,energy_error,0.004183316184981865,0.00287606086266471,0.0013072553223171554,0.13072553223171554,-45.45297838745893
old,shorter/29/E_I,shorter/29/E,parent-state retention,local_joule_NRMSE,0.053116797498190454,0.056357927738193946,-0.003241130240003491,-0.32411302400034914,5.750974831899234
old,shorter/29/E_I,shorter/29/E_R,equal-trainable-parameter gate,S,0.000952109375,0.00100875,-5.664062500000005e-05,,5.61493184634449
old,shorter/29/E_I,shorter/29/E_R,equal-trainable-parameter gate,Ephi,0.01727237499932336,0.017719898278051788,-0.0004475232787284275,,2.52554090156792
old,shorter/29/E_I,shorter/29/E_R,equal-trainable-parameter gate,ET,0.010451443156954536,0.010450506414582903,9.367423716329093e-07,9.367423716329093e-05,-0.008963607450886353
old,shorter/29/E_I,shorter/29/E_R,equal-trainable-parameter gate,EV,0.0014141330118079146,0.0014395095214991714,-2.537650969125678e-05,,1.7628580646572254
old,shorter/29/E_I,shorter/29/E_R,equal-trainable-parameter gate,EI,0.009017786991447101,0.009327608069242727,-0.0003098210777956259,-0.03098210777956259,3.32154905626067
old,shorter/29/E_I,shorter/29/E_R,equal-trainable-parameter gate,bottom_current_NRMSE,0.009017786991448819,0.009327608069244679,-0.0003098210777958601,-0.03098210777958601,3.3215490562624854
old,shorter/29/E_I,shorter/29/E_R,equal-trainable-parameter gate,power_trace_NRMSE,0.009007671989507936,0.009392457201827683,-0.0003847852123197472,-0.03847852123197472,4.096747039154692
old,shorter/29/E_I,shorter/29/E_R,equal-trainable-parameter gate,energy_error,0.004183316184981865,0.004146796702492078,3.651948248978732e-05,0.003651948248978732,-0.8806672983954195
old,shorter/29/E_I,shorter/29/E_R,equal-trainable-parameter gate,local_joule_NRMSE,0.053116797498190454,0.053998694916936575,-0.0008818974187461207,-0.08818974187461207,1.6331828391458316
old,shorter/43/E,shorter/43/F,historical matched method,S,0.0010735156249999998,0.001197734375,-0.0001242187500000002,,10.37114343487054
old,shorter/43/E,shorter/43/F,historical matched method,Ephi,0.018619221717954475,0.0233632244353989,-0.004744002717444424,,20.305428005290768
old,shorter/43/E,shorter/43/F,historical matched method,ET,0.010960980041449084,0.0114088216040331,-0.00044784156258401674,-0.044784156258401674,3.9253971893617963
old,shorter/43/E,shorter/43/F,historical matched method,EV,0.0010802508400533871,0.004585264153895475,-0.0035050133138420877,,76.44081553871558
old,shorter/43/E,shorter/43/F,historical matched method,EI,0.006821188750453961,0.029917345965851373,-0.02309615721539741,-2.3096157215397413,77.19988678728426
old,shorter/43/E,shorter/43/F,historical matched method,bottom_current_NRMSE,0.006821188750454754,0.029917345965852445,-0.023096157215397692,-2.3096157215397692,77.19988678728242
old,shorter/43/E,shorter/43/F,historical matched method,power_trace_NRMSE,0.006727584643777657,0.03094686326770039,-0.024219278623922733,-2.4219278623922733,78.26085123528718
old,shorter/43/E,shorter/43/F,historical matched method,energy_error,0.0016271789511990613,0.002573604184872598,-0.0009464252336735366,-0.09464252336735365,36.7743120420978
old,shorter/43/E,shorter/43/F,historical matched method,local_joule_NRMSE,0.04770874623981139,0.14365656952342049,-0.0959478232836091,-9.59478232836091,66.78972190545495
old,shorter/43/E,shorter/B_E,historical available-data baseline,S,0.0010735156249999998,0.0015754687500000003,-0.0005019531250000004,,31.860557373797505
old,shorter/43/E,shorter/B_E,historical available-data baseline,Ephi,0.018619221717954475,0.02552352964250399,-0.006904307924549515,,27.05075677719693
old,shorter/43/E,shorter/B_E,historical available-data baseline,ET,0.010960980041449084,0.012800189053165364,-0.0018392090117162804,-0.18392090117162804,14.368608182872594
old,shorter/43/E,shorter/B_E,historical available-data baseline,EV,0.0010802508400533871,0.003005663306483679,-0.001925412466430292,,64.05948604678643
old,shorter/43/E,shorter/B_E,historical available-data baseline,EI,0.006821188750453961,0.020031855675185353,-0.013210666924731392,-1.3210666924731391,65.94829325321182
old,shorter/43/E,shorter/B_E,historical available-data baseline,bottom_current_NRMSE,0.006821188750454754,0.020031855675185704,-0.013210666924730951,-1.3210666924730952,65.94829325320848
old,shorter/43/E,shorter/B_E,historical available-data baseline,power_trace_NRMSE,0.006727584643777657,0.020489387231699213,-0.013761802587921555,-1.3761802587921554,67.16551565110066
old,shorter/43/E,shorter/B_E,historical available-data baseline,energy_error,0.0016271789511990613,0.015059309720727837,-0.013432130769528774,-1.3432130769528774,89.19486363336168
old,shorter/43/E,shorter/B_E,historical available-data baseline,local_joule_NRMSE,0.04770874623981139,0.1133849836004611,-0.06567623736064972,-6.567623736064972,57.92322340679214
old,shorter/43/E_C,shorter/43/E,continued optimization,S,0.00097375,0.0010735156249999998,-9.976562499999981e-05,,9.293355650971527
old,shorter/43/E_C,shorter/43/E,continued optimization,Ephi,0.016963542559870634,0.018619221717954475,-0.0016556791580838413,,8.892311306907493
old,shorter/43/E_C,shorter/43/E,continued optimization,ET,0.010396805900313838,0.010960980041449084,-0.0005641741411352465,-0.05641741411352465,5.147114026317126
old,shorter/43/E_C,shorter/43/E,continued optimization,EV,0.0009789428509723488,0.0010802508400533871,-0.00010130798908103834,,9.378191187153496
old,shorter/43/E_C,shorter/43/E,continued optimization,EI,0.0062091583149584345,0.006821188750453961,-0.0006120304354955263,-0.06120304354955263,8.972489369316964
old,shorter/43/E_C,shorter/43/E,continued optimization,bottom_current_NRMSE,0.006209158314954734,0.006821188750454754,-0.0006120304355000192,-0.061203043550001925,8.972489369381789
old,shorter/43/E_C,shorter/43/E,continued optimization,power_trace_NRMSE,0.006143626978387168,0.006727584643777657,-0.0005839576653904888,-0.05839576653904888,8.68004932395152
old,shorter/43/E_C,shorter/43/E,continued optimization,energy_error,0.0015108145037286739,0.0016271789511990613,-0.00011636444747038744,-0.011636444747038744,7.151299946735359
old,shorter/43/E_C,shorter/43/E,continued optimization,local_joule_NRMSE,0.0477253138163399,0.04770874623981139,1.6567576528507544e-05,0.0016567576528507544,-0.034726497412506815
old,shorter/43/E_R,shorter/43/E_C,matched phase-head development,S,0.0009739843750000001,0.00097375,2.3437500000012598e-07,,-0.024069319640577763
old,shorter/43/E_R,shorter/43/E_C,matched phase-head development,Ephi,0.016859811824836864,0.016963542559870634,-0.00010373073503376976,,0.611492173098075
old,shorter/43/E_R,shorter/43/E_C,matched phase-head development,ET,0.01045559980216171,0.010396805900313838,5.8793901847872115e-05,0.0058793901847872115,-0.5654996583719752
old,shorter/43/E_R,shorter/43/E_C,matched phase-head development,EV,0.0009552403397247548,0.0009789428509723488,-2.3702511247593967e-05,,2.4212354402558955
old,shorter/43/E_R,shorter/43/E_C,matched phase-head development,EI,0.005984256963712154,0.0062091583149584345,-0.00022490135124628077,-0.022490135124628077,3.622090786515665
old,shorter/43/E_R,shorter/43/E_C,matched phase-head development,bottom_current_NRMSE,0.0059842569637098605,0.006209158314954734,-0.0002249013512448739,-0.02249013512448739,3.6220907864951655
old,shorter/43/E_R,shorter/43/E_C,matched phase-head development,power_trace_NRMSE,0.005871239534250159,0.006143626978387168,-0.0002723874441370091,-0.02723874441370091,4.433658571642586
old,shorter/43/E_R,shorter/43/E_C,matched phase-head development,energy_error,0.0011284399649494816,0.0015108145037286739,-0.00038237453877919226,-0.03823745387791923,25.309165210917424
old,shorter/43/E_R,shorter/43/E_C,matched phase-head development,local_joule_NRMSE,0.048449454606728976,0.0477253138163399,0.0007241407903890787,0.07241407903890787,-1.5173096465657012
old,shorter/43/E_I,shorter/43/E_C,matched phase-head development,S,0.001006484375,0.00097375,3.2734374999999994e-05,,-3.3616816431322203
old,shorter/43/E_I,shorter/43/E_C,matched phase-head development,Ephi,0.01730921381899472,0.016963542559870634,0.00034567125912408556,,-2.037730373264213
old,shorter/43/E_I,shorter/43/E_C,matched phase-head development,ET,0.010500863221573597,0.010396805900313838,0.00010405732125975953,0.010405732125975953,-1.000858554612609
old,shorter/43/E_I,shorter/43/E_C,matched phase-head development,EV,0.0009218151740106061,0.0009789428509723488,-5.7127676961742655e-05,,5.835649844625739
old,shorter/43/E_I,shorter/43/E_C,matched phase-head development,EI,0.005800458804997572,0.0062091583149584345,-0.0004086995099608628,-0.040869950996086285,6.582204692321471
