Protocol,Cycle,Old onset,Refined onset,Shift,Old recovery,Refined recovery
original,1,0.24059999999999998,0.24143333333333333,0.0008333333333333526,1.0,1.0
original,2,1.4984,1.49965,0.0012499999999999734,1.0,1.0
shorter,1,0.24059999999999998,0.24143333333333333,0.0008333333333333526,1.0,1.0
shorter,2,1.2268000000000001,1.2268000000000001,0.0,1.0,1.0
